kind,task,machine_selectable,process_time
0,0,"(6,)","(6,)"
0,1,"(7, 5, 8, 9, 3)","(3, 18, 15, 8, 11)"
0,2,"(15, 4, 6, 12, 7, 8, 13, 1, 11, 17)","(19, 6, 11, 17, 7, 3, 5, 2, 10, 8)"
0,3,"(14, 12, 13, 0, 16, 9, 1, 15, 3, 6, 4, 10, 18, 2, 19, 11, 17, 5)","(11, 7, 15, 9, 1, 8, 10, 4, 7, 15, 3, 4, 19, 12, 8, 12, 3, 20)"
0,4,"(11, 14, 6, 12, 2)","(6, 6, 18, 18, 7)"
0,5,"(18, 17, 6, 12, 1, 5, 4, 7, 15, 14, 0)","(15, 19, 16, 3, 17, 10, 5, 14, 10, 11, 1)"
0,6,"(13, 12, 1, 4, 16, 9, 3, 2, 6, 19)","(13, 20, 11, 6, 7, 14, 13, 20, 8, 11)"
0,7,"(9, 5, 13, 16, 3, 18, 4, 10, 14, 17, 1, 0, 2, 6, 11, 7)","(9, 1, 16, 1, 15, 20, 15, 4, 1, 7, 18, 14, 12, 12, 8, 13)"
0,8,"(16, 3, 7, 9, 10, 19, 5, 1, 2, 15)","(15, 14, 10, 10, 6, 20, 3, 3, 3, 15)"
0,9,"(18, 6, 10, 3, 13, 7, 1, 0, 16)","(15, 16, 12, 14, 4, 7, 4, 8, 10)"
1,0,"(1, 4, 9, 2, 0, 3, 15, 5, 13, 6, 8, 16, 19, 18, 7, 12, 10, 11)","(12, 8, 16, 4, 16, 3, 5, 12, 4, 15, 4, 7, 17, 10, 2, 11, 17, 9)"
1,1,"(4, 19, 15, 14, 1, 9, 0, 17, 6, 13, 11, 3)","(1, 17, 5, 3, 1, 20, 11, 9, 16, 1, 20, 20)"
1,2,"(6, 15, 13, 9, 16, 10, 7, 19, 1, 3, 4, 17, 11, 14, 0, 8)","(18, 10, 17, 8, 10, 15, 5, 4, 8, 6, 15, 12, 9, 4, 15, 20)"
1,3,"(11, 12, 8, 9, 19, 14, 17, 4, 10, 3)","(8, 13, 15, 19, 6, 10, 11, 7, 11, 9)"
1,4,"(3, 6, 14)","(3, 17, 7)"
2,0,"(18, 8, 3, 16, 11, 13, 9, 12, 6)","(3, 2, 9, 18, 14, 15, 15, 8, 2)"
2,1,"(7, 12, 1, 3, 16, 18, 10, 15, 11, 9, 6, 2, 4, 5, 0, 13, 19)","(16, 18, 20, 3, 8, 11, 10, 17, 2, 19, 4, 12, 11, 19, 11, 7, 19)"
2,2,"(1, 14, 3, 0, 7, 17, 19, 2, 15, 8, 6, 16, 13, 10, 5, 11, 18, 12, 4)","(12, 13, 1, 6, 16, 16, 5, 16, 19, 16, 19, 7, 14, 15, 19, 12, 3, 12, 7)"
2,3,"(19, 8, 15, 14, 3, 4, 11, 1, 7, 18, 0, 16, 17)","(13, 20, 2, 20, 17, 14, 13, 19, 15, 6, 5, 13, 13)"
2,4,"(5, 13, 3, 4, 19, 15, 10, 14, 16, 17, 11, 7, 12, 0)","(5, 12, 5, 11, 1, 17, 14, 11, 10, 15, 18, 13, 9, 15)"
2,5,"(7, 1, 17, 0, 18, 9, 6, 10, 15, 13, 19, 8, 3, 2, 12, 11, 16, 14, 5, 4)","(16, 3, 4, 11, 4, 18, 10, 19, 18, 13, 3, 11, 19, 18, 17, 13, 14, 2, 2, 10)"
2,6,"(15,)","(17,)"
3,0,"(10,)","(10,)"
3,1,"(11, 17, 12)","(9, 5, 15)"
3,2,"(0, 12, 3, 19, 13, 2, 10, 18, 14, 17, 11, 16, 9, 4, 6, 7)","(17, 20, 19, 19, 18, 9, 5, 10, 12, 5, 18, 17, 9, 17, 11, 3)"
3,3,"(4, 17, 0, 8)","(1, 11, 11, 17)"
3,4,"(0, 16, 13, 11, 6, 19, 4, 9, 7)","(13, 19, 4, 12, 6, 20, 13, 10, 3)"
4,0,"(10, 5, 7, 13, 12, 4, 16, 19, 17, 0, 2, 18, 3, 6, 9)","(14, 18, 19, 2, 1, 11, 5, 11, 20, 20, 14, 13, 5, 3, 20)"
4,1,"(11, 0, 1, 6, 14)","(8, 6, 8, 8, 9)"
4,2,"(13, 1, 3)","(5, 7, 6)"
4,3,"(14, 5, 13, 2, 6, 18, 12, 17, 1, 7, 10, 19)","(12, 12, 4, 1, 20, 19, 15, 4, 17, 8, 19, 3)"
4,4,"(4, 6, 1, 2, 12, 18, 16, 19, 15, 3, 0, 10, 7, 14, 5, 8, 9)","(20, 18, 1, 11, 4, 8, 5, 5, 5, 18, 17, 13, 18, 20, 15, 15, 2)"
4,5,"(15, 4, 0, 14, 19, 6, 11)","(18, 8, 1, 16, 13, 5, 6)"
5,0,"(15, 11, 7, 16, 9, 10, 13, 5, 4, 1, 19, 14, 2, 12, 17, 18, 8, 6, 3, 0)","(6, 1, 5, 9, 15, 15, 7, 2, 12, 9, 20, 2, 9, 11, 2, 2, 15, 13, 16, 7)"
5,1,"(16, 15, 10, 3, 18, 0, 9, 4, 8, 6, 7, 17, 5, 13, 2, 19, 11, 1)","(15, 14, 14, 11, 10, 3, 14, 14, 4, 1, 7, 13, 3, 18, 5, 4, 15, 17)"
5,2,"(19, 3, 18, 2, 5)","(10, 3, 15, 20, 20)"
5,3,"(19,)","(3,)"
5,4,"(0, 2, 17, 1, 12, 7)","(16, 19, 11, 11, 9, 2)"
5,5,"(6, 8, 3, 0, 1, 17, 16, 12, 5, 14, 13, 4, 7, 2, 18, 15, 10, 9, 19, 11)","(12, 17, 8, 10, 13, 9, 7, 1, 9, 1, 17, 11, 20, 6, 9, 4, 12, 12, 8, 17)"
5,6,"(1, 13)","(4, 5)"
5,7,"(18, 7, 14, 16, 4, 2, 3, 19)","(11, 19, 14, 19, 7, 20, 10, 19)"
5,8,"(16, 17, 12, 4, 3, 10, 2, 6)","(20, 17, 10, 20, 11, 17, 16, 6)"
