kind,task,machine_selectable,process_time
0,0,"(8,)","(9,)"
0,1,"(3, 4, 9, 5, 6, 0, 2, 1)","(8, 18, 2, 12, 20, 16, 8, 7)"
0,2,"(0, 8, 5, 2, 3, 9, 6, 7)","(8, 14, 8, 13, 9, 5, 13, 16)"
0,3,"(0, 5, 9, 6)","(17, 8, 18, 4)"
0,4,"(7, 5, 6, 4, 9, 2, 8, 1)","(1, 18, 5, 7, 16, 8, 9, 5)"
0,5,"(6, 0, 5, 9, 3, 2, 4)","(20, 6, 20, 5, 3, 10, 10)"
1,0,"(6,)","(19,)"
1,1,"(2, 8, 4, 9, 5)","(20, 16, 20, 13, 10)"
1,2,"(7, 6, 5, 0, 4, 3, 1, 2, 9)","(8, 20, 13, 6, 15, 17, 13, 13, 20)"
1,3,"(4, 6, 3, 5, 1, 8)","(10, 4, 10, 6, 5, 3)"
1,4,"(0, 2, 6, 9, 3, 5)","(11, 7, 19, 12, 1, 4)"
1,5,"(8, 0, 5, 7, 2, 4)","(2, 14, 16, 7, 13, 5)"
2,0,"(6, 7, 3)","(20, 10, 2)"
2,1,"(9, 0, 4, 2, 1, 6, 7, 5, 8)","(12, 12, 3, 16, 17, 7, 1, 17, 16)"
2,2,"(2, 9, 0, 6, 4, 3, 7, 1)","(16, 8, 7, 2, 15, 11, 15, 1)"
2,3,"(7, 8, 0, 4, 6, 3, 9, 5)","(9, 11, 15, 16, 8, 11, 12, 18)"
2,4,"(4, 1, 7, 6, 2, 8, 0, 9, 5, 3)","(9, 11, 12, 5, 9, 7, 14, 4, 18, 4)"
3,0,"(6, 1, 9, 2, 0, 8, 4, 5, 7, 3)","(18, 12, 17, 6, 11, 20, 20, 13, 20, 14)"
3,1,"(6,)","(4,)"
3,2,"(7, 1, 8, 3, 6, 0, 2, 5, 4)","(8, 10, 11, 7, 18, 20, 7, 1, 17)"
3,3,"(2, 8, 0, 3, 1, 9, 6, 7)","(15, 12, 10, 16, 16, 14, 11, 16)"
3,4,"(6, 2, 8, 3, 7, 4, 0)","(12, 19, 5, 20, 14, 3, 11)"
3,5,"(4,)","(15,)"
3,6,"(4, 0)","(16, 8)"
3,7,"(3, 0, 7, 8, 6, 1, 4, 2, 9)","(11, 15, 12, 8, 12, 12, 6, 20, 18)"
4,0,"(8, 4, 1, 9, 5)","(19, 14, 19, 7, 15)"
4,1,"(5, 2, 7)","(19, 13, 13)"
4,2,"(7, 0, 6, 3)","(2, 16, 19, 8)"
4,3,"(3, 5, 9, 7, 4, 1, 6, 0)","(4, 2, 20, 10, 3, 6, 10, 19)"
4,4,"(6, 7, 4)","(9, 4, 20)"
4,5,"(3,)","(16,)"
4,6,"(1, 3, 4, 6, 9)","(19, 14, 19, 16, 7)"
