kind,task,machine_selectable,process_time
0,0,"(10, 14, 4)","(10, 2, 19)"
0,1,"(10, 12, 2, 14, 7, 1, 6, 13, 5, 4)","(16, 19, 18, 3, 11, 19, 6, 17, 8, 15)"
0,2,"(3, 14, 8, 1, 5, 11, 12)","(2, 12, 14, 13, 2, 10, 16)"
0,3,"(9, 1, 12, 4, 13, 10, 8, 6, 14, 3, 11)","(6, 7, 14, 20, 16, 12, 6, 12, 9, 5, 13)"
0,4,"(13, 4, 1)","(16, 8, 18)"
0,5,"(11, 2, 10, 6, 14, 7, 12, 4, 8, 13, 0)","(17, 3, 13, 19, 20, 20, 19, 3, 6, 1, 11)"
1,0,"(7, 9, 12, 6, 5, 0, 14, 10, 1, 4, 3, 13)","(9, 14, 13, 12, 7, 19, 16, 14, 10, 5, 7, 14)"
1,1,"(13,)","(8,)"
1,2,"(12, 7, 3, 1, 8, 10, 2, 5, 11, 6, 13)","(14, 18, 3, 14, 14, 10, 7, 12, 20, 13, 12)"
1,3,"(2, 9, 7, 10, 5, 13, 11, 1, 4, 0, 6, 14)","(8, 19, 1, 19, 16, 7, 20, 18, 12, 5, 3, 14)"
1,4,"(0, 12, 8, 11, 5, 1, 4, 9, 7, 2, 3, 6)","(11, 7, 12, 11, 10, 4, 8, 10, 15, 19, 14, 15)"
2,0,"(10, 14, 13, 6)","(6, 2, 1, 19)"
2,1,"(2, 12, 11, 3, 4, 5)","(10, 4, 14, 2, 18, 20)"
2,2,"(14, 7, 8, 2, 0, 3, 5, 1, 10, 13, 9, 11, 6, 4, 12)","(5, 13, 11, 20, 8, 15, 14, 19, 4, 8, 13, 14, 1, 15, 18)"
2,3,"(7, 6, 1, 9, 4, 0, 3, 2, 10, 14, 11, 5, 13, 12, 8)","(15, 12, 20, 20, 3, 18, 16, 14, 9, 14, 16, 3, 12, 20, 20)"
2,4,"(2, 10, 9, 14, 1, 3, 0, 5, 8, 11, 13, 7, 4, 6, 12)","(20, 3, 5, 14, 18, 10, 2, 10, 6, 16, 5, 12, 19, 16, 9)"
2,5,"(7, 8, 9, 11, 3, 2, 14, 12, 1, 6, 4, 5, 10)","(13, 17, 11, 18, 1, 9, 16, 8, 4, 17, 12, 16, 16)"
2,6,"(0, 4, 12, 11, 9, 7, 6, 8, 13, 3, 1)","(8, 6, 2, 16, 5, 8, 19, 15, 15, 13, 18)"
3,0,"(9, 4, 13, 7, 11, 5, 12, 14, 2, 1)","(6, 16, 15, 9, 3, 12, 3, 9, 15, 14)"
3,1,"(6, 2, 10, 5, 13, 14, 0, 9, 12, 1, 3, 8, 4)","(1, 3, 2, 14, 19, 5, 13, 4, 10, 11, 3, 1, 15)"
3,2,"(12, 6, 5, 10, 9, 7, 3, 8, 0, 2, 1)","(19, 18, 20, 4, 3, 2, 3, 5, 19, 5, 15)"
3,3,"(0, 10, 9)","(6, 4, 9)"
3,4,"(8, 10, 5, 2, 13)","(12, 7, 2, 19, 9)"
3,5,"(9, 10, 4, 2, 12, 1)","(19, 8, 13, 19, 19, 12)"
4,0,"(13, 14)","(19, 4)"
4,1,"(12, 14, 0, 1, 11, 8, 6, 2, 10)","(13, 16, 1, 9, 17, 3, 4, 9, 11)"
4,2,"(14, 1, 8, 12, 4, 2, 13, 7, 0)","(10, 18, 3, 13, 15, 5, 6, 9, 15)"
4,3,"(0, 1, 4, 13, 10)","(15, 16, 6, 18, 17)"
4,4,"(0, 5, 6, 13, 10, 14, 7, 9, 4, 3, 1, 12, 11, 2)","(4, 14, 1, 12, 19, 6, 14, 19, 19, 19, 18, 12, 16, 9)"
4,5,"(11, 3)","(1, 4)"
4,6,"(3, 5, 9, 12, 14, 1, 8, 10, 7)","(20, 2, 6, 2, 2, 5, 6, 20, 9)"
4,7,"(8, 1, 0, 4, 12, 7, 2, 9)","(20, 11, 18, 10, 15, 19, 16, 7)"
4,8,"(13, 8, 2, 3)","(3, 10, 18, 19)"
5,0,"(12, 4, 10, 5, 3, 7, 9, 1)","(14, 15, 15, 5, 6, 4, 12, 7)"
5,1,"(0,)","(5,)"
5,2,"(7, 1, 13, 4, 5, 6, 10, 9)","(11, 1, 15, 10, 5, 19, 3, 10)"
5,3,"(11, 8, 7, 12)","(7, 19, 11, 15)"
5,4,"(0,)","(4,)"
5,5,"(4, 6, 5, 1, 11, 3, 8, 10, 12, 2, 14, 0, 13, 9, 7)","(19, 4, 17, 10, 11, 8, 18, 1, 14, 16, 11, 7, 6, 15, 3)"
