kind,task,machine_selectable,process_time
0,0,"(5, 9)","(6, 12)"
0,1,"(9, 3, 6, 0)","(17, 7, 12, 9)"
0,2,"(1, 4, 8, 9, 5)","(5, 15, 6, 20, 2)"
0,3,"(4, 9, 8, 0, 2, 3)","(5, 8, 3, 20, 2, 19)"
0,4,"(3, 7, 2, 8)","(15, 1, 5, 10)"
0,5,"(6, 1, 0, 9, 5, 4, 8)","(2, 10, 11, 16, 5, 10, 5)"
1,0,"(7,)","(16,)"
1,1,"(1, 9, 3, 5, 6)","(3, 14, 2, 16, 13)"
1,2,"(3, 4, 1, 7, 9, 0, 2, 6)","(2, 12, 1, 4, 6, 2, 12, 17)"
1,3,"(8, 6, 9, 4, 7)","(5, 6, 16, 14, 14)"
1,4,"(4, 0, 8)","(8, 6, 19)"
2,0,"(0, 8, 2, 1, 5, 6, 7, 9, 4)","(19, 12, 10, 8, 17, 20, 7, 14, 19)"
2,1,"(1, 5, 8, 6, 7, 9, 3, 4, 0, 2)","(6, 17, 3, 16, 7, 8, 14, 4, 19, 14)"
2,2,"(2, 6, 4, 7, 1, 5, 8, 9, 3)","(12, 6, 6, 12, 3, 6, 19, 11, 9)"
2,3,"(2, 1, 4)","(17, 17, 18)"
2,4,"(1, 5, 0, 4)","(6, 5, 16, 13)"
3,0,"(2, 1, 5)","(7, 1, 15)"
3,1,"(4, 3, 9, 7, 1, 2, 6, 0)","(3, 6, 5, 1, 7, 19, 10, 6)"
3,2,"(1,)","(7,)"
3,3,"(2, 1, 5, 4, 9, 8)","(14, 7, 18, 16, 17, 6)"
3,4,"(3, 2, 6, 9, 0, 5, 7, 1, 8)","(1, 14, 8, 3, 16, 8, 1, 10, 1)"
3,5,"(0, 9, 8, 6, 5, 3)","(11, 1, 9, 13, 12, 1)"
3,6,"(8, 4, 6, 3)","(13, 2, 9, 19)"
3,7,"(8, 5, 3, 1, 9, 7)","(12, 18, 9, 18, 4, 8)"
4,0,"(3, 8, 0, 9, 4, 1, 6, 5)","(13, 4, 10, 11, 15, 1, 6, 20)"
4,1,"(2, 6)","(19, 17)"
4,2,"(8, 0, 6, 4)","(2, 6, 11, 15)"
4,3,"(4, 9, 2, 6, 5, 8, 1)","(14, 17, 15, 13, 18, 19, 8)"
4,4,"(9, 0, 3, 5, 4, 2, 1, 6)","(20, 15, 4, 6, 16, 5, 16, 15)"
4,5,"(6, 8, 2, 9, 4, 0, 1, 7)","(6, 1, 6, 18, 16, 20, 19, 3)"
4,6,"(1, 4, 3, 0, 5, 9, 6, 2, 8, 7)","(11, 12, 2, 14, 3, 9, 9, 3, 17, 2)"
5,0,"(7, 5, 0, 4, 8, 3)","(4, 16, 4, 2, 15, 3)"
5,1,"(0, 6, 1)","(15, 17, 4)"
5,2,"(1, 5, 7, 9, 0)","(4, 6, 14, 8, 17)"
5,3,"(9, 4, 5, 1)","(9, 17, 11, 9)"
5,4,"(5, 7, 6, 2, 0, 4, 3, 1)","(4, 20, 6, 15, 18, 18, 3, 15)"
5,5,"(7, 9, 4, 1, 8, 6, 2)","(8, 3, 8, 13, 16, 15, 20)"
5,6,"(9,)","(7,)"
5,7,"(0,)","(7,)"
