kind,task,machine_selectable,process_time
0,0,"(8, 4, 9, 2, 5, 6, 0, 1, 7, 3)","(17, 3, 2, 7, 3, 4, 17, 17, 13, 8)"
0,1,"(1, 6, 7, 0, 3, 8, 5)","(11, 20, 6, 5, 14, 3, 8)"
0,2,"(4, 0, 7, 8, 9, 2, 1, 5, 6)","(4, 19, 13, 5, 11, 12, 14, 5, 15)"
0,3,"(5, 7, 6, 1, 8, 4, 0, 9, 3)","(15, 18, 3, 16, 20, 1, 13, 17, 9)"
0,4,"(5, 0, 2, 8, 3, 9, 4, 7)","(19, 12, 15, 2, 8, 13, 13, 20)"
0,5,"(0, 6, 4, 3, 1, 5, 7, 8, 2)","(7, 4, 19, 5, 2, 15, 13, 14, 3)"
0,6,"(1, 4, 7, 8, 0, 5, 6, 3, 9, 2)","(16, 17, 16, 6, 3, 18, 1, 15, 8, 4)"
0,7,"(5, 4, 1)","(16, 15, 14)"
1,0,"(7, 2, 5, 8, 1, 4, 0, 9)","(7, 6, 1, 19, 15, 1, 2, 6)"
1,1,"(6, 3, 9, 2, 0)","(16, 1, 7, 5, 1)"
1,2,"(6, 3, 8, 7, 4, 5, 9, 0)","(7, 2, 18, 5, 17, 19, 18, 2)"
1,3,"(5, 9, 6)","(11, 1, 14)"
1,4,"(5, 2, 3, 9, 1, 0, 7, 8, 6)","(17, 11, 19, 10, 20, 7, 2, 18, 5)"
1,5,"(8, 3, 1, 4, 9)","(10, 16, 13, 4, 6)"
1,6,"(0, 7, 2)","(11, 3, 16)"
1,7,"(9, 5, 4, 7, 8, 0)","(18, 15, 20, 3, 8, 9)"
2,0,"(1, 6, 0, 5)","(16, 16, 9, 14)"
2,1,"(3, 7, 9, 2, 0, 5)","(13, 1, 2, 19, 20, 17)"
2,2,"(7, 6, 4, 2, 8, 1, 5)","(8, 1, 12, 11, 3, 6, 9)"
2,3,"(0, 6, 8, 9, 1, 3)","(19, 6, 20, 1, 12, 17)"
2,4,"(3, 0, 5, 8, 2, 6, 9)","(6, 5, 1, 6, 10, 19, 4)"
2,5,"(2, 9, 5, 4)","(15, 16, 17, 1)"
2,6,"(7, 8, 2, 5)","(10, 19, 19, 3)"
2,7,"(8, 6, 4, 9, 5, 2, 1, 0)","(14, 11, 9, 8, 12, 10, 18, 12)"
2,8,"(9, 3, 0, 5)","(11, 20, 5, 8)"
2,9,"(3, 5, 6, 4, 0, 2, 1, 9, 8)","(13, 5, 12, 20, 8, 10, 17, 18, 17)"
3,0,"(1, 0)","(11, 16)"
3,1,"(4,)","(15,)"
3,2,"(1, 7, 9)","(10, 13, 19)"
3,3,"(5, 6, 3, 9, 2, 7, 8)","(17, 8, 10, 18, 9, 4, 15)"
3,4,"(8, 6, 4, 7)","(8, 17, 2, 17)"
3,5,"(8, 7, 1, 4, 2, 6)","(11, 12, 7, 8, 2, 17)"
4,0,"(8, 9)","(18, 6)"
4,1,"(2, 5, 3, 6, 8, 4, 1, 7)","(4, 14, 2, 19, 8, 19, 5, 13)"
4,2,"(9, 8)","(13, 13)"
4,3,"(6, 7, 8, 2, 4, 3, 9, 5, 0)","(10, 9, 6, 3, 19, 1, 16, 4, 20)"
4,4,"(2,)","(18,)"
5,0,"(6, 2, 7, 0, 9, 5)","(19, 11, 19, 9, 10, 14)"
5,1,"(9, 5)","(11, 19)"
5,2,"(6, 7, 4, 8, 1, 2)","(9, 14, 19, 9, 4, 10)"
5,3,"(2, 5, 8, 9, 0)","(15, 18, 17, 12, 9)"
5,4,"(3, 6, 1)","(10, 7, 1)"
5,5,"(9,)","(14,)"
5,6,"(7, 3, 6, 2)","(5, 8, 1, 6)"
5,7,"(7,)","(13,)"
5,8,"(8, 6)","(16, 6)"
5,9,"(8,)","(11,)"
6,0,"(8, 6, 7, 2, 0, 3, 1, 5, 4, 9)","(6, 14, 2, 8, 18, 16, 2, 3, 20, 9)"
6,1,"(0, 4, 2, 8, 3)","(8, 5, 12, 4, 8)"
6,2,"(5, 2, 7, 9, 8, 3, 1, 4)","(9, 7, 20, 2, 8, 20, 2, 6)"
6,3,"(3,)","(4,)"
6,4,"(7, 4, 9, 2)","(14, 14, 10, 6)"
6,5,"(3, 7)","(9, 14)"
7,0,"(0, 6)","(19, 16)"
7,1,"(2, 9, 1, 6, 3, 8, 7, 4, 5, 0)","(15, 7, 6, 9, 9, 9, 4, 3, 6, 7)"
7,2,"(6, 9, 8, 0, 1, 7, 4, 2, 3)","(8, 7, 4, 14, 1, 4, 4, 2, 8)"
7,3,"(8, 0, 6, 7, 2, 9, 3)","(1, 6, 2, 6, 12, 8, 6)"
7,4,"(6, 1, 9, 0, 5)","(20, 19, 1, 16, 14)"
7,5,"(2, 7, 8, 4, 5, 1, 9)","(8, 11, 7, 1, 18, 14, 7)"
7,6,"(8, 3, 7)","(2, 15, 15)"
7,7,"(5, 7, 1)","(1, 15, 12)"
8,0,"(5, 9, 3, 1, 7, 2, 4, 8, 6, 0)","(5, 16, 4, 17, 9, 4, 10, 10, 2, 18)"
8,1,"(1, 4)","(8, 11)"
8,2,"(3, 5, 6, 9, 8, 7)","(10, 15, 8, 11, 12, 20)"
8,3,"(1, 2, 7)","(9, 15, 4)"
8,4,"(7, 1, 5, 4, 9, 3, 8, 0, 6, 2)","(3, 4, 16, 15, 7, 13, 11, 7, 16, 9)"
8,5,"(6, 2, 0, 9, 7, 8, 4)","(16, 11, 9, 6, 3, 7, 1)"
8,6,"(6, 4, 8)","(3, 4, 14)"
8,7,"(7,)","(1,)"
8,8,"(3, 0, 6, 1, 7, 4, 5, 2, 8)","(2, 8, 10, 1, 15, 18, 8, 13, 18)"
9,0,"(8, 6, 1, 7, 9, 0, 5)","(18, 11, 10, 5, 15, 12, 6)"
9,1,"(3, 1, 4, 8, 7, 5, 2)","(15, 14, 8, 7, 1, 13, 2)"
9,2,"(2,)","(4,)"
9,3,"(3, 9, 2, 4, 7, 0, 5, 6)","(18, 17, 1, 4, 17, 19, 9, 8)"
9,4,"(0, 4, 2, 9, 1)","(12, 14, 18, 9, 12)"
9,5,"(3, 0, 8, 7, 6, 9, 5)","(14, 3, 6, 14, 17, 12, 5)"
9,6,"(6,)","(2,)"
9,7,"(0, 9, 1, 2, 7, 5)","(5, 19, 18, 16, 16, 9)"
9,8,"(2, 8, 3, 6, 1, 7, 0, 9, 4, 5)","(19, 13, 16, 15, 1, 5, 6, 17, 11, 5)"
10,0,"(0, 7, 4, 8, 5, 2)","(15, 17, 8, 15, 2, 5)"
10,1,"(3, 8, 5, 2, 9, 7)","(3, 15, 17, 4, 9, 10)"
10,2,"(9, 4)","(20, 2)"
10,3,"(0,)","(2,)"
10,4,"(3, 2, 8, 9, 4, 6, 0, 5)","(10, 2, 3, 6, 19, 14, 10, 15)"
10,5,"(6, 9, 0, 1, 4, 8)","(8, 19, 14, 7, 11, 7)"
10,6,"(1, 0, 2, 4)","(18, 5, 19, 11)"
10,7,"(4, 6, 0, 2)","(3, 4, 18, 5)"
11,0,"(6, 3, 1, 5)","(5, 18, 12, 9)"
11,1,"(4, 1, 0, 7, 2, 8, 3, 6, 5, 9)","(4, 17, 16, 16, 4, 20, 7, 7, 4, 19)"
11,2,"(9, 5, 1)","(1, 2, 5)"
11,3,"(2, 8, 4, 3, 1, 6, 7)","(1, 3, 17, 4, 2, 17, 2)"
11,4,"(2, 0, 5, 6, 3)","(17, 7, 15, 1, 17)"
11,5,"(1, 9, 4, 0)","(1, 5, 16, 2)"
11,6,"(1, 6)","(17, 4)"
