kind,task,machine_selectable,process_time
0,0,"(19,)","(4,)"
0,1,"(9, 5, 16, 13, 15, 0, 6, 10, 11)","(10, 16, 9, 12, 20, 8, 7, 16, 5)"
0,2,"(6, 10, 3, 18, 5, 15, 12, 2, 0)","(18, 13, 15, 5, 7, 14, 7, 2, 11)"
0,3,"(18, 0, 14, 9, 3, 4)","(14, 18, 9, 6, 9, 20)"
0,4,"(13, 19, 12, 10, 15, 14, 6, 8, 16, 18, 5, 3, 4, 9)","(4, 19, 12, 2, 9, 16, 20, 8, 15, 13, 8, 15, 1, 4)"
1,0,"(8, 4, 2, 19, 6, 16, 13)","(10, 17, 17, 8, 20, 12, 2)"
1,1,"(5, 6, 14, 17, 2, 19, 4, 8, 7, 0, 1, 12, 11, 16, 13, 10, 3, 18, 9, 15)","(19, 13, 19, 5, 20, 2, 13, 15, 2, 9, 18, 18, 10, 7, 9, 19, 19, 7, 15, 16)"
1,2,"(18, 17, 16, 13, 7, 5, 1, 19, 12, 8, 0)","(6, 3, 3, 3, 8, 15, 10, 4, 4, 18, 19)"
1,3,"(4, 19, 18, 8)","(11, 14, 16, 13)"
1,4,"(15,)","(6,)"
1,5,"(19, 16, 3, 17, 12, 9, 1)","(17, 4, 13, 9, 4, 19, 6)"
1,6,"(6, 2, 17, 7, 4, 5, 14, 9, 8, 16, 1, 13, 12, 19, 15, 3, 10, 11, 18, 0)","(9, 10, 7, 8, 4, 13, 1, 10, 14, 10, 7, 9, 17, 9, 10, 18, 4, 12, 16, 9)"
2,0,"(0, 19, 7, 6, 15, 9, 10, 17, 18)","(6, 14, 9, 2, 5, 2, 17, 7, 8)"
2,1,"(4, 18, 8, 2, 5, 1, 6, 11, 0, 14, 19, 3, 15, 7, 17, 9, 13, 16, 10, 12)","(4, 9, 10, 12, 5, 2, 8, 5, 11, 20, 9, 7, 19, 15, 1, 13, 20, 17, 14, 8)"
2,2,"(18, 14, 16, 1, 15, 2, 11, 8, 13, 3, 6, 17, 4, 5, 0, 9)","(14, 17, 6, 16, 11, 14, 18, 5, 5, 11, 11, 10, 14, 4, 5, 1)"
2,3,"(2, 4, 0, 7, 12, 3, 18, 15, 16, 1, 9, 5, 6, 8, 17, 14)","(10, 3, 17, 14, 1, 8, 9, 4, 5, 16, 19, 8, 7, 18, 15, 13)"
2,4,"(9, 12, 2, 13)","(18, 20, 20, 13)"
2,5,"(17, 16, 4, 5)","(5, 13, 5, 12)"
2,6,"(7, 11, 12, 13, 17, 9, 4)","(14, 9, 19, 5, 1, 3, 12)"
3,0,"(1, 8, 3, 12, 16, 14, 13, 6, 7, 4, 0, 9, 10, 11, 17)","(14, 20, 1, 17, 6, 2, 1, 18, 18, 9, 5, 7, 10, 1, 10)"
3,1,"(3, 0, 19, 9, 1, 18, 7, 12, 13, 4, 2, 16, 5, 15, 17)","(5, 4, 10, 20, 19, 3, 7, 11, 13, 1, 16, 16, 13, 11, 14)"
3,2,"(16, 7, 1, 8, 10, 5, 3, 13, 0)","(3, 14, 14, 5, 1, 15, 18, 6, 6)"
3,3,"(2, 18, 11, 17, 7, 5, 19, 6)","(17, 20, 14, 17, 19, 11, 12, 13)"
3,4,"(19, 8, 11, 6, 10, 2, 9, 15, 16, 13, 4, 18, 1, 3, 7)","(14, 16, 2, 4, 20, 2, 19, 15, 3, 20, 16, 4, 2, 6, 8)"
3,5,"(6, 16, 17, 3)","(16, 5, 7, 3)"
3,6,"(17, 14, 9, 2, 4, 3, 7, 5)","(14, 10, 20, 2, 18, 13, 20, 5)"
3,7,"(15,)","(3,)"
4,0,"(9, 8)","(12, 6)"
4,1,"(2, 11, 1, 10, 19, 9, 17, 5, 16, 13, 6, 0, 14, 8, 4, 7, 15, 12)","(3, 14, 4, 19, 6, 16, 19, 10, 18, 9, 17, 6, 10, 8, 17, 14, 11, 9)"
4,2,"(19, 18, 10, 16, 12, 2, 6, 8, 5, 17, 15)","(5, 15, 12, 17, 20, 7, 12, 16, 18, 1, 2)"
4,3,"(13, 9, 7, 6, 14, 10, 0, 8, 11, 19, 18, 3, 17, 12, 15, 5, 16, 2, 4, 1)","(15, 3, 19, 19, 13, 10, 8, 14, 6, 18, 13, 12, 10, 7, 12, 3, 13, 17, 17, 9)"
4,4,"(18, 15, 0)","(6, 12, 20)"
4,5,"(14, 3, 13, 9, 0, 1, 12)","(7, 18, 16, 8, 13, 12, 6)"
4,6,"(8, 16, 12, 10, 7, 2)","(7, 11, 11, 2, 3, 3)"
5,0,"(11, 2, 3, 13, 5, 9, 0)","(11, 18, 13, 7, 16, 14, 18)"
5,1,"(7,)","(4,)"
5,2,"(0, 4, 2, 13, 17, 14)","(16, 7, 16, 13, 9, 2)"
5,3,"(14, 11, 0, 12, 8, 5, 17, 4, 7, 15, 3, 19, 9, 1, 6)","(4, 17, 20, 12, 3, 10, 15, 10, 3, 6, 11, 11, 2, 12, 16)"
5,4,"(13, 14, 10, 7, 5, 18, 1, 11, 9, 16, 12, 4, 8, 3, 19, 15, 2, 6, 0)","(4, 20, 12, 8, 17, 12, 14, 12, 9, 16, 8, 2, 3, 8, 2, 13, 5, 16, 18)"
5,5,"(5, 17, 1, 16, 2, 18, 14)","(17, 6, 8, 7, 9, 5, 18)"
5,6,"(9,)","(6,)"
5,7,"(13, 0, 4, 16, 12, 6, 14, 2, 18, 11, 7)","(6, 19, 9, 18, 15, 1, 4, 6, 3, 19, 12)"
5,8,"(15, 13, 16)","(2, 8, 9)"
6,0,"(1, 8, 10, 7, 17, 19, 18, 2, 5, 16, 12, 3, 4, 0, 6, 9, 15)","(19, 10, 7, 8, 12, 11, 13, 11, 15, 11, 17, 1, 13, 1, 18, 10, 13)"
6,1,"(4, 11)","(18, 15)"
6,2,"(2, 5, 0, 18, 13, 9, 15, 19, 3, 12, 4, 6, 1, 11)","(18, 12, 20, 4, 7, 15, 20, 5, 20, 20, 6, 18, 11, 14)"
