kind,task,machine_selectable,process_time
0,0,"(9, 1)","(6, 19)"
0,1,"(5, 1, 8)","(15, 7, 4)"
0,2,"(5, 6, 4, 8, 2, 1)","(12, 6, 6, 17, 4, 16)"
0,3,"(5, 6, 8, 4, 3, 7, 1, 0, 2)","(5, 18, 16, 10, 13, 13, 2, 7, 19)"
0,4,"(6, 1, 8, 4)","(8, 2, 12, 2)"
1,0,"(5, 2, 8, 6, 3, 1, 7, 0, 4)","(19, 4, 7, 7, 18, 6, 4, 1, 18)"
1,1,"(6, 0, 9, 2, 5, 3, 1, 7, 8, 4)","(13, 3, 19, 18, 14, 13, 4, 13, 17, 8)"
1,2,"(0, 5, 4, 6, 7, 1, 2, 3, 8, 9)","(12, 16, 8, 6, 15, 6, 5, 14, 8, 3)"
1,3,"(1, 0, 8, 5, 3)","(3, 9, 19, 3, 17)"
1,4,"(3, 7, 4, 1, 6)","(17, 1, 20, 17, 8)"
2,0,"(7, 6, 9, 4)","(15, 3, 5, 3)"
2,1,"(7, 5, 8, 3, 4, 2)","(9, 14, 15, 6, 19, 9)"
2,2,"(5, 2, 0)","(5, 16, 12)"
2,3,"(5, 1, 7, 3, 2, 4, 0, 9, 8)","(13, 19, 16, 17, 8, 3, 12, 13, 4)"
2,4,"(9, 0, 5, 7, 4)","(18, 20, 2, 18, 4)"
2,5,"(5, 8, 9)","(18, 6, 12)"
2,6,"(9, 3, 2, 5, 6)","(13, 8, 17, 5, 3)"
3,0,"(5, 8, 6, 4)","(11, 13, 6, 5)"
3,1,"(5, 8, 3, 2, 1, 0, 9)","(5, 7, 14, 19, 12, 5, 1)"
3,2,"(3, 0, 6, 2)","(10, 18, 15, 15)"
3,3,"(1,)","(2,)"
3,4,"(0, 3, 9, 7, 8, 5, 6, 4, 1)","(9, 3, 11, 16, 5, 1, 16, 7, 4)"
3,5,"(7, 2, 8, 3, 5, 6, 9, 4, 1, 0)","(14, 9, 12, 7, 13, 4, 13, 1, 14, 2)"
3,6,"(4,)","(12,)"
3,7,"(4, 6, 9, 8)","(15, 11, 14, 18)"
4,0,"(8,)","(1,)"
4,1,"(0, 2, 3, 8, 9, 7, 5)","(6, 13, 19, 16, 3, 18, 16)"
4,2,"(5, 9, 6)","(19, 19, 5)"
4,3,"(8, 6, 3, 0, 2, 1, 7, 5)","(7, 19, 4, 10, 20, 13, 19, 3)"
4,4,"(5, 7, 9)","(18, 14, 2)"
5,0,"(8, 5)","(7, 16)"
5,1,"(9, 8, 0)","(20, 18, 16)"
5,2,"(1, 3, 6, 0)","(19, 9, 15, 19)"
5,3,"(4, 7, 5, 1, 6)","(9, 7, 12, 12, 9)"
5,4,"(1, 9, 3, 2, 0, 5, 7, 4)","(8, 8, 16, 18, 16, 3, 18, 20)"
5,5,"(8, 4, 2, 5, 0, 1)","(4, 4, 17, 18, 9, 20)"
5,6,"(4, 8, 0, 6, 9)","(10, 2, 19, 13, 17)"
5,7,"(7, 8, 4, 3, 5, 6, 9)","(1, 2, 7, 15, 9, 5, 9)"
