kind,task,machine_selectable,process_time
0,0,"(0, 5, 14, 12, 19, 11, 9, 8, 18, 6, 7, 2, 17, 15, 16, 13, 1, 4)","(17, 10, 2, 6, 12, 2, 5, 10, 2, 19, 3, 4, 12, 4, 2, 3, 13, 13)"
0,1,"(4, 15, 8, 6, 14, 18)","(5, 11, 19, 18, 4, 19)"
0,2,"(7, 9, 5, 8, 13, 1, 4, 0, 14, 19, 2, 12, 11, 17, 16, 6)","(13, 12, 15, 1, 4, 12, 19, 20, 18, 20, 6, 19, 11, 1, 19, 12)"
0,3,"(3, 1, 17, 11, 0, 5, 10, 7, 2)","(18, 3, 12, 16, 5, 7, 18, 8, 20)"
0,4,"(6, 2, 13, 3, 16, 19, 1, 0, 9, 12)","(5, 1, 4, 5, 12, 10, 2, 12, 18, 2)"
0,5,"(8, 16, 2, 14, 17, 7, 12)","(20, 6, 13, 1, 5, 11, 4)"
0,6,"(13, 7, 14, 9, 3, 16, 4, 5, 1, 12, 18, 19, 2, 11, 0, 17, 8)","(20, 18, 18, 13, 5, 17, 11, 17, 6, 16, 17, 14, 10, 4, 16, 2, 19)"
0,7,"(2, 15, 1, 10, 0, 12, 6, 5, 14, 4, 16, 19, 18)","(15, 17, 2, 18, 8, 9, 6, 17, 2, 12, 3, 15, 8)"
0,8,"(13, 19, 8, 17, 12, 15, 1, 18, 5, 10, 4, 16, 7, 14)","(19, 15, 16, 18, 3, 16, 12, 8, 19, 16, 11, 8, 7, 16)"
0,9,"(11,)","(3,)"
1,0,"(14, 2, 4, 13, 12, 18, 15)","(13, 19, 18, 2, 17, 18, 11)"
1,1,"(14, 3)","(4, 7)"
1,2,"(10, 5, 3, 12, 2, 18)","(20, 18, 18, 15, 17, 4)"
1,3,"(9, 19, 10, 18, 4, 0, 16, 11)","(12, 20, 13, 8, 18, 11, 16, 9)"
1,4,"(6, 13)","(16, 9)"
1,5,"(4, 0, 15, 7)","(4, 11, 13, 1)"
1,6,"(2, 8, 13, 3)","(5, 10, 2, 5)"
1,7,"(2, 5, 6, 4)","(8, 20, 13, 14)"
2,0,"(12, 16, 11, 17, 18, 8, 7, 0, 1, 19, 9, 15, 13, 5, 6, 4, 10, 3)","(15, 2, 2, 14, 8, 8, 6, 12, 12, 19, 9, 5, 10, 6, 4, 17, 13, 7)"
2,1,"(9,)","(2,)"
2,2,"(13, 11, 19, 10, 8, 12, 15, 14, 5, 17, 3, 1, 0, 7, 2, 6, 18, 16, 9)","(6, 6, 12, 3, 4, 11, 16, 6, 13, 7, 2, 9, 13, 3, 5, 18, 6, 5, 2)"
2,3,"(14, 3, 6, 0, 11, 10, 9)","(20, 1, 17, 2, 11, 17, 5)"
2,4,"(12, 7, 17)","(15, 9, 17)"
2,5,"(5, 18)","(18, 16)"
3,0,"(6, 11, 14, 4, 3, 1, 2, 10, 12)","(7, 16, 20, 11, 15, 15, 10, 11, 19)"
3,1,"(3, 8, 13, 14, 1, 16, 19, 6, 4, 10, 12, 0, 15, 18, 2, 7, 5, 9)","(3, 2, 4, 11, 16, 3, 4, 15, 2, 15, 19, 3, 17, 12, 14, 11, 8, 7)"
3,2,"(16, 5, 9, 1, 17, 18, 13, 4)","(14, 5, 19, 18, 10, 8, 13, 4)"
3,3,"(12, 11, 6)","(7, 15, 7)"
