kind,task,machine_selectable,process_time
0,0,"(11, 7)","(17, 3)"
0,1,"(5, 10, 6, 9)","(14, 20, 20, 13)"
0,2,"(13, 11, 8, 3)","(16, 6, 15, 3)"
0,3,"(0, 12, 9, 8, 4, 5, 1)","(8, 1, 19, 6, 5, 1, 11)"
0,4,"(10, 4, 5, 9, 1, 2, 7, 0, 6, 8)","(11, 4, 18, 16, 9, 3, 6, 14, 16, 20)"
1,0,"(12, 4, 2, 10, 13, 11, 9, 3, 7, 6)","(7, 8, 16, 12, 5, 20, 4, 16, 15, 19)"
1,1,"(0, 8, 6)","(6, 10, 2)"
1,2,"(8, 3, 6, 2, 11)","(7, 15, 11, 14, 9)"
1,3,"(7,)","(4,)"
1,4,"(11, 10)","(11, 14)"
2,0,"(9, 8, 7, 13, 1, 14, 5, 10, 3, 12)","(7, 1, 15, 9, 1, 8, 8, 6, 9, 16)"
2,1,"(13,)","(8,)"
2,2,"(9, 1)","(17, 1)"
2,3,"(7, 1, 14, 9, 13, 0, 8, 5, 10, 2, 6, 3, 4, 12)","(14, 5, 18, 20, 4, 5, 4, 7, 12, 7, 6, 6, 11, 16)"
2,4,"(0, 2, 10, 5, 8)","(20, 11, 1, 4, 16)"
3,0,"(0,)","(11,)"
3,1,"(9, 6, 14, 5, 11, 10, 7, 1, 3, 4, 0, 2, 8, 13)","(7, 4, 8, 17, 20, 7, 8, 20, 2, 6, 20, 8, 17, 20)"
3,2,"(2,)","(8,)"
3,3,"(0, 1, 8, 9)","(7, 14, 17, 11)"
3,4,"(5, 8, 10, 11, 0, 13, 6, 1, 12, 2, 9, 14)","(1, 12, 5, 3, 1, 5, 12, 5, 8, 4, 3, 3)"
3,5,"(11, 2, 10, 3)","(12, 16, 18, 1)"
3,6,"(4, 5, 11, 14, 12)","(7, 14, 10, 17, 2)"
3,7,"(11,)","(7,)"
3,8,"(0, 8)","(14, 16)"
3,9,"(7, 8, 10, 14, 12, 2, 11, 5, 4, 1, 6)","(14, 14, 17, 14, 7, 2, 3, 9, 13, 20, 18)"
4,0,"(1,)","(9,)"
4,1,"(10, 11, 0, 5, 3, 4, 14, 13, 1)","(20, 11, 13, 4, 15, 13, 4, 10, 7)"
4,2,"(13, 3, 10, 0, 9, 12, 7, 14, 5, 11, 1)","(12, 13, 16, 2, 3, 6, 3, 14, 10, 18, 12)"
4,3,"(6, 12)","(15, 11)"
4,4,"(0, 7, 3, 14, 1, 4, 11, 2, 10, 8, 6, 13)","(18, 11, 19, 5, 6, 6, 12, 9, 12, 19, 17, 4)"
5,0,"(12, 8, 4, 2, 10, 1, 14)","(18, 20, 5, 14, 7, 16, 11)"
5,1,"(1, 6)","(1, 8)"
