kind,task,machine_selectable,process_time
0,0,"(1, 2, 18, 6, 0, 17, 19, 5, 14, 11, 10, 16, 15, 9, 7, 13)","(13, 3, 17, 15, 16, 20, 4, 9, 18, 8, 7, 16, 11, 4, 8, 5)"
0,1,"(1, 9, 17, 0, 15, 4, 13)","(7, 4, 2, 15, 15, 9, 13)"
0,2,"(0, 15, 10, 5, 7, 1, 17, 16, 8, 14, 2, 9, 6, 18, 12, 3)","(3, 9, 17, 1, 16, 18, 14, 18, 9, 5, 17, 6, 8, 9, 18, 10)"
0,3,"(6, 7)","(20, 5)"
0,4,"(5, 16, 0, 1, 4, 11, 6, 8, 17, 7, 19)","(15, 6, 4, 2, 5, 11, 18, 5, 14, 10, 12)"
0,5,"(14, 17, 0, 6, 13, 12, 11, 8, 19, 1)","(1, 12, 5, 7, 19, 10, 2, 5, 10, 12)"
0,6,"(6, 9, 14, 0, 10, 4, 8, 3, 7, 11, 16)","(2, 5, 19, 4, 18, 12, 11, 7, 15, 11, 2)"
0,7,"(5, 15, 1, 3, 8, 12, 16, 6, 11, 9, 13, 19, 14, 0)","(1, 6, 7, 10, 11, 17, 7, 10, 18, 1, 12, 2, 3, 18)"
1,0,"(12, 4, 10, 13, 3, 16, 11, 7, 8, 15, 6, 1, 2)","(17, 9, 13, 4, 6, 13, 19, 2, 16, 12, 4, 5, 13)"
1,1,"(2, 5, 3, 11, 12, 8, 4, 1, 6, 17, 7, 15)","(11, 3, 19, 13, 19, 17, 3, 3, 9, 20, 7, 3)"
1,2,"(11, 7, 19, 8, 1, 6, 10, 14, 9)","(19, 17, 15, 9, 3, 18, 10, 19, 15)"
1,3,"(12,)","(17,)"
1,4,"(11, 0, 19, 17, 15, 2, 4, 13)","(19, 13, 14, 18, 10, 9, 2, 15)"
1,5,"(18,)","(4,)"
1,6,"(7, 8)","(16, 19)"
1,7,"(3, 10, 0, 1, 16, 2, 12, 19, 17, 8, 7, 4, 6)","(14, 14, 12, 2, 7, 6, 14, 14, 2, 8, 11, 3, 10)"
2,0,"(16, 1, 13, 19, 5, 0, 3, 17, 12, 9, 2, 7, 6, 18, 15, 10, 11)","(18, 20, 3, 11, 12, 1, 9, 11, 6, 6, 4, 6, 11, 1, 12, 8, 7)"
2,1,"(6, 11, 19, 12)","(12, 15, 5, 15)"
2,2,"(16, 18, 2, 12, 4, 6, 3, 5, 7, 13)","(7, 18, 11, 7, 1, 3, 1, 6, 2, 19)"
2,3,"(11, 3, 13, 9, 1, 8)","(7, 5, 19, 3, 8, 12)"
2,4,"(6, 14, 12, 11, 0, 7, 2, 9, 15, 19, 3, 18, 17, 13, 5)","(17, 20, 14, 7, 14, 16, 17, 11, 4, 18, 9, 4, 11, 2, 15)"
2,5,"(16, 1, 12, 3, 6, 0, 19, 9, 7, 14)","(10, 1, 16, 6, 10, 2, 13, 2, 16, 16)"
3,0,"(7, 1, 12, 8, 3, 16, 13, 14, 9)","(5, 18, 10, 2, 8, 1, 17, 3, 10)"
3,1,"(7, 18, 0, 1, 9, 5, 4, 17, 8)","(4, 19, 18, 4, 9, 20, 17, 12, 9)"
3,2,"(4,)","(15,)"
3,3,"(13, 3, 4, 6, 9, 16, 15, 5, 2, 1, 14, 11, 7, 0, 17)","(4, 8, 3, 4, 20, 4, 9, 3, 16, 12, 7, 10, 3, 6, 11)"
3,4,"(7, 5, 4, 9, 8, 15, 0, 19, 11, 14, 2, 17, 12, 6, 10)","(7, 10, 9, 13, 12, 7, 5, 18, 6, 2, 11, 3, 12, 7, 14)"
4,0,"(12, 9, 3, 5, 4)","(5, 3, 9, 18, 10)"
4,1,"(12, 6, 17, 15)","(14, 18, 16, 12)"
4,2,"(7, 4)","(16, 5)"
