kind,task,machine_selectable,process_time
0,0,"(17, 3, 6, 19, 10, 15, 14, 7, 8)","(19, 13, 10, 18, 17, 6, 10, 20, 18)"
0,1,"(0,)","(18,)"
0,2,"(10, 1, 3, 6, 15, 4, 5)","(10, 6, 20, 11, 8, 11, 11)"
0,3,"(18, 4, 3, 14, 1)","(14, 10, 2, 14, 15)"
0,4,"(3, 12, 15, 8, 16, 19, 1, 18, 14, 7, 2, 6, 10, 5, 4, 13, 9, 0, 11)","(6, 7, 8, 3, 6, 4, 2, 10, 3, 20, 9, 15, 12, 20, 4, 1, 6, 1, 14)"
1,0,"(19, 13, 6, 11, 8, 3, 16)","(2, 9, 7, 20, 15, 12, 3)"
1,1,"(18, 8, 1, 9)","(14, 8, 13, 19)"
1,2,"(11, 2, 12, 0, 15, 3, 9, 5, 16, 19, 7, 4, 14, 1, 13, 17, 6)","(15, 5, 16, 13, 10, 1, 15, 10, 5, 13, 14, 13, 7, 2, 7, 7, 2)"
1,3,"(15, 6, 5, 3, 9, 17, 0, 13, 1, 16, 12)","(13, 11, 4, 19, 11, 11, 9, 18, 5, 6, 12)"
1,4,"(12,)","(3,)"
2,0,"(9, 0, 3, 18, 5, 2, 7, 14)","(8, 8, 14, 1, 8, 8, 5, 12)"
2,1,"(18, 9, 13, 5, 1, 11, 6, 12, 14, 15, 0, 10, 7, 16, 4, 8, 2, 3)","(16, 3, 5, 20, 20, 11, 4, 10, 16, 20, 8, 13, 10, 19, 6, 7, 8, 19)"
2,2,"(3, 10, 4, 5, 19)","(1, 7, 7, 9, 20)"
2,3,"(12, 19, 3, 5, 6, 1)","(14, 6, 1, 13, 17, 5)"
2,4,"(16, 6, 1, 10, 3, 9, 13, 8, 18, 12, 2, 15, 4, 7)","(7, 16, 1, 20, 17, 14, 2, 5, 11, 11, 8, 15, 10, 16)"
2,5,"(19, 11, 7, 14, 4, 5)","(1, 8, 12, 7, 8, 4)"
3,0,"(5, 11, 10, 9, 18, 12, 16, 6, 19, 17, 3, 7, 15, 13, 4, 14, 2)","(17, 15, 7, 5, 17, 18, 10, 5, 15, 18, 15, 3, 15, 12, 16, 9, 12)"
3,1,"(16, 11, 2, 7, 8, 4)","(11, 1, 1, 2, 9, 13)"
3,2,"(3, 0, 9, 15, 12, 1, 4, 18, 5, 10, 8, 14)","(3, 8, 20, 3, 18, 12, 8, 13, 3, 19, 3, 5)"
3,3,"(14, 4, 15, 18, 0, 3, 17, 1, 9, 12, 5, 11, 10, 13, 2, 7, 8, 6)","(3, 10, 3, 2, 5, 3, 19, 5, 15, 12, 12, 13, 7, 17, 3, 18, 10, 4)"
3,4,"(12, 13, 18, 2, 0, 16, 6, 19, 5, 14, 15, 7, 1)","(14, 13, 8, 17, 11, 9, 16, 9, 15, 9, 14, 16, 13)"
3,5,"(7, 5, 4, 17, 19, 15, 1, 3, 10, 9, 14, 18, 13)","(2, 5, 11, 11, 4, 6, 13, 8, 4, 7, 6, 4, 2)"
4,0,"(17, 0, 11, 4, 7, 13, 15, 14, 1, 12, 5, 19)","(1, 16, 1, 6, 16, 15, 6, 10, 20, 10, 10, 5)"
4,1,"(5, 15, 7, 6, 13, 4, 18, 11, 17, 8, 1, 10, 12)","(19, 11, 15, 3, 8, 1, 4, 1, 7, 12, 14, 2, 15)"
4,2,"(0, 17, 12, 10)","(18, 18, 6, 20)"
4,3,"(19, 16, 14, 18, 7, 6, 2, 8, 1, 15, 4, 10, 12, 11, 13, 5, 9)","(6, 9, 20, 12, 10, 2, 12, 13, 15, 20, 10, 14, 7, 9, 7, 5, 14)"
4,4,"(14, 9, 12, 3, 15)","(3, 3, 16, 3, 15)"
5,0,"(10, 6, 15, 16, 5, 8, 2, 7, 4, 12, 3, 1, 0, 14, 19, 9, 17)","(4, 17, 13, 8, 16, 1, 1, 1, 18, 6, 2, 10, 8, 8, 10, 18, 6)"
5,1,"(0, 19, 14, 6, 18, 15, 12, 9, 5, 11, 7, 13, 17, 2, 3, 16, 10, 4, 1, 8)","(20, 5, 11, 11, 2, 16, 18, 18, 14, 1, 19, 20, 20, 2, 16, 1, 14, 1, 10, 13)"
5,2,"(12, 10, 8, 13)","(15, 20, 10, 12)"
5,3,"(6, 10)","(9, 4)"
5,4,"(7, 15, 17, 11, 14, 12, 13, 10, 2, 16, 9, 18, 0, 3, 6, 8, 1, 4)","(6, 20, 9, 17, 2, 3, 1, 8, 8, 4, 18, 8, 18, 17, 2, 17, 2, 8)"
5,5,"(12, 2, 1, 17, 7, 14, 19, 6, 4, 9)","(19, 20, 7, 12, 3, 4, 3, 12, 10, 7)"
5,6,"(6, 5, 18, 19, 9, 10)","(14, 3, 3, 18, 7, 14)"
6,0,"(7, 14, 15, 5, 4, 11, 13, 3, 6, 0, 19, 9, 1, 8, 17, 10)","(10, 2, 2, 4, 8, 2, 2, 12, 19, 13, 10, 1, 20, 11, 20, 14)"
6,1,"(1, 7, 16, 2, 19, 11)","(3, 1, 18, 5, 1, 13)"
6,2,"(11, 17, 18, 13, 10)","(9, 14, 15, 12, 12)"
6,3,"(10, 13, 1, 19, 18, 14, 0, 6)","(19, 2, 4, 19, 16, 20, 7, 15)"
6,4,"(13, 17, 16, 8, 3, 19, 10, 1, 18, 6, 4, 9, 14, 7, 11, 5, 2, 15)","(11, 8, 11, 2, 16, 4, 14, 1, 18, 9, 19, 6, 20, 10, 16, 3, 10, 8)"
6,5,"(6, 4, 14, 8, 13, 9, 7, 5, 18, 0, 17, 19, 2, 11, 15, 3, 16, 1)","(4, 1, 16, 15, 20, 19, 20, 9, 7, 4, 9, 4, 14, 18, 9, 16, 11, 6)"
6,6,"(15, 12, 9, 4, 19, 6, 18, 1)","(19, 6, 18, 16, 2, 20, 9, 20)"
6,7,"(0, 4, 11, 8, 10, 5, 9, 2, 19, 15, 18, 12, 1, 7, 16, 14, 13, 17)","(6, 17, 4, 2, 2, 3, 9, 12, 7, 6, 20, 19, 5, 5, 17, 1, 6, 15)"
7,0,"(2, 17, 15, 8, 12, 6, 1, 3, 18, 19, 0, 13, 4)","(14, 10, 19, 12, 5, 16, 17, 11, 4, 13, 14, 3, 17)"
7,1,"(16, 15, 5, 1, 19, 9, 3, 0, 13, 2, 7, 18, 11, 10)","(11, 6, 11, 4, 5, 9, 3, 8, 8, 1, 12, 10, 1, 13)"
7,2,"(10, 14, 1, 8, 17, 4, 16, 12, 0, 3, 7, 5, 19, 2, 6, 13, 9, 15, 11, 18)","(18, 5, 18, 13, 14, 17, 6, 19, 12, 9, 2, 13, 7, 4, 11, 10, 10, 12, 17, 5)"
7,3,"(13, 18, 12, 3, 7, 1, 5, 17)","(15, 4, 12, 13, 17, 16, 19, 2)"
7,4,"(15, 3, 8, 0, 2, 10, 16, 1, 11, 18, 4, 6, 19, 14, 9, 5)","(2, 11, 10, 4, 8, 5, 15, 11, 14, 20, 4, 6, 11, 7, 19, 20)"
7,5,"(6, 17, 2, 12, 9, 1, 4, 13, 8, 5, 0, 11, 7, 19, 3, 18, 14, 16, 10, 15)","(20, 16, 14, 17, 10, 12, 4, 18, 10, 4, 12, 2, 14, 10, 11, 2, 13, 11, 18, 6)"
7,6,"(18,)","(20,)"
7,7,"(2, 13, 19, 17)","(15, 9, 5, 16)"
8,0,"(1, 3, 11, 12, 10)","(18, 9, 7, 18, 20)"
8,1,"(10, 1, 6, 19, 9, 8, 14, 4, 12, 5, 18, 16, 7, 13, 3, 15, 0)","(20, 4, 18, 1, 9, 15, 20, 11, 9, 8, 8, 17, 10, 4, 6, 7, 16)"
8,2,"(18, 6, 4, 2, 3)","(7, 10, 8, 10, 9)"
8,3,"(16, 5, 19, 17, 10, 0, 12, 13, 18, 1)","(13, 3, 4, 1, 20, 13, 5, 18, 19, 5)"
8,4,"(4, 18, 10, 13, 14, 19, 6, 0, 3, 7, 15, 16, 2, 17, 8, 1, 12)","(7, 15, 8, 10, 8, 19, 8, 11, 19, 5, 14, 1, 14, 7, 19, 3, 1)"
8,5,"(9, 14, 15)","(13, 2, 3)"
8,6,"(10, 14)","(12, 2)"
9,0,"(3, 10, 15, 16, 6, 4, 18, 2, 0, 8, 13, 14, 1, 12, 19, 17, 5, 7, 9)","(2, 6, 11, 2, 12, 16, 12, 3, 15, 2, 14, 12, 2, 15, 7, 18, 7, 9, 12)"
9,1,"(4, 5, 14, 19, 11, 9, 3, 7, 15, 18, 1, 0, 17, 10, 8, 16)","(12, 18, 16, 16, 15, 8, 14, 18, 12, 20, 18, 19, 6, 1, 11, 12)"
9,2,"(18, 3, 15, 7, 14, 0, 17, 11, 5, 8, 13, 10)","(1, 2, 11, 17, 2, 12, 13, 5, 19, 3, 1, 14)"
9,3,"(18, 19, 12, 4, 16, 10, 1, 14, 7, 17, 15)","(2, 16, 19, 19, 16, 13, 4, 5, 19, 9, 15)"
9,4,"(9, 1, 16, 4, 10, 7, 3, 5, 12, 2)","(18, 8, 11, 7, 7, 18, 15, 10, 10, 12)"
10,0,"(10, 6, 7, 19, 8, 1, 12, 16, 15, 5, 17, 14, 0, 9, 11, 4, 13, 3, 18)","(6, 2, 1, 15, 14, 17, 15, 4, 10, 8, 13, 17, 17, 15, 5, 14, 11, 9, 20)"
10,1,"(7, 9, 0, 10, 11, 18, 3, 13, 12, 2, 5, 19, 1)","(1, 12, 12, 12, 5, 10, 4, 13, 3, 1, 3, 19, 9)"
10,2,"(5, 0)","(9, 7)"
10,3,"(19, 14, 9, 16, 1, 12, 2, 13, 10, 6, 3, 18, 4, 7)","(16, 9, 4, 8, 7, 1, 14, 4, 18, 1, 12, 8, 16, 10)"
