kind,task,machine_selectable,process_time
0,0,"(19,)","(1,)"
0,1,"(7, 15, 17, 6, 13, 16, 10, 4, 18, 9, 12, 3, 14)","(20, 12, 17, 12, 15, 2, 9, 18, 4, 16, 9, 7, 19)"
0,2,"(11, 13, 0)","(13, 7, 4)"
0,3,"(14, 4, 12, 2, 18)","(1, 4, 6, 20, 13)"
0,4,"(11,)","(13,)"
0,5,"(14, 12, 16, 10, 7, 11, 0, 1, 2, 17, 6, 4, 8, 9, 5, 19)","(17, 11, 19, 2, 9, 3, 13, 20, 2, 3, 1, 14, 10, 2, 5, 12)"
0,6,"(16, 6, 14, 9, 19, 11, 3, 17, 0, 1, 8, 7, 13, 10, 15, 4, 18, 12, 5, 2)","(5, 3, 12, 5, 15, 1, 9, 16, 10, 10, 8, 8, 7, 1, 2, 10, 11, 11, 3, 11)"
0,7,"(19, 6, 3, 5, 4, 13, 15, 1, 9, 2, 0)","(10, 9, 1, 14, 13, 8, 18, 20, 14, 12, 18)"
0,8,"(5, 13, 6, 16, 15, 17)","(17, 19, 5, 11, 10, 1)"
1,0,"(1, 18, 8, 15)","(17, 16, 7, 7)"
1,1,"(8,)","(20,)"
1,2,"(2, 4, 11, 7, 18, 8, 6, 16, 1, 0, 19, 17, 12, 15, 13, 10)","(7, 1, 13, 4, 9, 2, 2, 20, 16, 17, 17, 17, 2, 8, 11, 10)"
1,3,"(15, 11, 7, 6, 1, 10, 8, 16, 2, 3, 13, 0, 12, 18)","(14, 2, 20, 5, 2, 10, 5, 15, 12, 8, 8, 11, 15, 18)"
1,4,"(5, 12, 18, 14, 17, 13, 15, 2, 16, 1, 0, 3, 11, 8, 7, 10, 6, 9, 4)","(7, 18, 4, 6, 17, 7, 8, 2, 3, 19, 17, 18, 10, 20, 14, 15, 17, 16, 3)"
1,5,"(4,)","(3,)"
1,6,"(12, 7, 1, 19, 5)","(10, 2, 10, 11, 2)"
1,7,"(10, 6, 18, 15, 2, 13, 8, 0, 17, 9, 4, 16, 12, 5)","(10, 2, 2, 18, 13, 13, 18, 9, 4, 11, 15, 15, 15, 11)"
1,8,"(1, 5, 9, 11, 18)","(11, 13, 19, 9, 9)"
1,9,"(18, 1)","(14, 9)"
2,0,"(0, 1, 18, 3, 17, 14, 5, 7, 15, 19, 8, 2, 11, 4, 10)","(8, 2, 13, 10, 18, 3, 12, 6, 2, 3, 13, 13, 1, 7, 5)"
2,1,"(5, 18, 8, 7, 3)","(5, 15, 1, 8, 15)"
2,2,"(9, 8, 5, 12, 11, 17, 6, 16, 15, 10, 1, 3, 18, 14, 2)","(7, 10, 11, 15, 20, 15, 5, 7, 14, 2, 12, 13, 20, 8, 15)"
2,3,"(13, 3)","(10, 18)"
2,4,"(8, 4, 15)","(9, 3, 5)"
2,5,"(17, 12, 9, 18, 6, 2, 0, 13)","(6, 10, 13, 4, 19, 18, 5, 6)"
2,6,"(11, 9, 6, 0, 18, 8, 3, 17, 2)","(10, 5, 11, 7, 11, 12, 14, 3, 9)"
2,7,"(17, 0, 13, 4, 14)","(11, 1, 4, 17, 17)"
2,8,"(14,)","(16,)"
3,0,"(6,)","(12,)"
3,1,"(19, 6, 4)","(8, 8, 4)"
3,2,"(10, 6, 2, 9, 12, 1, 5, 16, 14, 8, 19, 18, 3)","(3, 3, 7, 5, 16, 13, 7, 18, 19, 20, 7, 1, 6)"
3,3,"(6, 4, 3, 0, 13, 8, 18, 9, 19, 11, 14, 2, 15, 16, 1, 12, 5, 17)","(17, 8, 5, 10, 7, 18, 7, 19, 3, 3, 2, 6, 20, 8, 9, 15, 15, 14)"
3,4,"(6, 16, 11, 13, 7, 12, 14, 17)","(19, 1, 17, 4, 16, 6, 5, 17)"
3,5,"(4, 2, 15, 11, 7, 3, 13, 18, 10, 8, 16, 5, 12, 19, 9, 17, 0)","(6, 20, 10, 17, 10, 16, 9, 4, 5, 19, 20, 7, 10, 12, 5, 4, 4)"
3,6,"(0, 14, 3, 18, 17, 6, 5, 9, 16, 8, 13, 19, 2, 4, 7, 15, 11, 12, 10)","(5, 4, 19, 13, 19, 9, 17, 17, 16, 20, 1, 16, 20, 11, 7, 5, 4, 11, 20)"
3,7,"(19, 4, 12, 1, 18, 14, 11)","(20, 10, 14, 7, 1, 3, 12)"
3,8,"(19, 18, 15, 6, 5, 2, 14, 11, 12, 9)","(16, 13, 17, 16, 13, 6, 13, 17, 7, 18)"
4,0,"(9, 13, 18, 7, 19, 1, 16, 10, 0, 4, 8, 5, 12, 14, 2, 3, 17)","(6, 3, 7, 12, 11, 19, 11, 6, 9, 16, 10, 4, 19, 3, 12, 2, 1)"
4,1,"(15, 0, 16, 8, 17, 9, 6, 14, 7, 4, 18, 5, 3, 1, 2, 19, 10, 11)","(3, 2, 11, 5, 20, 19, 10, 17, 15, 8, 20, 2, 17, 12, 17, 18, 18, 8)"
4,2,"(6, 15, 7, 9, 13, 10, 1, 2, 19, 5, 3, 18, 4, 12, 8, 17)","(8, 8, 8, 15, 15, 13, 7, 2, 3, 7, 2, 9, 1, 13, 5, 12)"
4,3,"(9, 18, 6, 11, 7, 4, 17, 16)","(7, 19, 6, 3, 1, 8, 15, 7)"
4,4,"(12, 13, 0, 3, 10, 5, 2, 18, 16, 15, 7, 11, 19, 1, 17, 14)","(11, 20, 1, 16, 8, 18, 8, 19, 3, 2, 11, 6, 6, 5, 16, 11)"
