kind,task,machine_selectable,process_time
0,0,"(13, 1, 10, 11)","(14, 17, 14, 10)"
0,1,"(0, 4)","(12, 4)"
0,2,"(8, 9, 14, 5, 6, 2, 13, 12, 10)","(16, 5, 9, 3, 9, 1, 13, 16, 2)"
0,3,"(2, 11, 3, 9, 7)","(14, 13, 15, 4, 15)"
0,4,"(3, 2, 12, 10, 0, 1)","(18, 13, 5, 13, 15, 11)"
1,0,"(14, 10, 1, 12, 13, 4, 8, 9, 11, 0, 7, 5, 6, 2)","(5, 14, 9, 16, 13, 1, 13, 15, 17, 14, 12, 15, 3, 4)"
1,1,"(4, 14, 7, 11, 2, 12, 9, 5, 6, 13, 10, 1, 8)","(8, 15, 14, 3, 11, 15, 10, 13, 12, 18, 4, 13, 16)"
1,2,"(1, 7, 8, 11, 5, 6, 10, 12)","(1, 15, 7, 11, 13, 4, 4, 17)"
1,3,"(12, 1, 8, 6, 4, 0, 5, 10, 9, 14, 13, 7, 3, 11, 2)","(13, 13, 15, 11, 2, 17, 3, 19, 12, 2, 17, 11, 10, 10, 16)"
1,4,"(13, 6, 3, 12, 8, 14, 11, 1, 0, 2, 7)","(5, 16, 18, 19, 13, 15, 12, 7, 3, 20, 2)"
1,5,"(0, 8, 4, 9, 6, 2, 7, 3, 5, 1, 11, 12, 13, 10, 14)","(19, 18, 3, 1, 17, 8, 11, 1, 12, 18, 12, 15, 19, 19, 11)"
1,6,"(1, 5, 3, 11, 12, 10)","(1, 1, 12, 18, 1, 3)"
1,7,"(3, 6, 9, 5, 2, 13, 14)","(6, 3, 7, 12, 19, 10, 1)"
1,8,"(13, 11, 1, 5, 14, 4, 6, 8, 2, 10, 7, 3, 9, 12)","(11, 5, 9, 7, 4, 4, 5, 7, 13, 6, 10, 9, 7, 9)"
1,9,"(14, 5, 13, 7, 12, 2, 10, 4, 6, 8)","(7, 4, 7, 11, 17, 6, 19, 17, 18, 5)"
2,0,"(14, 12, 11, 1, 4, 3)","(7, 6, 20, 10, 11, 6)"
2,1,"(10, 3, 2, 13, 8, 7, 1, 11, 9, 6, 5, 4, 0)","(8, 4, 7, 3, 19, 12, 11, 6, 10, 14, 17, 6, 1)"
2,2,"(12, 10, 3, 1)","(17, 19, 4, 4)"
2,3,"(2, 5)","(4, 20)"
2,4,"(8, 12, 5, 2, 0, 14, 4, 13, 9, 3, 1, 11, 6, 10, 7)","(20, 16, 11, 9, 9, 20, 1, 16, 16, 9, 20, 16, 14, 11, 4)"
2,5,"(1, 12, 9, 3, 4, 11, 14, 0, 13)","(18, 20, 16, 12, 19, 5, 17, 20, 20)"
2,6,"(13, 12, 7, 5)","(14, 10, 7, 11)"
2,7,"(13, 5, 14, 4)","(2, 18, 13, 17)"
2,8,"(11, 0, 12, 7, 2, 6, 14, 4)","(14, 6, 8, 9, 17, 13, 18, 5)"
3,0,"(14, 4, 3, 2)","(15, 13, 16, 19)"
3,1,"(11, 9, 14, 13, 10, 8, 2, 3, 6, 5, 4)","(9, 3, 11, 5, 20, 17, 5, 1, 13, 3, 5)"
3,2,"(6, 12, 14, 2, 1, 8, 7)","(8, 6, 10, 8, 17, 3, 15)"
3,3,"(4, 7, 9, 5, 8, 0)","(7, 5, 3, 2, 14, 3)"
3,4,"(3, 2, 12, 8, 0, 9, 13, 7, 1, 5, 4, 11)","(8, 12, 9, 6, 12, 3, 7, 6, 11, 15, 2, 2)"
3,5,"(1, 8)","(5, 9)"
4,0,"(5, 8, 12)","(12, 11, 7)"
4,1,"(13, 2, 8, 3, 14, 7, 11, 1, 5, 12, 4)","(4, 12, 17, 7, 7, 11, 6, 9, 4, 13, 10)"
4,2,"(10, 5, 8, 1, 7, 2, 0, 9, 3, 14, 4, 11, 13, 12)","(17, 2, 14, 11, 16, 5, 10, 2, 19, 19, 1, 14, 16, 4)"
4,3,"(3, 13, 9, 14)","(19, 11, 8, 19)"
4,4,"(0, 11, 8, 5, 10, 1, 6, 4, 9, 12, 7, 13, 2, 14, 3)","(19, 13, 19, 19, 6, 1, 2, 8, 16, 19, 9, 19, 10, 11, 12)"
4,5,"(6, 5, 2, 11, 7, 8, 4, 9, 12, 13)","(7, 20, 15, 15, 10, 9, 7, 2, 7, 6)"
5,0,"(11, 4, 6, 12, 13, 3, 9, 2)","(16, 3, 9, 6, 15, 7, 12, 11)"
5,1,"(8, 11, 7, 3, 4, 6, 13, 9, 12, 0, 10, 5, 2)","(19, 19, 4, 20, 12, 15, 1, 1, 20, 18, 17, 15, 1)"
5,2,"(13, 9, 1, 7, 0, 14, 10, 5, 4)","(9, 2, 10, 10, 12, 2, 4, 16, 16)"
5,3,"(5, 4)","(1, 9)"
5,4,"(4, 13, 14, 1, 6)","(14, 13, 16, 11, 10)"
5,5,"(10, 5, 9, 2, 8, 13, 12, 14, 1, 11, 7, 0)","(7, 7, 16, 10, 16, 11, 10, 19, 10, 7, 9, 7)"
5,6,"(2, 4, 5, 10, 7, 3)","(6, 20, 8, 15, 6, 3)"
5,7,"(5, 6, 0, 11, 3, 1, 13, 8, 2)","(15, 8, 17, 14, 19, 6, 5, 14, 7)"
5,8,"(3, 14, 9, 13, 8, 0)","(3, 8, 2, 11, 13, 2)"
5,9,"(9, 3)","(1, 6)"
6,0,"(14, 12, 8, 5, 2, 13, 7, 6, 0, 11, 10, 9)","(1, 11, 17, 14, 10, 4, 11, 9, 18, 14, 7, 2)"
6,1,"(7, 9, 3)","(11, 10, 10)"
6,2,"(0,)","(12,)"
6,3,"(4,)","(7,)"
6,4,"(3, 4, 10, 9, 6)","(8, 11, 1, 4, 10)"
6,5,"(9, 8, 13, 1, 2, 6, 10)","(12, 13, 15, 4, 3, 18, 12)"
6,6,"(2, 1, 12, 14, 8, 7, 0, 9, 6, 4, 11, 13, 3, 10)","(13, 19, 1, 15, 9, 14, 2, 14, 12, 3, 3, 5, 5, 19)"
6,7,"(0, 4, 13)","(2, 15, 11)"
7,0,"(3, 5, 7, 9, 10, 6, 12)","(13, 12, 8, 3, 6, 8, 17)"
7,1,"(4, 13, 0, 2, 7, 6, 3, 1, 5)","(19, 6, 7, 14, 20, 1, 13, 10, 2)"
7,2,"(1,)","(8,)"
7,3,"(11, 3, 9, 14, 13, 1, 0, 10)","(2, 16, 18, 17, 6, 3, 14, 12)"
7,4,"(3,)","(13,)"
7,5,"(12, 11)","(13, 11)"
8,0,"(13, 6, 4, 9, 7)","(15, 8, 15, 14, 15)"
8,1,"(9, 1, 0, 3, 6, 11, 2, 5, 7, 8, 10, 4, 13)","(18, 3, 2, 1, 12, 10, 20, 8, 16, 13, 12, 4, 3)"
8,2,"(7, 0, 10, 11, 1, 3, 2, 8, 12, 6)","(18, 16, 6, 18, 7, 4, 7, 12, 2, 1)"
8,3,"(4, 0, 7, 14, 2, 13)","(7, 11, 9, 4, 10, 10)"
8,4,"(12, 13, 4, 2, 1, 11, 3, 5, 10, 7, 0, 9, 8)","(5, 1, 10, 7, 4, 13, 19, 15, 13, 5, 14, 1, 10)"
8,5,"(12, 4, 7, 9, 2, 0, 1, 5, 8, 6, 14, 10, 3)","(4, 7, 6, 10, 12, 3, 13, 17, 1, 1, 8, 14, 4)"
9,0,"(0, 13, 4)","(7, 8, 14)"
9,1,"(5, 13, 2, 3, 8, 11, 12, 4, 1, 14)","(4, 6, 13, 20, 7, 17, 20, 4, 15, 12)"
9,2,"(14, 13, 0, 3, 11, 10, 12, 1, 6, 4, 2, 7, 9)","(1, 1, 17, 2, 8, 4, 13, 1, 20, 12, 5, 2, 3)"
9,3,"(7, 10, 8, 4, 11, 13, 6, 5, 9, 14, 2, 12, 1, 3, 0)","(14, 3, 1, 11, 17, 9, 12, 10, 10, 12, 9, 12, 1, 20, 7)"
9,4,"(7, 1, 11, 5, 12, 3, 0, 10)","(12, 15, 1, 1, 1, 7, 15, 18)"
9,5,"(6, 1, 11, 10, 3, 9, 5)","(12, 18, 10, 12, 15, 18, 2)"
9,6,"(8, 5, 3, 6, 12, 9, 11, 2, 1, 13, 0, 4)","(17, 16, 8, 15, 7, 11, 1, 12, 19, 12, 13, 18)"
9,7,"(12, 11, 10, 4, 0, 1, 5, 2, 8, 3, 13, 9, 14, 7)","(4, 16, 15, 8, 7, 8, 13, 4, 6, 8, 20, 10, 16, 11)"
9,8,"(3, 0, 5, 8, 13, 7, 14, 4, 9, 6, 11, 12, 10, 1, 2)","(3, 20, 1, 18, 18, 5, 11, 18, 6, 15, 16, 19, 15, 1, 15)"
9,9,"(13,)","(9,)"
10,0,"(12, 14, 10, 2, 1, 3)","(3, 11, 4, 5, 16, 14)"
10,1,"(14, 8, 7, 5, 3, 4, 1, 9, 13, 11, 10, 2, 12, 0, 6)","(15, 2, 7, 7, 12, 18, 11, 14, 14, 2, 9, 15, 14, 6, 8)"
10,2,"(3, 4, 0, 2, 14, 6, 5, 11, 10, 8, 7, 12)","(2, 9, 10, 3, 5, 1, 5, 7, 5, 17, 10, 19)"
10,3,"(2, 12, 6, 14, 5, 8, 10, 9, 13, 11, 4, 0, 7, 1, 3)","(13, 4, 13, 10, 14, 18, 9, 13, 10, 10, 6, 16, 1, 20, 17)"
10,4,"(3, 0, 12, 2, 14, 6, 4, 1, 11, 7)","(8, 10, 2, 6, 16, 16, 8, 17, 9, 2)"
10,5,"(2, 13, 8, 0, 14, 1, 9, 5, 6, 12, 10, 3)","(14, 5, 5, 6, 2, 13, 13, 2, 3, 10, 5, 20)"
