kind,task,machine_selectable,process_time
0,0,"(9, 8, 15, 1, 4, 2, 5, 17, 18)","(14, 16, 17, 9, 20, 13, 2, 17, 18)"
0,1,"(7, 5, 9, 15)","(17, 9, 16, 9)"
0,2,"(14, 1, 15, 16, 17, 18, 0, 12, 2, 7, 13, 11, 5, 4)","(7, 6, 4, 3, 2, 13, 7, 18, 17, 20, 6, 2, 12, 8)"
0,3,"(6, 1, 14, 5, 12, 4, 9, 10, 15, 0)","(1, 14, 14, 3, 5, 1, 10, 15, 4, 3)"
0,4,"(14, 19, 11, 10)","(1, 11, 13, 4)"
0,5,"(3, 19, 7, 9)","(4, 2, 2, 3)"
1,0,"(14, 19, 12, 8, 13, 11, 7, 0, 2, 4)","(16, 7, 20, 5, 2, 8, 8, 12, 1, 9)"
1,1,"(5, 11, 1, 7, 0, 15, 19)","(9, 4, 10, 15, 19, 9, 17)"
1,2,"(0, 4, 18, 13, 8, 7, 3, 17, 2, 11)","(6, 14, 4, 4, 12, 19, 9, 4, 5, 8)"
1,3,"(4, 8, 16, 10, 13, 7, 18, 3, 5, 19, 9, 1, 17, 6, 11, 15, 12, 2)","(20, 14, 15, 6, 12, 8, 19, 12, 4, 20, 20, 2, 18, 7, 7, 17, 1, 9)"
1,4,"(11, 6, 10, 5, 9, 7, 1, 19, 8, 4, 12, 16)","(6, 3, 14, 7, 5, 16, 18, 5, 17, 20, 13, 5)"
1,5,"(4, 10, 3, 16, 9, 2, 17, 5, 1)","(7, 13, 3, 4, 18, 19, 9, 19, 8)"
1,6,"(8, 1, 18, 15, 16, 9, 11, 6)","(18, 9, 2, 19, 12, 2, 6, 6)"
1,7,"(11, 19, 5, 18)","(9, 5, 16, 13)"
1,8,"(2, 9, 5, 19)","(3, 5, 4, 10)"
2,0,"(4, 16, 14, 9, 17, 6, 12, 1, 10, 13, 15, 2, 19, 18, 0, 11, 3, 5, 8, 7)","(17, 3, 20, 4, 12, 8, 14, 11, 19, 4, 13, 19, 20, 7, 1, 1, 3, 7, 19, 11)"
2,1,"(10, 0, 13, 9, 6, 15, 7, 18, 1, 11, 5, 8, 16, 19, 14, 2, 17, 4)","(12, 20, 19, 2, 10, 2, 3, 17, 9, 11, 19, 8, 9, 11, 15, 19, 7, 4)"
2,2,"(14, 2, 15, 17, 4, 9, 19, 0, 3, 11, 5, 8, 16, 10, 1, 7, 18, 12, 6, 13)","(11, 10, 9, 19, 6, 17, 7, 4, 18, 17, 19, 11, 11, 12, 13, 16, 4, 2, 7, 7)"
2,3,"(12, 17)","(6, 9)"
2,4,"(13, 5, 7, 2, 12, 17, 0, 15, 8, 3, 6)","(6, 6, 5, 6, 20, 11, 8, 12, 16, 19, 15)"
2,5,"(10, 13, 8, 3, 19, 15, 5, 12, 9, 0, 7, 11, 2, 17, 4, 6, 16, 1, 14, 18)","(8, 15, 16, 8, 17, 1, 12, 2, 19, 16, 13, 16, 6, 12, 13, 4, 8, 15, 2, 9)"
3,0,"(8, 13, 10, 18, 9, 19, 0, 1, 15, 11, 17, 12, 3, 6, 14, 2)","(19, 3, 8, 14, 10, 18, 7, 19, 11, 8, 1, 10, 19, 6, 20, 6)"
