kind,task,machine_selectable,process_time
0,0,"(4, 19, 9, 0, 12, 13, 10, 8, 14)","(17, 19, 5, 13, 13, 19, 1, 19, 7)"
0,1,"(2, 17, 14, 6, 1, 0, 19, 5, 4, 3, 13, 16, 10, 11, 12, 7, 18, 15, 9)","(20, 13, 20, 15, 16, 7, 11, 9, 13, 2, 7, 11, 19, 17, 13, 18, 15, 20, 11)"
0,2,"(12, 5, 13, 9, 15, 10, 3, 17, 19, 6, 1, 2, 0, 18, 7, 11, 4, 8)","(1, 10, 8, 11, 14, 5, 1, 8, 19, 13, 17, 4, 19, 16, 19, 18, 20, 15)"
0,3,"(17, 2, 10, 9, 13, 6, 16)","(7, 10, 13, 12, 15, 8, 5)"
0,4,"(11, 1, 6)","(12, 13, 2)"
0,5,"(7, 9, 14, 12, 13, 8, 1, 5, 17, 15, 16, 2, 4)","(1, 15, 8, 15, 7, 7, 10, 12, 5, 19, 6, 11, 12)"
1,0,"(19, 1, 4, 5, 15, 10)","(10, 15, 11, 5, 13, 1)"
1,1,"(13, 10, 11, 8, 6, 4, 16, 3, 19, 9, 15, 2, 5, 7, 1, 12, 18)","(13, 1, 17, 12, 2, 7, 14, 6, 8, 10, 19, 7, 7, 10, 17, 5, 12)"
1,2,"(11, 18, 4, 6, 7, 1, 9, 3, 16, 19, 10, 0, 14, 2, 17, 15, 8)","(1, 14, 12, 11, 8, 14, 11, 9, 19, 16, 10, 5, 17, 1, 8, 9, 1)"
1,3,"(4, 2, 13, 10, 17, 5, 9, 16, 19, 15, 14, 7, 1, 3, 8, 6, 11, 0)","(14, 9, 17, 20, 18, 14, 20, 5, 19, 4, 16, 15, 14, 17, 5, 17, 7, 13)"
1,4,"(12, 9, 14, 16, 7, 18, 19, 17, 1, 0, 6, 13, 3, 15, 11, 8, 5, 2, 10)","(9, 4, 11, 11, 12, 6, 8, 11, 6, 10, 10, 7, 16, 8, 11, 18, 18, 8, 5)"
1,5,"(9, 14, 19, 15, 8, 6, 7, 11, 18, 5, 1, 4, 17, 16, 0, 2, 10, 12, 13, 3)","(13, 15, 4, 4, 6, 16, 2, 12, 5, 3, 12, 12, 17, 18, 1, 4, 9, 7, 18, 10)"
1,6,"(5, 15, 2, 11, 17, 9, 0, 14, 3, 13, 4, 10, 19, 1, 8)","(7, 6, 19, 10, 1, 5, 20, 9, 4, 16, 17, 16, 4, 13, 4)"
1,7,"(3, 8, 17, 4, 9, 13, 14, 7, 0, 15, 19, 11)","(6, 11, 18, 1, 11, 17, 9, 7, 14, 20, 9, 16)"
1,8,"(18, 7)","(15, 9)"
1,9,"(18, 16, 12, 0, 4, 19, 9, 8, 3, 1, 17, 5, 2, 13, 7, 6)","(7, 15, 20, 11, 16, 10, 16, 15, 20, 16, 9, 10, 6, 2, 3, 18)"
2,0,"(10, 2, 14, 7, 3, 8, 0)","(6, 7, 20, 4, 9, 20, 4)"
2,1,"(15, 4, 5, 14, 7, 0, 8)","(19, 16, 6, 14, 20, 5, 13)"
2,2,"(13, 3, 4, 18, 5, 0, 7)","(9, 20, 19, 9, 10, 15, 9)"
2,3,"(15, 7, 11, 14, 16, 2, 0, 4, 1, 18, 3, 5, 8, 13, 9, 19, 12, 6, 17, 10)","(5, 5, 6, 9, 5, 11, 2, 9, 14, 4, 3, 16, 6, 3, 12, 5, 1, 9, 16, 9)"
2,4,"(2, 16, 13, 11, 14, 15, 12, 10, 8, 1, 5, 9, 0, 7, 17, 3, 19, 18, 6, 4)","(12, 6, 8, 17, 15, 11, 1, 4, 14, 2, 8, 11, 18, 11, 8, 8, 4, 15, 5, 13)"
3,0,"(16, 0, 8)","(4, 6, 10)"
3,1,"(10, 17, 18, 9, 19, 11, 3)","(1, 15, 9, 10, 13, 12, 17)"
3,2,"(3, 18, 9, 12, 0, 10, 14)","(19, 14, 1, 6, 6, 2, 10)"
3,3,"(13, 7, 15, 19, 18, 12, 1, 16, 4, 0, 3)","(11, 3, 15, 3, 9, 18, 14, 11, 19, 3, 7)"
3,4,"(5, 7, 17, 8, 4, 12, 9, 1, 0, 11, 6, 16, 19)","(2, 19, 17, 16, 2, 16, 14, 17, 1, 19, 19, 9, 13)"
3,5,"(18, 7, 10, 14, 9, 3, 12, 6, 15, 17, 11, 13, 4, 8)","(9, 17, 3, 11, 7, 3, 11, 19, 17, 14, 4, 20, 9, 17)"
3,6,"(16, 0, 14, 4, 9, 13, 19)","(3, 6, 12, 12, 12, 6, 18)"
3,7,"(3,)","(15,)"
3,8,"(6, 9, 4, 10, 18, 5, 7, 12, 11, 14, 2, 3, 17, 13, 1, 19)","(13, 14, 8, 15, 2, 13, 15, 14, 12, 12, 7, 10, 11, 1, 2, 8)"
3,9,"(18, 1, 0, 13, 2, 10, 8, 5, 16)","(8, 18, 7, 16, 15, 4, 20, 3, 9)"
4,0,"(2, 11, 4)","(4, 18, 7)"
4,1,"(9, 0, 11, 4, 1, 6, 5, 16, 13, 17, 7, 3, 12, 15, 19, 10)","(15, 18, 6, 16, 18, 15, 3, 17, 9, 17, 4, 19, 15, 12, 13, 9)"
4,2,"(0, 9, 5, 1, 16, 8, 18, 12, 6, 14, 7, 17, 3, 10, 2, 19, 4, 11)","(20, 16, 6, 6, 4, 1, 7, 18, 14, 16, 6, 20, 2, 15, 14, 16, 12, 15)"
4,3,"(13, 16, 3, 4, 8, 6, 17, 18, 2, 5, 7, 10, 0, 19, 9)","(11, 12, 8, 7, 17, 20, 17, 8, 7, 17, 15, 13, 18, 5, 4)"
4,4,"(15, 16, 17, 12, 7, 0, 8)","(18, 1, 19, 10, 11, 10, 5)"
4,5,"(8,)","(13,)"
4,6,"(1, 16, 4, 18, 10, 19, 8, 15, 9)","(3, 18, 5, 13, 6, 2, 4, 6, 20)"
5,0,"(18, 15, 16, 14, 9)","(19, 17, 9, 7, 12)"
5,1,"(5, 17, 19, 13, 7, 11, 15, 6, 14, 0, 18, 9, 16, 4, 8, 2, 1)","(5, 14, 3, 5, 8, 20, 5, 6, 14, 7, 5, 2, 4, 9, 12, 11, 17)"
5,2,"(5, 1, 18)","(6, 4, 17)"
5,3,"(15, 1, 5, 3, 17, 4, 19, 10, 8, 14, 13, 0, 7, 18, 6, 11, 16, 9)","(7, 1, 6, 15, 10, 2, 7, 4, 3, 12, 7, 9, 13, 15, 1, 12, 5, 16)"
5,4,"(11, 3, 4, 15, 14, 18, 5, 8, 0, 16, 6, 10, 13)","(18, 10, 7, 3, 15, 4, 4, 18, 13, 7, 8, 15, 9)"
6,0,"(11, 16, 9, 10, 7, 1, 3, 17, 14, 5, 2, 12, 18)","(4, 10, 5, 10, 11, 19, 18, 7, 3, 8, 4, 5, 10)"
6,1,"(9, 11, 5, 8, 17, 19, 12, 1, 18, 0, 4, 6, 2, 13, 16, 3, 15, 7)","(3, 17, 10, 15, 20, 5, 14, 10, 15, 15, 12, 2, 11, 17, 6, 11, 6, 16)"
6,2,"(16, 7, 1, 10, 3, 4, 15, 8, 2, 11, 6, 19, 14, 0)","(9, 7, 3, 12, 2, 3, 2, 10, 14, 7, 11, 7, 5, 10)"
6,3,"(0, 19, 10, 5)","(4, 15, 1, 12)"
6,4,"(19, 8, 6, 1, 3)","(9, 11, 18, 15, 19)"
6,5,"(2, 10, 19, 5, 17, 4, 15, 8, 11, 6, 9, 1, 3, 0)","(13, 16, 6, 20, 6, 12, 1, 6, 3, 7, 1, 10, 4, 6)"
6,6,"(3, 4, 16, 6, 9, 12, 1, 10, 19, 17, 18, 0, 2, 5, 14, 7, 8, 15, 13, 11)","(13, 17, 3, 18, 3, 10, 11, 3, 8, 6, 5, 8, 19, 18, 19, 12, 16, 11, 7, 16)"
6,7,"(6, 19, 9, 16, 11, 8, 12, 5, 3, 1, 4, 13, 14, 0, 18, 10, 7, 17, 15, 2)","(3, 15, 19, 5, 15, 8, 1, 4, 1, 8, 19, 2, 19, 19, 2, 5, 16, 11, 15, 20)"
6,8,"(19,)","(1,)"
7,0,"(0, 8, 16, 14, 6, 9, 15, 2, 17, 19, 12, 3, 10, 1, 13, 11, 7, 4)","(8, 2, 19, 17, 16, 20, 12, 10, 14, 7, 5, 14, 1, 20, 20, 14, 11, 10)"
7,1,"(6, 19, 16, 12, 18, 13, 0, 2, 9, 17, 8, 7, 3)","(5, 8, 13, 11, 15, 7, 4, 16, 13, 8, 11, 1, 1)"
7,2,"(5, 13, 2, 18, 9)","(14, 13, 19, 6, 3)"
7,3,"(8, 9, 16, 13, 17, 3, 1, 2, 14, 11, 0)","(7, 12, 8, 5, 18, 2, 5, 13, 15, 9, 3)"
