kind,task,machine_selectable,process_time
0,0,"(14, 13, 10, 8, 11, 1, 9, 7, 5)","(4, 5, 19, 3, 13, 7, 17, 4, 17)"
0,1,"(8, 4, 3, 2, 5, 14, 1, 7, 6, 12, 10, 13, 0, 11)","(13, 10, 3, 16, 5, 1, 20, 6, 18, 16, 1, 19, 11, 16)"
0,2,"(3, 7, 10)","(9, 17, 3)"
0,3,"(1,)","(16,)"
0,4,"(9, 6, 3, 1, 5, 14)","(17, 1, 7, 19, 17, 17)"
0,5,"(4, 0, 14, 2, 13, 5, 10, 12, 1, 3, 7, 8, 11, 9, 6)","(18, 15, 13, 13, 1, 9, 4, 7, 7, 9, 18, 20, 18, 7, 18)"
0,6,"(13, 1, 7, 12, 11, 14, 3, 5, 2)","(18, 5, 5, 4, 13, 8, 14, 1, 20)"
0,7,"(6, 14, 13, 3, 5, 10, 12, 0, 8)","(5, 20, 5, 17, 10, 7, 1, 10, 2)"
0,8,"(6, 3, 1, 14)","(18, 2, 17, 8)"
1,0,"(7, 1, 14, 11, 2, 6, 5)","(8, 6, 12, 16, 12, 20, 16)"
1,1,"(4, 7, 0, 13, 5)","(18, 4, 13, 4, 12)"
1,2,"(8, 2, 12, 13, 9, 6, 0)","(18, 13, 15, 6, 8, 19, 5)"
1,3,"(7, 12, 1, 5, 9, 11, 8, 6, 3, 14, 2)","(20, 9, 16, 12, 17, 20, 16, 11, 5, 13, 20)"
1,4,"(3, 11, 10, 1, 0, 7, 9, 14, 12, 2, 8, 4, 5, 13)","(17, 10, 6, 10, 4, 19, 17, 1, 16, 19, 6, 9, 1, 5)"
1,5,"(3, 13, 14, 8, 1, 4, 7, 6, 0, 5, 9, 11)","(11, 2, 14, 14, 8, 5, 8, 17, 18, 10, 17, 17)"
1,6,"(3, 4, 2, 12, 10, 0)","(2, 1, 5, 7, 10, 11)"
1,7,"(7, 0)","(1, 18)"
1,8,"(11, 12, 10, 14)","(3, 4, 6, 6)"
1,9,"(4, 12, 9, 14, 3, 6, 13)","(19, 11, 13, 6, 19, 6, 4)"
2,0,"(3, 14, 9, 1, 0, 7, 4, 5)","(2, 8, 7, 8, 5, 3, 3, 15)"
2,1,"(7, 11, 14, 8)","(10, 6, 17, 14)"
2,2,"(9, 6, 2, 4, 7, 8, 11, 1)","(18, 14, 20, 7, 3, 17, 1, 11)"
