kind,task,machine_selectable,process_time
0,0,"(11, 7, 8, 6, 0, 5, 3, 12, 2, 10)","(12, 6, 17, 17, 3, 2, 14, 4, 14, 13)"
0,1,"(8,)","(14,)"
0,2,"(8, 0, 5)","(2, 5, 7)"
0,3,"(2, 1, 13, 8, 5, 6, 12, 10, 9, 3, 14, 0, 4)","(3, 14, 12, 6, 7, 8, 16, 13, 14, 14, 20, 3, 18)"
0,4,"(13, 8, 9, 0, 14, 1, 11, 10, 5, 2, 6, 3, 12)","(10, 14, 11, 11, 13, 13, 9, 10, 9, 14, 1, 17, 4)"
0,5,"(13, 0, 6, 1, 9, 7, 11, 5, 12, 3, 4, 14, 2, 10)","(4, 17, 3, 20, 15, 18, 13, 20, 3, 5, 11, 15, 4, 19)"
0,6,"(12, 7)","(10, 7)"
0,7,"(14, 10, 13, 2, 8, 11, 0, 12, 5, 9, 3, 1, 6, 7)","(9, 4, 11, 13, 2, 5, 10, 6, 10, 6, 6, 10, 1, 14)"
1,0,"(13, 11, 5, 4, 6, 14, 10, 9, 7, 3, 8)","(18, 17, 2, 2, 3, 1, 4, 17, 20, 17, 12)"
1,1,"(2, 14, 4, 5, 7, 6, 8, 3, 13)","(15, 4, 1, 12, 18, 10, 1, 10, 8)"
1,2,"(5, 6, 3, 13, 11, 8, 0, 4, 14)","(18, 16, 2, 3, 8, 13, 5, 2, 9)"
1,3,"(14, 4, 7, 1, 5, 11)","(11, 19, 20, 14, 20, 6)"
1,4,"(3, 6, 7, 13)","(12, 13, 6, 8)"
1,5,"(9, 7, 13, 5, 0, 8, 4, 1, 14, 3, 12)","(10, 18, 3, 15, 9, 3, 13, 19, 7, 7, 16)"
2,0,"(0, 12, 8, 10, 6, 7, 1)","(4, 15, 13, 8, 13, 8, 5)"
2,1,"(3, 6, 14, 13, 0, 7, 2, 11, 8)","(19, 12, 12, 13, 1, 15, 18, 13, 5)"
2,2,"(3, 8, 1, 7)","(10, 3, 4, 8)"
2,3,"(7, 14, 6, 10, 13, 0, 2, 1)","(15, 18, 2, 11, 9, 15, 3, 20)"
2,4,"(12, 10, 9, 2, 8, 13, 6, 3, 0)","(10, 18, 17, 9, 15, 18, 10, 7, 15)"
2,5,"(9, 13, 7, 3, 2, 4, 0, 1)","(1, 17, 9, 20, 2, 19, 16, 18)"
2,6,"(2,)","(18,)"
2,7,"(9, 5, 7, 6, 1, 0, 10, 3, 8, 14, 13, 2, 4, 11, 12)","(18, 15, 18, 19, 20, 14, 15, 2, 4, 3, 12, 13, 9, 14, 17)"
2,8,"(4, 1, 10, 12, 2, 9, 14, 11, 6, 7, 8)","(20, 1, 20, 12, 16, 8, 17, 16, 16, 19, 10)"
3,0,"(5, 1, 13, 12)","(17, 6, 3, 5)"
3,1,"(11, 6, 0, 13, 1, 10)","(17, 18, 1, 12, 19, 13)"
3,2,"(9, 10, 12, 14, 5)","(1, 19, 15, 10, 8)"
3,3,"(10, 8, 13, 7, 5, 3, 14, 12, 11, 9, 2, 0, 6, 1)","(7, 2, 20, 13, 9, 19, 4, 16, 1, 12, 5, 18, 17, 10)"
3,4,"(6, 0)","(4, 6)"
4,0,"(7, 3, 13, 5, 0, 12, 14, 1, 4, 9)","(12, 17, 3, 12, 16, 10, 11, 18, 8, 5)"
4,1,"(11, 2, 10, 13, 4, 1)","(16, 3, 19, 4, 8, 3)"
4,2,"(4, 11, 10, 3, 2, 14)","(11, 9, 3, 8, 13, 2)"
4,3,"(1, 14, 7, 5, 9, 12, 6, 3, 8, 4, 11, 10, 13, 0)","(14, 15, 11, 7, 15, 6, 17, 13, 16, 1, 19, 17, 8, 20)"
4,4,"(13, 0, 1)","(14, 7, 12)"
5,0,"(2, 12, 4, 10, 14, 8, 9, 3)","(18, 12, 18, 16, 1, 9, 15, 8)"
5,1,"(10, 13, 7, 11, 1, 12, 5, 6, 2, 14, 0, 4)","(18, 10, 13, 3, 13, 14, 1, 16, 20, 19, 18, 3)"
5,2,"(2, 3, 8, 6, 12, 0, 13, 14, 5, 7, 9, 11, 1, 4)","(7, 1, 13, 19, 8, 2, 14, 7, 11, 16, 5, 16, 12, 8)"
5,3,"(2, 5, 7, 8, 13, 12)","(11, 11, 5, 14, 3, 10)"
5,4,"(10, 0, 11, 12, 4, 6, 1, 14, 5)","(8, 15, 10, 12, 17, 5, 3, 8, 3)"
6,0,"(0, 6)","(5, 16)"
6,1,"(11, 14, 9, 8, 4, 0, 10, 3, 6, 7, 2)","(20, 19, 13, 14, 17, 19, 4, 18, 15, 14, 5)"
6,2,"(14, 1, 3, 5, 11, 13)","(14, 6, 19, 2, 2, 1)"
6,3,"(12, 7)","(3, 7)"
6,4,"(2, 6, 7, 3, 11, 13, 4, 10, 9, 0, 5, 12, 8, 1, 14)","(16, 1, 20, 10, 18, 11, 10, 3, 8, 7, 16, 6, 18, 6, 13)"
7,0,"(8, 12, 6, 11, 5, 7, 13, 1, 9, 0, 14)","(5, 7, 14, 6, 3, 17, 17, 10, 14, 16, 7)"
7,1,"(5, 4, 3, 12, 10, 14, 0, 7, 11, 2, 8, 13)","(15, 1, 17, 11, 11, 15, 9, 12, 12, 9, 5, 1)"
7,2,"(2, 14, 7, 1, 3, 0, 12)","(9, 19, 13, 1, 19, 20, 6)"
7,3,"(5, 3, 9, 10, 11, 8, 4, 6, 0, 12, 14, 2, 1)","(16, 1, 18, 3, 5, 15, 10, 12, 13, 3, 5, 1, 19)"
7,4,"(14, 9, 5)","(16, 9, 19)"
7,5,"(3,)","(15,)"
7,6,"(12, 8, 2, 1, 9, 6, 4, 11, 7, 3, 10, 13)","(4, 2, 4, 13, 10, 19, 6, 20, 17, 20, 19, 5)"
8,0,"(12, 6, 5, 10, 13, 14, 7)","(3, 9, 3, 4, 13, 4, 2)"
8,1,"(0, 9, 6, 11, 4)","(10, 10, 8, 5, 4)"
8,2,"(14, 1, 4)","(7, 19, 7)"
8,3,"(11, 6, 12, 14, 9, 8, 10, 0, 7)","(14, 20, 20, 4, 14, 17, 16, 19, 18)"
8,4,"(9, 2, 6, 14, 0, 7, 1, 10, 5, 3, 4)","(5, 8, 16, 19, 7, 10, 15, 2, 7, 19, 15)"
8,5,"(7, 14, 2, 10, 4, 5, 13, 11, 6, 8, 0, 9, 12, 3)","(19, 5, 6, 7, 6, 13, 7, 14, 17, 15, 13, 11, 7, 20)"
8,6,"(2, 1)","(6, 20)"
8,7,"(2, 5, 0, 8, 11, 9, 12, 6, 3, 13, 1)","(10, 16, 13, 5, 10, 5, 1, 19, 11, 17, 17)"
8,8,"(9, 13, 5, 3, 6, 11, 1)","(17, 16, 11, 13, 2, 14, 4)"
8,9,"(2, 3, 1, 4, 9, 7, 6)","(2, 20, 2, 15, 3, 20, 19)"
