kind,task,machine_selectable,process_time
0,0,"(8, 15, 17, 9, 16, 14, 11, 3, 13, 7, 0)","(18, 19, 7, 8, 12, 7, 3, 12, 13, 1, 16)"
0,1,"(8, 6, 11, 7, 5, 12, 4, 15, 18, 19, 2, 3, 1, 0, 9, 14, 13, 10)","(15, 10, 10, 8, 6, 2, 11, 7, 16, 2, 10, 15, 2, 11, 16, 16, 17, 9)"
0,2,"(14, 19, 3, 12, 2, 9, 8, 6, 18, 17, 13, 15, 16, 0)","(18, 15, 17, 20, 14, 17, 8, 14, 9, 1, 4, 17, 8, 6)"
0,3,"(0, 16, 7, 15, 9, 6, 4, 5, 14, 8, 1, 19, 3, 2, 13, 17, 18, 10)","(1, 1, 2, 19, 13, 1, 11, 5, 19, 19, 19, 4, 14, 10, 16, 7, 11, 17)"
0,4,"(4, 12, 5, 7, 17, 9, 6, 13, 16, 8, 11, 15, 3)","(17, 3, 8, 6, 14, 12, 2, 6, 14, 10, 7, 17, 16)"
0,5,"(1, 3, 6, 2, 5, 8, 0, 14, 12)","(11, 9, 8, 9, 3, 2, 11, 9, 19)"
0,6,"(8, 18, 0, 1)","(17, 1, 10, 2)"
0,7,"(9, 13)","(14, 7)"
0,8,"(17, 19, 10, 4, 18, 0, 9, 15, 16, 8, 11, 6, 12, 13, 1, 2, 14)","(5, 5, 20, 2, 4, 15, 15, 15, 15, 15, 8, 3, 20, 9, 12, 5, 18)"
0,9,"(14, 7, 16, 1, 8)","(2, 13, 14, 14, 16)"
1,0,"(13, 7, 19, 15, 18, 11, 10, 0, 4, 12)","(1, 16, 8, 17, 10, 11, 10, 8, 2, 1)"
1,1,"(18, 15, 8, 4, 11, 9, 3, 10, 14, 2)","(18, 7, 6, 18, 12, 16, 15, 10, 7, 1)"
1,2,"(11, 18, 8, 1, 17, 9, 12, 4, 2, 13, 19)","(18, 17, 3, 20, 15, 6, 14, 20, 8, 8, 10)"
1,3,"(19, 3, 18, 5, 2, 6, 14, 9, 15, 11, 7, 1, 8, 17, 0, 10, 13, 4)","(2, 6, 9, 15, 5, 4, 14, 5, 4, 13, 14, 14, 4, 9, 3, 6, 14, 11)"
1,4,"(19, 5, 4, 9, 8, 0)","(5, 16, 19, 4, 15, 9)"
1,5,"(5, 18, 12, 11, 4, 17, 0, 16, 10, 15, 1)","(15, 3, 14, 19, 4, 2, 17, 12, 2, 7, 5)"
1,6,"(4, 8, 0, 17, 19, 5, 10, 3, 9, 16, 11, 15, 7, 2, 14, 1)","(4, 14, 4, 20, 2, 4, 15, 16, 1, 14, 18, 18, 3, 16, 6, 9)"
2,0,"(14, 15, 3, 4, 7, 1, 17, 19, 8, 10, 13, 6, 18)","(9, 4, 12, 12, 18, 18, 14, 13, 13, 1, 17, 19, 1)"
2,1,"(9, 11, 16, 6, 8, 12, 18, 15, 4, 2)","(17, 9, 4, 12, 20, 16, 1, 13, 19, 8)"
2,2,"(16, 6, 13, 4, 10, 1, 14, 0, 15)","(2, 4, 18, 4, 9, 13, 13, 18, 12)"
2,3,"(9, 7, 5, 16, 3, 2, 11, 13, 10, 12, 8, 0, 14, 18, 1, 4, 15, 17, 19)","(10, 12, 6, 3, 8, 11, 20, 12, 8, 9, 17, 3, 20, 10, 19, 6, 8, 15, 3)"
2,4,"(18, 2, 6, 12, 4, 8, 14, 5, 16, 3, 9, 0, 10, 19, 15, 13, 1, 7, 17)","(16, 2, 16, 12, 13, 20, 18, 20, 7, 6, 14, 19, 12, 6, 2, 19, 1, 9, 11)"
2,5,"(3, 14, 18, 2, 7, 17, 16, 8, 9, 10, 6, 4, 19, 1, 0)","(2, 18, 20, 16, 13, 17, 10, 15, 17, 3, 2, 4, 3, 19, 9)"
3,0,"(5, 19, 6, 0, 14, 12, 8, 10, 3, 16, 18, 4, 15, 17, 9, 2, 1, 13, 7, 11)","(1, 16, 3, 19, 20, 19, 10, 1, 12, 11, 5, 20, 5, 10, 12, 6, 20, 7, 9, 16)"
3,1,"(18, 6, 3, 7)","(11, 6, 17, 14)"
3,2,"(17, 8, 4, 1, 12, 14, 3)","(16, 14, 5, 2, 7, 4, 2)"
3,3,"(2, 8, 0, 15, 7, 11, 17, 10, 5, 3, 12, 14)","(3, 3, 6, 10, 18, 5, 16, 16, 1, 13, 12, 13)"
3,4,"(13, 5, 0, 1, 8, 7, 11, 17, 15, 2, 6, 3, 16, 10, 18, 4)","(11, 1, 11, 19, 14, 4, 18, 18, 10, 7, 4, 16, 20, 13, 20, 1)"
4,0,"(9, 1, 18, 19, 14, 13, 4, 7, 5, 12, 3, 6, 16, 10, 0, 8, 17, 15)","(18, 6, 2, 3, 20, 13, 9, 1, 18, 10, 12, 9, 13, 10, 4, 6, 3, 15)"
4,1,"(10, 0, 14)","(4, 18, 8)"
4,2,"(6, 11, 13, 15, 17, 1, 16, 10)","(15, 12, 11, 3, 13, 10, 1, 4)"
4,3,"(18, 7, 1, 14)","(9, 7, 1, 19)"
4,4,"(5, 9, 17, 14, 12, 4, 8, 7, 6, 13, 16, 11, 19)","(17, 8, 19, 20, 8, 12, 6, 3, 16, 17, 8, 19, 4)"
4,5,"(2, 9, 10, 3, 1, 11, 17, 19, 4, 16, 13, 18, 5, 7, 6, 12, 0, 8, 15, 14)","(7, 4, 1, 12, 6, 8, 12, 15, 1, 17, 8, 10, 15, 1, 7, 1, 9, 11, 16, 20)"
4,6,"(17, 13, 5, 9, 12)","(20, 18, 1, 1, 15)"
4,7,"(7, 13, 11, 12, 10, 4, 17, 2, 15, 3, 16, 14, 5, 1, 18, 0, 19, 8)","(19, 6, 18, 9, 18, 9, 2, 18, 11, 8, 10, 12, 16, 4, 16, 5, 6, 7)"
5,0,"(5, 7, 15, 3, 4, 12, 16, 17, 11, 13, 18, 10, 2, 0, 6, 1, 14, 19, 8, 9)","(5, 3, 14, 4, 5, 4, 9, 6, 7, 11, 6, 9, 8, 18, 20, 18, 1, 3, 10, 5)"
5,1,"(2, 0, 6, 16, 18, 5, 15, 11, 10, 7, 12)","(7, 17, 19, 14, 4, 10, 16, 20, 1, 16, 6)"
5,2,"(19, 5, 16, 11, 13, 17, 15, 2, 7, 0, 18, 6, 1, 10, 8, 9, 4, 3, 14, 12)","(14, 17, 8, 20, 11, 15, 8, 16, 8, 3, 11, 10, 13, 10, 8, 19, 4, 8, 3, 12)"
