kind,task,machine_selectable,process_time
0,0,"(0, 5, 6, 10, 8, 7, 11, 12, 13)","(19, 14, 18, 3, 9, 2, 14, 16, 1)"
0,1,"(14, 2)","(10, 14)"
0,2,"(11, 3, 0, 10, 6, 7, 9)","(9, 12, 12, 4, 8, 12, 11)"
0,3,"(4, 9, 14, 5, 1, 12, 13, 8, 7, 2)","(1, 14, 15, 18, 5, 18, 1, 12, 12, 4)"
0,4,"(2, 4, 10, 14, 7, 3, 8, 6, 9)","(2, 15, 16, 14, 19, 16, 8, 13, 10)"
1,0,"(13, 8, 7, 12, 5, 1, 6, 4, 11, 10, 0, 2, 9, 14)","(17, 16, 3, 8, 11, 1, 14, 15, 18, 16, 20, 5, 1, 10)"
1,1,"(4, 12, 9, 3, 5, 11)","(20, 16, 18, 1, 1, 4)"
1,2,"(12, 0, 13, 2, 9, 6, 3, 4, 5, 11, 1, 8, 14, 10, 7)","(2, 8, 1, 16, 16, 11, 3, 3, 18, 5, 6, 8, 8, 14, 10)"
1,3,"(4, 10, 9, 8, 0, 3, 14, 12, 13, 5)","(7, 2, 7, 19, 7, 1, 12, 1, 7, 16)"
1,4,"(3, 14, 5, 1, 7, 12, 11, 0, 8, 13, 9, 2, 6, 10)","(20, 16, 6, 5, 13, 12, 3, 8, 19, 1, 15, 8, 3, 13)"
2,0,"(1, 6, 2, 9, 12, 3, 14, 4, 10, 11, 5, 13, 8, 0, 7)","(7, 19, 3, 10, 3, 6, 17, 17, 20, 20, 20, 15, 3, 19, 9)"
2,1,"(5, 9, 0, 1, 12, 14, 7, 3, 4, 8, 13, 6, 2, 11)","(18, 16, 2, 20, 8, 19, 6, 10, 5, 11, 1, 19, 13, 15)"
2,2,"(3, 8, 6, 13, 7, 2, 4)","(20, 9, 8, 18, 2, 9, 13)"
2,3,"(9, 6, 2, 7, 4, 0, 14, 1, 11, 10, 13, 3)","(7, 11, 8, 2, 3, 12, 13, 17, 3, 19, 10, 17)"
2,4,"(5, 10, 9, 0, 4, 7, 11, 12, 13, 2, 6, 8, 14)","(19, 12, 12, 8, 14, 18, 13, 14, 16, 7, 2, 18, 7)"
2,5,"(0, 6, 13, 1, 3, 4, 2)","(19, 1, 7, 1, 11, 17, 6)"
2,6,"(6, 3, 11, 7, 0, 13, 8, 2)","(10, 3, 8, 19, 13, 8, 5, 5)"
2,7,"(14, 1, 9, 4, 6, 13, 10)","(6, 15, 6, 11, 15, 8, 6)"
2,8,"(0, 6, 3)","(9, 2, 5)"
3,0,"(5, 0, 13, 7, 10, 11, 14, 8, 12, 6, 2, 3)","(13, 4, 20, 2, 12, 17, 6, 10, 5, 5, 1, 7)"
3,1,"(7, 12, 14, 13)","(13, 7, 13, 19)"
3,2,"(11, 14, 7, 0, 12, 8)","(11, 10, 11, 2, 10, 20)"
3,3,"(0, 13, 4, 10, 6, 14, 8)","(4, 14, 11, 11, 6, 17, 3)"
3,4,"(13, 9, 12, 10, 3, 11)","(1, 18, 3, 16, 13, 19)"
4,0,"(7, 4, 9, 1, 14, 5, 11, 8, 13, 0, 10, 2)","(12, 15, 16, 9, 20, 10, 15, 7, 7, 5, 12, 18)"
4,1,"(6, 8, 12, 0, 11, 3, 1, 10, 7, 2, 9)","(13, 13, 12, 1, 18, 9, 20, 12, 4, 14, 4)"
4,2,"(12, 10, 9, 6, 14, 0, 11, 13)","(11, 11, 11, 11, 8, 3, 5, 7)"
4,3,"(8, 10, 0, 9, 3, 7, 14, 6, 1, 12, 13, 11, 5, 4, 2)","(1, 4, 8, 12, 2, 4, 20, 7, 16, 6, 19, 20, 20, 13, 3)"
4,4,"(14, 13, 8, 11, 1, 3, 6, 10, 5, 2, 4, 12, 7, 9)","(12, 6, 20, 3, 18, 9, 13, 5, 4, 18, 14, 10, 15, 17)"
4,5,"(5, 2, 3, 6, 0, 12, 1)","(7, 3, 1, 15, 11, 6, 9)"
4,6,"(8, 6, 4, 2, 11, 1)","(12, 11, 17, 6, 15, 11)"
4,7,"(9,)","(14,)"
4,8,"(12, 3, 13, 8, 10, 14, 11)","(16, 13, 18, 18, 14, 5, 9)"
4,9,"(6, 7, 14, 10, 5, 13, 12)","(3, 15, 1, 9, 20, 5, 13)"
