kind,task,machine_selectable,process_time
0,0,"(7, 16, 0, 8, 6, 4, 9, 5, 3, 10, 19, 14)","(2, 1, 9, 20, 18, 14, 3, 19, 9, 2, 5, 3)"
0,1,"(12, 19, 13, 1, 9, 2, 14, 0, 3, 7, 5)","(10, 6, 3, 20, 1, 9, 16, 15, 15, 17, 17)"
0,2,"(3, 14, 0, 15, 16, 17, 4, 6, 1, 18, 7, 10, 2, 8, 11, 5, 12)","(16, 2, 19, 17, 9, 20, 3, 10, 2, 10, 17, 9, 10, 15, 17, 11, 3)"
0,3,"(15, 10)","(10, 2)"
0,4,"(1, 4, 6, 2, 18, 10, 14, 9, 0, 19, 17, 7, 15, 12, 13, 16)","(19, 7, 13, 13, 6, 4, 12, 15, 4, 11, 7, 5, 17, 13, 3, 12)"
0,5,"(13, 17, 9, 5, 12, 19, 16, 0, 6, 14, 7, 15, 11, 2, 8, 10)","(1, 9, 2, 14, 9, 2, 1, 9, 9, 12, 12, 7, 5, 17, 19, 13)"
0,6,"(12, 14, 5, 17, 0, 6, 11, 1, 2)","(4, 9, 3, 17, 19, 6, 6, 6, 17)"
0,7,"(1, 11, 13, 12)","(5, 18, 4, 12)"
0,8,"(17, 3, 4, 12, 7, 8, 10, 13, 16, 18, 6, 14, 2, 5, 15, 1, 0, 19, 11)","(7, 20, 7, 13, 19, 15, 9, 3, 4, 11, 14, 6, 17, 9, 6, 5, 1, 10, 15)"
1,0,"(14, 11, 2, 15, 13, 4, 16, 19, 3, 9, 18, 0)","(3, 14, 15, 7, 15, 2, 5, 7, 6, 2, 17, 7)"
1,1,"(15, 1, 17, 13, 0, 5, 10, 11, 2, 3, 18, 6, 4, 19)","(11, 10, 6, 15, 4, 5, 7, 14, 9, 9, 2, 13, 20, 15)"
1,2,"(5, 12, 1, 19, 2, 11, 3, 8, 0, 7)","(20, 13, 14, 4, 8, 17, 17, 7, 14, 9)"
1,3,"(3, 7, 9, 2, 4, 13, 8, 18, 11, 15, 19, 10)","(11, 5, 11, 19, 11, 12, 18, 18, 11, 11, 10, 7)"
1,4,"(11, 16, 17, 5, 8, 13, 3, 1)","(5, 16, 13, 3, 8, 17, 8, 19)"
1,5,"(3, 16, 6, 4, 0, 11, 8, 15, 2)","(19, 11, 10, 12, 13, 14, 20, 18, 2)"
1,6,"(8, 13, 6, 11, 2, 15, 3)","(8, 5, 11, 11, 7, 12, 8)"
1,7,"(15,)","(14,)"
1,8,"(18, 14, 1, 10, 16, 17, 12, 5, 3, 15, 9, 4)","(4, 20, 14, 5, 2, 12, 10, 5, 18, 13, 13, 19)"
2,0,"(4, 19, 16, 8, 1, 13, 7, 14, 2, 10, 9, 0, 3, 15, 18, 17, 6, 5)","(2, 6, 1, 20, 8, 3, 16, 8, 15, 8, 5, 4, 7, 19, 6, 2, 19, 18)"
2,1,"(1, 6, 8, 18, 7, 0, 2, 14, 13, 16, 3, 17, 10, 12, 4, 11, 9, 15, 19, 5)","(11, 4, 7, 10, 9, 2, 3, 6, 7, 1, 4, 16, 1, 8, 7, 10, 5, 12, 18, 16)"
2,2,"(10, 19, 15, 12, 8, 11, 4, 3, 9, 1, 16, 5, 14, 13, 0, 2)","(19, 15, 16, 10, 11, 17, 20, 15, 13, 18, 12, 17, 11, 20, 9, 19)"
2,3,"(16, 11, 17, 15, 8, 9, 1, 3, 12, 7, 5)","(12, 3, 1, 9, 14, 9, 12, 1, 17, 2, 16)"
2,4,"(15, 0)","(10, 18)"
2,5,"(0, 7, 17, 11)","(20, 17, 4, 2)"
3,0,"(13, 6, 4, 8, 7, 15, 17, 12, 1, 2, 3, 11, 10, 16, 9, 19, 18, 14, 5, 0)","(5, 3, 2, 16, 3, 7, 9, 2, 6, 9, 1, 15, 6, 8, 7, 6, 3, 3, 4, 9)"
3,1,"(9, 18, 4, 7, 13)","(12, 4, 12, 18, 16)"
3,2,"(1, 19, 16, 15, 10, 3, 5, 4, 6, 11, 13, 7, 2, 17, 0, 8)","(20, 6, 2, 15, 15, 2, 9, 2, 6, 9, 18, 7, 2, 10, 11, 1)"
3,3,"(1,)","(19,)"
3,4,"(4, 18, 1, 5, 0, 14, 12, 16, 9, 19, 13, 15)","(3, 13, 3, 6, 18, 9, 15, 16, 1, 11, 10, 20)"
3,5,"(19, 3, 5, 4, 11, 10, 16, 15, 13, 18, 7, 9, 6, 12, 0, 17)","(9, 13, 2, 5, 16, 10, 18, 2, 13, 18, 20, 6, 12, 9, 9, 12)"
3,6,"(9,)","(14,)"
3,7,"(9, 18, 14, 13, 2, 10, 7, 11, 4, 1, 19, 8)","(19, 19, 5, 18, 8, 9, 14, 20, 2, 9, 9, 14)"
3,8,"(0, 1, 9, 14, 15, 10, 5, 16, 4, 3, 6, 8, 18)","(8, 18, 20, 14, 16, 4, 2, 20, 3, 4, 8, 20, 8)"
4,0,"(7, 19, 18, 13, 11, 17, 3, 4, 8, 1, 14, 10, 5, 16, 6, 12, 2, 15, 0, 9)","(2, 8, 9, 17, 20, 3, 10, 9, 11, 14, 20, 17, 19, 7, 7, 10, 1, 11, 2, 2)"
4,1,"(6, 9, 11)","(17, 8, 3)"
4,2,"(10, 16, 18, 8, 13, 17, 1, 4, 11, 19, 6, 0, 9, 2)","(17, 7, 4, 5, 4, 6, 6, 13, 2, 8, 15, 12, 9, 15)"
4,3,"(19, 0, 5, 16, 1, 9, 3, 10, 17, 18, 14, 4, 13, 2)","(17, 7, 13, 10, 7, 3, 16, 2, 8, 18, 4, 15, 2, 1)"
4,4,"(19, 10, 7, 11, 0, 13, 3, 5, 6)","(10, 12, 19, 13, 9, 9, 15, 7, 16)"
4,5,"(13, 17, 10, 7)","(18, 18, 3, 12)"
5,0,"(19, 5, 1, 13, 15, 14, 3, 9, 6, 4)","(12, 14, 13, 7, 15, 11, 17, 19, 11, 2)"
5,1,"(18, 10, 5, 19, 1, 0, 8, 3, 13, 4)","(10, 4, 2, 11, 5, 13, 18, 8, 8, 3)"
5,2,"(12, 5, 4, 8)","(20, 13, 20, 2)"
5,3,"(12, 9, 19, 0, 1, 7, 6, 11, 2)","(3, 1, 2, 5, 10, 14, 3, 7, 11)"
5,4,"(14, 19, 2, 16, 8, 3, 0, 5, 18, 12)","(18, 5, 12, 18, 1, 15, 8, 7, 4, 10)"
5,5,"(17, 9, 19, 15, 5, 13, 6, 0, 10, 3, 18, 8, 12, 16, 4, 1, 14, 7, 11, 2)","(6, 2, 18, 8, 3, 1, 1, 9, 7, 8, 16, 1, 4, 11, 6, 5, 11, 13, 4, 3)"
6,0,"(17, 0, 10, 18, 16, 4, 12, 7, 5, 11, 13, 8, 3)","(16, 11, 4, 19, 11, 1, 13, 9, 9, 15, 16, 15, 17)"
6,1,"(17, 3, 9, 15, 1, 12, 14, 11, 5, 16, 0, 4, 8)","(8, 7, 3, 6, 19, 9, 15, 5, 2, 8, 11, 5, 9)"
6,2,"(6, 8, 0, 18, 14, 17, 4, 3, 10, 19, 15, 13, 16)","(2, 11, 15, 20, 3, 13, 15, 9, 6, 9, 5, 7, 9)"
6,3,"(5, 6, 11, 0, 18, 10, 9, 14, 12, 13, 2, 7)","(9, 13, 17, 3, 10, 1, 12, 16, 5, 5, 4, 15)"
6,4,"(13, 3)","(18, 17)"
6,5,"(7, 4, 6, 1)","(15, 11, 3, 15)"
6,6,"(15, 14, 13, 0, 4, 19, 16, 18, 1, 6, 11, 9, 7)","(12, 13, 20, 3, 8, 8, 12, 15, 17, 12, 9, 2, 14)"
6,7,"(12, 17, 7, 9, 0, 1, 2, 10, 5, 15, 13, 18, 6, 14, 16, 4)","(19, 3, 17, 2, 18, 4, 8, 7, 10, 16, 4, 15, 13, 13, 7, 9)"
6,8,"(13, 9, 10)","(12, 2, 1)"
6,9,"(9, 12, 8, 0, 4, 13, 7, 11, 2, 5, 17, 16, 19, 6, 1, 15, 3, 14)","(15, 5, 10, 8, 10, 19, 7, 19, 2, 17, 15, 13, 2, 8, 10, 13, 4, 6)"
7,0,"(18,)","(1,)"
7,1,"(8, 10, 0, 18)","(12, 15, 8, 16)"
7,2,"(2, 18, 13)","(7, 2, 2)"
7,3,"(12, 8, 2, 0, 9, 3, 6, 4, 11, 1, 17, 18)","(16, 10, 20, 7, 17, 11, 1, 5, 2, 14, 6, 14)"
7,4,"(2, 4, 7, 6, 16, 1, 19, 14)","(12, 10, 18, 11, 16, 5, 12, 16)"
7,5,"(3, 12, 11, 5, 9, 1, 6, 8, 13, 18, 7, 15, 19, 10, 16)","(4, 16, 5, 3, 1, 5, 2, 13, 13, 11, 9, 8, 11, 14, 16)"
7,6,"(18, 4, 9, 0, 17, 19, 3, 8, 5, 16, 11, 14, 10, 13, 1, 2, 7)","(18, 8, 14, 17, 5, 5, 19, 9, 18, 13, 19, 18, 13, 11, 13, 1, 9)"
7,7,"(11, 7, 9, 16, 1, 18, 0, 2, 5, 17, 19, 14, 13, 6, 15, 8, 3, 4, 10, 12)","(2, 3, 3, 15, 8, 20, 6, 20, 7, 4, 14, 4, 3, 5, 2, 8, 15, 5, 1, 20)"
7,8,"(17, 2)","(20, 8)"
7,9,"(10, 13, 3, 12, 1, 15, 0, 9, 6, 8, 16, 11, 2, 18)","(17, 4, 11, 8, 7, 16, 17, 18, 19, 10, 4, 14, 2, 2)"
8,0,"(11, 15, 8, 16, 14, 10, 5, 3, 9, 1, 0, 18)","(1, 5, 5, 12, 7, 1, 17, 19, 17, 15, 7, 20)"
8,1,"(2, 8, 17, 11, 4, 3, 0, 6, 18, 7)","(15, 2, 9, 1, 2, 8, 10, 17, 7, 14)"
8,2,"(2, 9, 13, 19, 10, 0, 16, 3, 5)","(14, 13, 16, 2, 1, 7, 19, 1, 7)"
8,3,"(11, 14, 16, 19, 13, 9, 8, 0, 7, 2, 3)","(13, 6, 1, 12, 8, 4, 9, 6, 4, 7, 17)"
8,4,"(5, 13, 11, 17, 0)","(12, 9, 12, 7, 18)"
9,0,"(1, 10, 5, 12, 16, 19, 7, 17, 11, 6, 2, 18, 3, 4, 14, 8, 9, 0)","(3, 16, 2, 5, 1, 7, 18, 7, 10, 17, 6, 18, 12, 2, 3, 3, 19, 2)"
9,1,"(1, 19, 6, 4, 18, 17, 0, 14, 9, 15, 11, 10, 7, 8, 13, 12)","(16, 6, 13, 18, 9, 6, 20, 12, 8, 19, 8, 19, 19, 10, 15, 15)"
9,2,"(7, 2, 11, 19, 13, 1, 4, 14, 18, 5)","(3, 3, 12, 3, 4, 20, 10, 10, 10, 16)"
9,3,"(15, 0, 16, 2, 1, 17, 5, 3, 4, 14, 7, 6, 9, 8, 12, 10, 18, 13, 11)","(12, 19, 1, 14, 7, 3, 5, 16, 16, 2, 18, 1, 15, 1, 14, 8, 4, 18, 11)"
