kind,task,machine_selectable,process_time
0,0,"(9, 2, 3, 5, 8)","(2, 6, 15, 13, 11)"
0,1,"(7, 4, 0, 6, 9)","(2, 3, 6, 1, 1)"
0,2,"(0, 2, 9, 8)","(10, 16, 19, 10)"
0,3,"(4, 3, 5, 7, 1)","(14, 2, 16, 15, 11)"
0,4,"(2, 0, 7, 9, 8, 5)","(10, 5, 8, 15, 12, 9)"
0,5,"(7, 6, 2, 4, 8, 3, 0)","(12, 8, 18, 18, 17, 11, 13)"
0,6,"(5, 6)","(6, 4)"
1,0,"(5, 9, 7, 8, 6, 3, 2, 4, 0)","(19, 9, 3, 12, 19, 7, 3, 10, 3)"
1,1,"(3, 5, 8, 9, 0, 7, 4, 2, 6, 1)","(6, 8, 13, 7, 14, 13, 14, 8, 5, 10)"
1,2,"(0, 2, 7, 5, 8, 9, 3, 4, 1, 6)","(19, 14, 17, 8, 4, 4, 17, 11, 5, 15)"
1,3,"(7, 4, 0, 6, 9, 8, 2, 1)","(10, 20, 9, 2, 14, 8, 10, 4)"
1,4,"(8,)","(6,)"
1,5,"(1, 9, 3, 0)","(3, 11, 3, 8)"
1,6,"(9, 2, 0, 5, 8, 6, 4, 1, 7)","(12, 1, 2, 13, 7, 14, 18, 2, 14)"
2,0,"(2, 6, 5, 0, 9, 1, 3, 7, 4, 8)","(19, 13, 18, 4, 8, 3, 4, 19, 2, 4)"
2,1,"(0,)","(15,)"
2,2,"(4, 1)","(3, 6)"
2,3,"(6, 7, 4, 2, 5, 3, 9, 0)","(14, 19, 5, 20, 12, 15, 9, 15)"
2,4,"(7, 6, 4, 2, 5)","(4, 15, 14, 7, 13)"
2,5,"(1, 3, 6, 4, 2, 7, 5, 9, 0, 8)","(2, 16, 15, 19, 18, 2, 7, 1, 16, 18)"
2,6,"(8, 5, 4, 1, 0, 7, 9)","(17, 11, 5, 20, 17, 1, 6)"
2,7,"(4, 0, 9, 6, 5)","(16, 14, 7, 20, 7)"
