kind,task,machine_selectable,process_time
0,0,"(0, 8, 6, 11, 1)","(7, 3, 1, 11, 14)"
0,1,"(12, 2, 3, 6, 14)","(9, 19, 4, 7, 17)"
0,2,"(14, 0, 13)","(2, 9, 3)"
0,3,"(7, 6, 1, 13, 0, 14, 11, 8, 3, 2, 10, 12, 5)","(13, 11, 4, 11, 6, 19, 16, 13, 3, 19, 17, 8, 1)"
0,4,"(0, 11, 10, 6, 13, 8)","(18, 11, 8, 16, 12, 20)"
0,5,"(14, 0, 3, 8)","(13, 17, 4, 8)"
0,6,"(2, 13, 0, 9, 1, 7, 3, 11, 4, 12, 6, 8, 10, 5, 14)","(15, 19, 20, 1, 19, 17, 1, 11, 17, 2, 10, 20, 7, 13, 15)"
0,7,"(12, 8, 7, 13)","(7, 18, 1, 6)"
0,8,"(4, 5, 13, 6, 12, 14, 1, 8, 2, 3, 7, 11, 10)","(13, 10, 13, 13, 13, 19, 20, 18, 11, 3, 14, 12, 20)"
1,0,"(10,)","(4,)"
1,1,"(2, 14, 9, 12, 6, 8, 1, 13, 0, 10, 3, 4, 5, 7)","(17, 17, 20, 1, 16, 14, 3, 6, 7, 7, 5, 6, 18, 8)"
1,2,"(2, 4, 10, 12)","(18, 3, 10, 11)"
1,3,"(8, 13, 12, 10, 9, 2, 1, 14, 3, 0, 4, 5, 7, 11)","(19, 18, 6, 20, 16, 5, 10, 19, 14, 1, 14, 6, 18, 10)"
1,4,"(2, 14, 1, 13, 0, 5, 6, 4, 3, 8, 12, 11)","(10, 4, 1, 1, 15, 14, 1, 3, 13, 6, 9, 16)"
1,5,"(3, 14, 7, 2, 10, 8, 13, 6, 5, 9, 1, 11, 0, 12)","(10, 2, 1, 10, 20, 12, 2, 5, 7, 20, 17, 17, 17, 8)"
2,0,"(9, 1, 10, 2, 8, 0, 5, 7, 14, 3, 13, 6, 12)","(14, 17, 5, 10, 5, 19, 17, 8, 18, 5, 2, 9, 1)"
2,1,"(0, 7, 3, 2, 5, 13, 9, 10, 12, 4, 11, 6, 8, 14, 1)","(17, 19, 4, 12, 10, 6, 8, 15, 9, 9, 9, 6, 17, 14, 8)"
2,2,"(1, 0, 6)","(14, 20, 9)"
2,3,"(10, 2, 4, 6, 11, 7, 13, 0)","(3, 14, 4, 13, 7, 18, 14, 20)"
2,4,"(1, 14)","(12, 4)"
2,5,"(14, 4, 8, 6, 10, 12)","(17, 1, 6, 5, 5, 9)"
2,6,"(9, 4, 11, 10)","(6, 15, 2, 7)"
3,0,"(0, 9, 1)","(2, 2, 11)"
3,1,"(3, 2, 8, 13, 11, 1, 12, 4)","(18, 8, 10, 20, 14, 8, 19, 19)"
3,2,"(5, 12, 6, 13, 0, 14, 7, 10, 1, 9, 2, 3)","(8, 12, 2, 13, 1, 9, 14, 11, 6, 3, 20, 18)"
3,3,"(9, 4, 1, 14, 0, 11, 13)","(14, 2, 15, 2, 11, 20, 14)"
3,4,"(3, 8, 6, 11, 13)","(9, 15, 7, 18, 5)"
3,5,"(8, 1, 0, 7, 3, 9, 14, 6)","(6, 10, 7, 16, 8, 6, 10, 2)"
3,6,"(3, 10, 0, 12, 4, 9, 5, 8, 11, 6, 1, 13, 2, 14, 7)","(10, 16, 8, 4, 16, 9, 13, 18, 5, 13, 9, 12, 11, 3, 14)"
3,7,"(5,)","(6,)"
3,8,"(10, 0, 3, 9, 6, 12, 14, 13, 8, 5)","(18, 6, 4, 8, 4, 9, 17, 17, 20, 4)"
3,9,"(10, 2, 9, 8, 0, 1, 6, 14, 5, 7, 11)","(7, 20, 20, 13, 5, 16, 3, 7, 6, 9, 12)"
4,0,"(7, 11, 4, 5, 9, 6, 10, 1, 13, 0, 14, 12, 8, 3, 2)","(11, 16, 5, 16, 19, 13, 6, 11, 16, 15, 12, 6, 3, 11, 8)"
4,1,"(14, 9, 8, 5, 10)","(19, 17, 14, 12, 4)"
4,2,"(14, 3, 1, 13, 4, 9, 8, 12, 0, 11, 6, 10, 5)","(18, 17, 15, 8, 2, 8, 16, 5, 7, 6, 7, 4, 12)"
4,3,"(14, 6, 13, 12, 11, 1, 7, 5)","(16, 19, 11, 13, 17, 12, 8, 5)"
4,4,"(11, 0, 3, 14, 8, 1, 6, 7, 2, 9, 5, 4, 13, 12)","(3, 2, 4, 10, 15, 5, 7, 9, 9, 12, 16, 10, 11, 4)"
4,5,"(7, 6, 13, 1, 14, 8)","(15, 3, 17, 17, 17, 2)"
4,6,"(13, 5, 1, 14)","(7, 15, 9, 12)"
4,7,"(5, 11, 13, 1, 2, 0, 3, 4, 9, 10, 12, 8)","(16, 15, 17, 19, 20, 14, 2, 4, 9, 17, 5, 12)"
4,8,"(10, 4, 5, 11, 9, 8, 2, 3, 6, 14, 1)","(1, 2, 16, 7, 8, 6, 4, 3, 18, 16, 10)"
4,9,"(11, 10, 2, 0, 4, 3, 6, 9, 8, 14)","(17, 17, 2, 18, 10, 2, 2, 18, 16, 15)"
5,0,"(5, 6, 12, 1, 7, 0, 11, 8, 9, 10)","(4, 10, 17, 6, 9, 6, 13, 8, 14, 12)"
5,1,"(3, 8, 9, 4, 6)","(10, 4, 9, 10, 8)"
5,2,"(13, 4, 7, 5, 12)","(1, 19, 12, 15, 5)"
5,3,"(11, 7, 5, 12, 14, 6, 3, 2, 4, 1, 8, 10, 0, 13, 9)","(15, 17, 16, 6, 14, 10, 13, 9, 8, 7, 2, 3, 18, 7, 2)"
5,4,"(8, 10, 12, 9, 3, 6, 14, 0, 11, 4, 2, 7, 5)","(15, 6, 3, 7, 1, 5, 9, 3, 17, 1, 15, 10, 14)"
5,5,"(14, 13, 6, 9, 10, 12, 11, 8, 3)","(20, 19, 7, 5, 18, 15, 4, 8, 15)"
6,0,"(13,)","(17,)"
6,1,"(9, 5)","(19, 6)"
