kind,task,machine_selectable,process_time
0,0,"(12, 14, 3, 7, 6, 0, 8, 10, 13)","(17, 13, 1, 12, 1, 11, 12, 20, 1)"
0,1,"(3, 12, 0)","(19, 9, 13)"
0,2,"(2, 5, 10, 12, 3, 14, 7, 8, 11, 6, 9, 1, 0, 4, 13)","(16, 17, 2, 7, 4, 4, 3, 18, 15, 20, 2, 2, 18, 16, 16)"
0,3,"(14, 6, 11)","(9, 4, 12)"
0,4,"(13, 5, 7, 14, 11, 4, 6, 0, 1, 12, 10, 8, 3, 9, 2)","(20, 1, 15, 2, 2, 5, 15, 5, 4, 2, 6, 9, 10, 3, 3)"
0,5,"(1, 4, 13, 7, 6, 11, 0, 2, 12, 5, 3)","(6, 17, 9, 14, 7, 13, 4, 2, 12, 17, 3)"
1,0,"(9, 0, 5, 14, 3, 4, 6, 13, 7)","(13, 14, 12, 17, 18, 18, 18, 3, 9)"
1,1,"(1, 14, 5, 12, 10, 0, 9, 11)","(1, 9, 5, 10, 12, 11, 7, 13)"
1,2,"(6, 4, 13, 14, 5, 7, 1, 3, 12)","(4, 11, 6, 2, 8, 16, 10, 11, 8)"
1,3,"(0, 4, 11, 6, 7, 5, 1, 8, 3, 12, 10, 14)","(6, 7, 20, 4, 15, 8, 4, 13, 11, 5, 6, 14)"
1,4,"(2, 7, 10, 0, 14, 4, 11)","(1, 15, 20, 9, 15, 16, 19)"
1,5,"(5, 7, 0)","(6, 3, 19)"
1,6,"(1, 10, 6, 12, 0, 9, 2, 3, 13, 5, 4, 11, 8, 7, 14)","(1, 1, 17, 1, 11, 18, 14, 15, 1, 17, 1, 4, 7, 19, 7)"
2,0,"(1, 11, 10)","(1, 5, 10)"
2,1,"(12, 14, 9, 8, 4, 11, 10, 6, 1, 7, 13, 0, 5, 3, 2)","(14, 20, 4, 20, 2, 12, 11, 15, 8, 1, 15, 8, 6, 6, 7)"
2,2,"(0, 6)","(14, 5)"
2,3,"(1, 10, 12, 5, 3, 11, 8, 14, 4, 0, 9, 2, 13)","(4, 7, 15, 14, 19, 20, 10, 4, 17, 19, 1, 15, 18)"
2,4,"(9, 10, 14)","(7, 5, 4)"
2,5,"(6, 13, 8, 4, 3, 10, 2, 5, 0, 1, 11, 9, 7)","(14, 3, 17, 13, 13, 7, 15, 7, 7, 9, 11, 18, 16)"
3,0,"(7, 1, 4, 6, 2, 3, 9, 5, 0, 8, 12, 14, 13, 10, 11)","(4, 13, 18, 3, 9, 6, 14, 19, 5, 8, 5, 1, 20, 20, 12)"
3,1,"(11,)","(6,)"
3,2,"(2, 10, 3, 8, 11, 1)","(15, 16, 12, 13, 8, 2)"
3,3,"(9, 1, 11)","(7, 11, 15)"
3,4,"(2, 7, 3, 5, 12, 10, 13, 1, 14, 6, 4, 0, 11)","(4, 15, 19, 10, 7, 5, 1, 16, 7, 20, 7, 17, 17)"
3,5,"(13, 9, 5, 4, 8, 6, 2)","(12, 18, 1, 9, 20, 1, 9)"
3,6,"(14, 10)","(15, 13)"
4,0,"(7, 3, 2, 10, 6, 5, 8)","(8, 9, 2, 12, 12, 14, 1)"
4,1,"(10, 3, 0, 5, 11, 4, 2, 9)","(10, 15, 6, 10, 20, 17, 3, 10)"
4,2,"(1, 11)","(20, 7)"
4,3,"(2, 3, 5, 6, 14, 12, 0, 10)","(11, 14, 17, 4, 12, 4, 2, 8)"
4,4,"(3, 9, 1, 7, 5)","(2, 15, 6, 5, 16)"
4,5,"(4, 2, 10, 3, 8)","(13, 1, 5, 3, 9)"
4,6,"(9, 11, 8)","(15, 5, 20)"
4,7,"(6, 14, 7)","(5, 15, 16)"
5,0,"(11, 9, 0, 10, 5, 4, 13, 7)","(6, 8, 11, 13, 18, 7, 1, 4)"
5,1,"(14, 3, 6, 9, 13, 5, 0, 11, 10)","(19, 10, 11, 9, 16, 8, 19, 16, 7)"
5,2,"(10, 2, 5, 12, 11)","(5, 5, 4, 14, 1)"
5,3,"(12, 10, 2, 9, 11, 1, 0, 13, 6, 8, 5, 3, 14, 4)","(6, 17, 16, 4, 8, 9, 5, 1, 6, 16, 17, 13, 10, 7)"
5,4,"(9,)","(4,)"
5,5,"(0,)","(8,)"
