kind,task,machine_selectable,process_time
0,0,"(7, 5, 2, 11, 12)","(11, 11, 5, 10, 4)"
0,1,"(2, 13)","(15, 17)"
0,2,"(13, 12, 5, 2, 6, 7, 3, 14, 4)","(20, 17, 4, 17, 1, 10, 13, 14, 7)"
0,3,"(2, 4, 14, 7, 10, 1, 11, 13, 9, 5, 0, 3, 6, 12)","(20, 14, 9, 14, 13, 10, 9, 11, 19, 12, 6, 1, 9, 16)"
0,4,"(12, 3, 6, 1, 7, 11, 9, 8, 5, 13)","(8, 2, 6, 17, 7, 5, 11, 1, 19, 15)"
0,5,"(1, 7, 6, 0, 2, 3, 13, 14, 4)","(1, 4, 14, 20, 11, 16, 15, 5, 8)"
0,6,"(2, 14, 9, 8, 4, 1, 7, 10, 6, 0, 12, 11, 13)","(1, 13, 2, 3, 1, 10, 11, 17, 8, 9, 16, 15, 6)"
0,7,"(14,)","(17,)"
1,0,"(7, 4, 1, 6, 10, 11, 3, 14, 0, 2, 8)","(5, 14, 1, 5, 10, 5, 18, 2, 1, 19, 11)"
1,1,"(8, 13, 12, 11, 7, 0, 14, 1)","(10, 12, 5, 18, 9, 3, 13, 9)"
1,2,"(4, 10, 14, 11, 5, 13, 8)","(2, 7, 4, 14, 13, 8, 18)"
1,3,"(12, 13, 1, 8, 2, 14, 0, 11, 9, 3)","(19, 4, 19, 4, 7, 3, 16, 10, 11, 17)"
1,4,"(7, 0, 8, 2)","(5, 9, 14, 3)"
1,5,"(14, 4, 10, 8, 7, 3, 1, 11, 9, 2, 12, 13, 5, 6)","(13, 20, 13, 15, 5, 10, 15, 16, 5, 18, 1, 12, 20, 12)"
1,6,"(14, 5, 12, 10, 11, 2, 4, 8, 9, 0, 1, 6, 3, 13, 7)","(3, 7, 3, 15, 7, 3, 16, 5, 6, 19, 9, 13, 20, 2, 10)"
1,7,"(11, 5, 4, 12, 6, 13, 10)","(16, 4, 10, 12, 8, 2, 17)"
1,8,"(7, 13, 8, 12, 14, 11, 9, 1, 2, 3, 6)","(12, 13, 20, 3, 20, 14, 18, 4, 20, 11, 19)"
1,9,"(10, 1, 7, 4, 6, 5, 0, 13, 12, 2, 11, 8, 14)","(8, 14, 11, 10, 13, 4, 3, 3, 13, 9, 1, 18, 16)"
2,0,"(6, 2, 3, 10, 7, 4, 14, 0)","(12, 8, 15, 11, 1, 15, 6, 5)"
2,1,"(13, 9, 1, 6, 3, 7, 5, 4, 12, 14, 2, 0, 10)","(1, 14, 20, 10, 8, 16, 20, 16, 18, 9, 8, 4, 1)"
2,2,"(13, 10, 8, 2, 5, 7)","(19, 4, 5, 1, 10, 18)"
2,3,"(4, 10, 14, 13, 5, 2, 8, 3, 9, 6, 12, 11, 7)","(11, 9, 10, 16, 3, 14, 7, 20, 7, 11, 20, 14, 17)"
2,4,"(1, 2, 8, 3, 12)","(11, 1, 20, 20, 7)"
2,5,"(14, 6, 13, 7, 10, 5, 0, 1, 2, 8)","(5, 17, 17, 17, 3, 15, 5, 12, 9, 2)"
2,6,"(7, 6, 8, 14, 5, 3, 1, 2, 10, 4)","(10, 14, 3, 4, 15, 12, 13, 5, 15, 3)"
3,0,"(11, 6)","(17, 17)"
3,1,"(5, 9, 2, 12, 1, 13)","(18, 7, 12, 11, 9, 7)"
3,2,"(10, 9, 14, 8, 12, 13, 5, 6)","(14, 4, 14, 18, 12, 16, 19, 16)"
3,3,"(6, 14, 0, 5, 9, 1, 7)","(11, 12, 15, 12, 6, 3, 12)"
3,4,"(0, 2, 12, 8, 5)","(18, 1, 11, 4, 6)"
3,5,"(4, 10, 0, 5)","(19, 11, 15, 6)"
4,0,"(12, 14, 13, 6, 11, 3, 10, 7, 1, 2)","(9, 18, 7, 10, 18, 17, 13, 1, 5, 8)"
