kind,task,machine_selectable,process_time
0,0,"(11, 4, 16, 1, 9, 6, 17, 19, 13, 0, 12, 10, 14, 8, 7, 2)","(1, 8, 4, 7, 19, 4, 7, 14, 18, 19, 6, 14, 18, 20, 5, 3)"
0,1,"(19, 1)","(17, 13)"
0,2,"(3, 10, 6, 0, 15, 18, 14, 17, 9, 8, 16, 5, 19, 4, 7, 2)","(10, 11, 10, 4, 6, 16, 16, 9, 8, 5, 15, 14, 17, 4, 12, 11)"
0,3,"(15, 18, 13, 14, 0, 11, 17, 16, 1, 6, 8)","(15, 15, 17, 14, 8, 2, 2, 2, 17, 20, 3)"
0,4,"(15, 1, 19, 0, 12, 6, 13, 11, 18, 2, 3)","(9, 12, 18, 5, 17, 5, 2, 8, 7, 10, 11)"
0,5,"(18, 16, 6, 14, 13, 7, 9, 11, 3, 19, 8, 4, 0, 5, 1)","(15, 6, 2, 14, 12, 5, 15, 20, 2, 18, 12, 2, 3, 12, 3)"
0,6,"(2, 4, 15, 14, 3, 16, 19, 11, 7, 12, 6, 0, 10, 1, 13, 5)","(3, 8, 6, 18, 2, 3, 1, 3, 9, 3, 4, 12, 6, 17, 15, 6)"
0,7,"(7, 15, 4, 6, 12, 0)","(2, 10, 20, 11, 11, 9)"
0,8,"(13, 1, 16, 3, 5, 14, 11, 6, 17, 2, 9, 8, 7, 19, 4, 10)","(16, 18, 18, 11, 15, 20, 7, 20, 6, 18, 9, 12, 10, 9, 6, 17)"
0,9,"(0, 9, 12, 10, 19, 5)","(17, 7, 11, 13, 8, 3)"
1,0,"(14, 19, 13, 15, 10, 5, 0, 12, 17, 18, 11, 9, 6, 3, 8, 2)","(18, 3, 10, 13, 13, 10, 2, 5, 2, 20, 2, 17, 8, 7, 10, 14)"
1,1,"(3, 9, 1, 0, 2, 6)","(6, 1, 5, 10, 3, 8)"
1,2,"(12, 15)","(3, 7)"
1,3,"(17, 7, 14)","(18, 12, 16)"
1,4,"(18, 13, 11, 4)","(17, 15, 7, 11)"
1,5,"(16, 2, 8, 14, 4, 5)","(6, 8, 17, 10, 19, 16)"
1,6,"(1, 17)","(3, 4)"
1,7,"(6, 16, 12, 4, 7, 17, 9, 11, 14, 18, 3, 8, 10, 15, 1)","(3, 12, 16, 19, 14, 14, 16, 15, 7, 8, 20, 2, 17, 19, 4)"
1,8,"(17, 12, 11, 4, 13, 8, 0, 18, 3, 7, 5, 6, 15, 16, 9, 1)","(13, 7, 5, 11, 5, 1, 19, 6, 1, 9, 12, 3, 10, 15, 2, 2)"
1,9,"(2, 18, 9, 13, 16, 0)","(9, 11, 5, 9, 8, 5)"
2,0,"(11, 6, 18, 10, 7, 4, 0, 12, 9, 3, 8, 16, 13, 15, 5, 14, 19)","(4, 10, 17, 5, 13, 3, 5, 20, 16, 10, 9, 6, 6, 5, 3, 12, 18)"
2,1,"(15, 12, 19, 9, 7, 13, 8, 17, 16, 6, 3, 10, 11, 2, 0, 1, 4, 5, 14)","(19, 13, 5, 9, 16, 7, 15, 6, 15, 19, 13, 14, 7, 9, 6, 12, 18, 14, 2)"
2,2,"(0, 1, 13)","(19, 19, 2)"
2,3,"(13, 14, 5, 11, 10, 1, 18, 12, 8, 4, 9)","(19, 1, 3, 8, 13, 3, 13, 7, 3, 17, 13)"
2,4,"(8, 5, 4, 6, 17, 3, 18, 1, 12, 2, 10, 16, 0, 9, 13)","(19, 8, 8, 5, 7, 20, 8, 7, 17, 4, 10, 11, 7, 6, 13)"
2,5,"(19, 13, 8, 6, 7, 1, 4, 2, 15, 9, 5, 16, 12, 18, 10, 17, 11, 14)","(20, 14, 18, 16, 2, 20, 12, 8, 19, 8, 5, 1, 12, 18, 2, 4, 3, 12)"
2,6,"(19, 12, 8, 11, 6, 15, 13, 7, 14, 2, 17, 18, 4, 16, 3)","(15, 13, 18, 8, 17, 18, 8, 4, 6, 20, 3, 11, 13, 19, 2)"
2,7,"(11, 13, 16, 6, 12, 10, 0, 19, 1, 3, 17, 5, 9, 18)","(7, 7, 8, 10, 8, 10, 12, 6, 11, 10, 8, 4, 19, 12)"
2,8,"(7, 16, 13, 19, 10, 3, 15, 14, 18, 2, 17)","(18, 4, 8, 12, 8, 12, 14, 13, 8, 9, 20)"
3,0,"(1, 17, 9, 3, 19, 7, 0, 2, 11, 8, 5, 14, 4, 6, 16, 12, 18, 15, 10, 13)","(5, 8, 2, 6, 14, 20, 15, 2, 6, 15, 8, 16, 12, 17, 18, 6, 14, 15, 5, 9)"
3,1,"(4, 9, 17, 5, 0, 18, 7, 2, 13, 14, 3)","(12, 14, 13, 13, 17, 17, 18, 12, 4, 19, 12)"
3,2,"(4,)","(19,)"
3,3,"(14, 18, 13, 10, 9, 19, 16, 6, 4, 15, 7, 2, 0, 8, 17, 12)","(6, 15, 18, 1, 9, 16, 15, 14, 5, 10, 17, 4, 11, 4, 19, 14)"
3,4,"(16, 2, 6, 12, 14)","(17, 16, 3, 11, 12)"
3,5,"(0, 2, 15, 10, 17, 5, 3, 18, 8)","(18, 16, 13, 2, 7, 18, 16, 6, 12)"
4,0,"(16, 0, 3, 7, 12, 15, 11, 1, 6, 5, 4, 10, 14, 9, 13)","(5, 12, 6, 20, 13, 9, 16, 1, 2, 11, 7, 11, 11, 4, 4)"
4,1,"(0, 19, 10, 13, 11, 17, 3, 7, 5, 8, 4, 14, 12, 16, 1, 15)","(13, 13, 9, 7, 1, 8, 13, 12, 19, 1, 2, 8, 16, 2, 14, 16)"
4,2,"(7, 1, 9, 17, 6, 19, 15, 3, 11, 5, 12, 4, 0, 8)","(2, 1, 16, 10, 6, 16, 14, 8, 10, 8, 14, 20, 4, 13)"
4,3,"(7, 17)","(16, 15)"
4,4,"(2, 6, 17, 11, 10, 3, 13, 16, 9, 0, 5, 4, 8, 1, 18, 19)","(1, 16, 15, 13, 7, 10, 7, 15, 17, 9, 6, 20, 19, 9, 15, 18)"
4,5,"(14, 13, 5, 11, 10, 1, 2, 9, 15, 12, 19, 4, 16, 7, 6, 18, 0, 8)","(7, 1, 17, 5, 6, 14, 16, 15, 16, 8, 10, 7, 14, 18, 20, 9, 13, 19)"
4,6,"(0, 11, 18, 10, 14, 7)","(14, 13, 13, 7, 19, 13)"
4,7,"(17, 2, 7, 16, 0, 15, 5, 9, 11, 3, 4, 6, 8)","(11, 4, 16, 3, 3, 16, 17, 20, 16, 6, 1, 10, 1)"
4,8,"(8, 7, 5, 4)","(18, 4, 13, 9)"
4,9,"(4, 1, 13, 2, 11, 10, 19, 5, 18)","(13, 19, 5, 3, 3, 13, 10, 20, 16)"
5,0,"(4, 12, 9, 7, 16, 14, 0, 5, 8)","(3, 18, 3, 18, 2, 11, 14, 10, 11)"
5,1,"(0, 11, 10, 4, 15, 6)","(13, 3, 20, 12, 13, 8)"
5,2,"(19, 1, 13, 8, 16, 15, 0, 3, 12, 17, 14, 11, 5, 9)","(2, 4, 9, 11, 14, 20, 2, 7, 16, 6, 16, 9, 17, 17)"
5,3,"(12, 16, 19, 14, 9, 6)","(5, 2, 11, 1, 18, 6)"
5,4,"(1, 18, 6, 8, 19, 10, 13, 17)","(3, 3, 11, 17, 7, 4, 2, 9)"
5,5,"(14, 18, 5, 19, 7, 13, 0, 11, 17, 6, 10, 15, 16, 8, 1, 4, 3, 2)","(11, 13, 11, 14, 6, 12, 11, 7, 8, 2, 9, 6, 7, 12, 3, 12, 8, 17)"
5,6,"(7, 18, 11, 12, 6, 4)","(15, 1, 19, 10, 8, 17)"
5,7,"(16, 0, 17, 1)","(20, 15, 1, 20)"
6,0,"(5, 2, 17, 0, 9, 3, 10, 6, 18, 4, 11, 12, 8, 19, 15, 7, 1, 16, 14, 13)","(2, 7, 20, 11, 11, 17, 2, 10, 15, 3, 3, 18, 14, 8, 6, 20, 3, 2, 20, 11)"
6,1,"(9, 16, 6, 8, 1, 18, 10, 5, 4, 19, 2, 7, 13, 17, 15)","(13, 18, 6, 3, 9, 13, 14, 14, 5, 3, 17, 17, 5, 11, 15)"
6,2,"(1, 8, 15, 14, 10, 2, 4, 5, 7, 18, 19, 17, 3, 16, 12, 0, 11, 13)","(1, 12, 12, 9, 8, 6, 15, 10, 13, 9, 19, 12, 4, 16, 15, 10, 8, 20)"
6,3,"(7, 11, 19, 8, 9, 0, 17, 5, 2, 3, 15)","(9, 1, 1, 1, 17, 12, 11, 10, 15, 20, 19)"
6,4,"(1, 5, 3, 16, 11, 12, 17, 10, 7, 9, 13, 18, 6, 8, 0, 2, 19)","(13, 18, 10, 10, 5, 9, 5, 16, 17, 18, 5, 11, 2, 20, 18, 13, 11)"
6,5,"(9, 18, 10, 15, 4, 7, 17, 12, 14, 11, 0, 5, 13, 1, 6, 3, 8, 16, 19)","(19, 17, 19, 3, 2, 8, 8, 14, 16, 10, 15, 20, 18, 7, 8, 20, 19, 7, 13)"
7,0,"(4, 13, 6, 7, 17, 2, 5, 10, 12, 9, 19, 16, 8, 3, 1, 14, 11, 0, 18, 15)","(7, 6, 4, 9, 14, 3, 8, 15, 5, 1, 3, 6, 19, 12, 6, 8, 11, 4, 6, 6)"
7,1,"(3,)","(18,)"
7,2,"(14, 7, 3, 9, 0, 17, 11, 10, 6, 18, 12, 2)","(3, 6, 5, 3, 5, 6, 8, 11, 11, 14, 11, 15)"
7,3,"(13, 18, 16, 14, 10, 19, 7, 9, 17, 12, 15, 5, 3, 4, 8, 2, 6, 11)","(20, 13, 17, 9, 13, 11, 8, 19, 7, 10, 10, 16, 18, 14, 2, 5, 3, 17)"
7,4,"(15, 14, 4, 17, 9, 13, 11, 10, 2, 19, 6, 16, 7, 0, 12, 5, 8, 1, 18, 3)","(18, 19, 9, 18, 3, 6, 20, 9, 13, 13, 18, 18, 9, 7, 12, 17, 19, 4, 8, 12)"
