kind,task,machine_selectable,process_time
0,0,"(4, 6, 5)","(4, 19, 14)"
0,1,"(11, 3, 12, 0, 5, 4, 6, 8, 9)","(6, 6, 15, 2, 10, 6, 9, 8, 7)"
0,2,"(7, 12, 2, 3, 8, 1, 4, 5, 6, 9, 10, 11, 0, 13, 14)","(16, 11, 19, 18, 12, 15, 15, 18, 8, 14, 1, 5, 16, 15, 10)"
0,3,"(12,)","(16,)"
0,4,"(7, 1, 14, 11, 13, 6, 10, 3, 4, 9, 12, 0, 5)","(2, 17, 10, 15, 19, 14, 1, 14, 6, 20, 14, 1, 7)"
0,5,"(1, 13, 7, 9, 0, 11, 6)","(3, 2, 4, 9, 6, 15, 7)"
0,6,"(6, 7, 3, 4, 5, 14, 13, 1, 9, 11, 2, 0, 12, 8, 10)","(19, 9, 4, 12, 15, 13, 7, 9, 5, 12, 15, 8, 15, 6, 15)"
0,7,"(14, 0, 6, 8, 2, 7, 12, 11)","(8, 8, 15, 17, 6, 20, 16, 9)"
1,0,"(14, 6, 0, 4, 3, 2, 11)","(2, 8, 2, 5, 4, 3, 12)"
1,1,"(8, 10, 14, 12, 7, 13)","(11, 12, 9, 1, 12, 9)"
1,2,"(6, 3, 8, 5, 1, 10, 7, 4, 14)","(11, 13, 5, 19, 1, 1, 20, 14, 11)"
1,3,"(5, 1, 7, 3, 4, 2, 8, 14, 10, 12, 11, 9, 6)","(6, 16, 3, 4, 2, 9, 6, 18, 9, 2, 2, 10, 18)"
1,4,"(12, 14, 7, 0, 10, 1, 11, 5, 3)","(2, 15, 20, 15, 9, 17, 12, 16, 4)"
1,5,"(12, 0, 10, 11, 8, 14, 1, 5, 3, 2, 9, 4)","(13, 16, 4, 15, 20, 13, 9, 16, 15, 18, 1, 5)"
1,6,"(8, 10, 0)","(19, 15, 6)"
2,0,"(6, 9, 11, 14, 7, 12, 13, 3, 4)","(2, 10, 15, 13, 2, 5, 1, 7, 2)"
2,1,"(3, 7)","(10, 9)"
2,2,"(11, 3, 10, 7, 2, 4)","(1, 4, 15, 20, 5, 17)"
2,3,"(3, 11, 9, 8)","(15, 19, 20, 18)"
