kind,task,machine_selectable,process_time
0,0,"(3, 1, 10, 11, 9, 2, 14, 6, 12, 4, 7, 0, 13, 8, 5)","(2, 4, 3, 18, 17, 18, 10, 2, 15, 8, 6, 1, 13, 17, 15)"
0,1,"(4, 2, 0, 10, 11, 6, 14)","(10, 10, 4, 4, 4, 10, 18)"
0,2,"(4, 14, 0, 2, 6, 10, 8, 12, 5)","(10, 14, 9, 6, 9, 10, 7, 15, 18)"
0,3,"(4, 1, 5, 9, 0, 7, 10, 12, 11, 13, 6, 8, 14, 2)","(5, 13, 12, 3, 16, 8, 20, 18, 14, 18, 7, 14, 9, 14)"
0,4,"(14, 6, 3, 8, 2, 4, 7)","(1, 19, 12, 16, 3, 2, 12)"
0,5,"(10, 11, 12, 9, 14, 3, 5, 7, 6, 4, 1, 13, 2)","(7, 11, 17, 9, 12, 5, 7, 13, 19, 20, 5, 11, 20)"
0,6,"(10, 2)","(8, 3)"
1,0,"(2, 7, 3, 11, 10, 5, 1, 6)","(7, 6, 13, 11, 3, 2, 17, 2)"
1,1,"(3,)","(4,)"
1,2,"(2, 11, 1, 5, 8, 3, 10, 7)","(14, 5, 5, 8, 7, 16, 10, 16)"
1,3,"(13,)","(10,)"
1,4,"(8, 1, 4, 5, 3, 7, 6, 13, 14)","(19, 19, 12, 14, 18, 3, 9, 14, 14)"
2,0,"(4, 6, 13, 7, 2, 8, 5, 3, 0, 9, 10, 12)","(2, 1, 1, 14, 2, 15, 8, 13, 14, 11, 20, 2)"
2,1,"(1, 9, 0, 5, 14, 12, 7, 13, 4, 6, 11, 10)","(12, 20, 11, 6, 11, 10, 8, 18, 18, 1, 11, 8)"
2,2,"(6, 11, 7, 1, 12, 3, 14, 2, 5, 8, 10, 0)","(7, 4, 15, 17, 9, 20, 18, 11, 6, 5, 5, 11)"
2,3,"(5, 13, 8, 10, 1, 6, 9, 7, 0, 4)","(1, 8, 14, 10, 1, 20, 17, 18, 15, 4)"
2,4,"(3, 7, 11, 0, 8, 12, 6)","(8, 9, 14, 19, 13, 15, 5)"
2,5,"(3, 11, 7, 1, 0, 14, 5, 6, 9, 2, 4, 10, 8, 13)","(18, 6, 18, 16, 6, 7, 3, 14, 5, 17, 18, 13, 19, 1)"
2,6,"(0, 7, 4, 8, 11, 6, 1, 10, 9, 3, 5, 13, 14, 2)","(3, 3, 9, 2, 7, 19, 12, 18, 1, 4, 11, 13, 20, 11)"
2,7,"(0, 10, 2, 12, 8, 7)","(2, 8, 2, 15, 20, 8)"
3,0,"(12, 10, 11, 1)","(12, 15, 18, 17)"
3,1,"(4, 14, 12, 1, 5, 13, 3, 9, 11, 2, 0, 8)","(13, 11, 6, 20, 20, 9, 6, 19, 7, 7, 8, 5)"
3,2,"(4, 1)","(14, 9)"
3,3,"(4, 6, 7, 9, 2, 11, 5, 0, 12, 1, 3)","(8, 1, 15, 19, 13, 7, 15, 3, 20, 5, 3)"
3,4,"(9, 14, 10, 8, 6, 2, 0, 7, 4, 13, 3, 12)","(17, 9, 18, 12, 13, 10, 19, 6, 20, 1, 13, 6)"
3,5,"(13, 7, 9, 12, 6, 14, 2, 10, 1, 5, 11, 0, 4)","(13, 14, 3, 15, 1, 6, 17, 19, 2, 8, 20, 9, 19)"
3,6,"(6, 10, 7)","(1, 16, 12)"
3,7,"(8, 14, 5, 4, 10, 1)","(16, 14, 12, 7, 7, 20)"
4,0,"(7, 1, 13, 0, 14, 10, 3, 5, 6, 8, 2, 4)","(3, 12, 16, 3, 5, 14, 7, 17, 12, 15, 16, 11)"
4,1,"(12, 3, 6, 4, 7, 14)","(11, 19, 2, 18, 10, 19)"
4,2,"(7, 4, 9, 10, 13, 6, 11, 8, 12, 14, 5, 2, 3, 0)","(7, 19, 1, 8, 11, 7, 17, 13, 10, 8, 9, 2, 18, 10)"
4,3,"(1, 13, 9)","(13, 16, 11)"
4,4,"(9,)","(17,)"
4,5,"(12, 8, 4, 11, 1, 5, 14, 9, 2, 0, 6)","(18, 5, 14, 16, 15, 19, 17, 20, 4, 10, 6)"
4,6,"(10, 14, 2, 7, 5, 9, 13, 8, 3, 12, 4, 1, 11, 6, 0)","(1, 18, 16, 4, 4, 1, 1, 19, 16, 5, 7, 17, 20, 10, 15)"
4,7,"(14, 4, 0, 6, 11, 2, 1, 12, 9, 10, 5, 7, 3, 8, 13)","(17, 16, 4, 6, 18, 10, 15, 15, 15, 16, 10, 7, 8, 11, 1)"
5,0,"(7, 5, 12, 9, 4)","(15, 19, 7, 16, 11)"
5,1,"(1, 4, 3)","(5, 6, 4)"
5,2,"(0, 4, 9, 6, 10, 14, 2, 3, 13, 1, 12)","(5, 7, 19, 19, 15, 3, 16, 12, 6, 10, 7)"
5,3,"(0, 3, 14, 4, 7, 8, 1, 9)","(16, 9, 12, 1, 3, 19, 16, 9)"
5,4,"(12, 2, 7, 8)","(16, 15, 18, 2)"
6,0,"(3, 1, 0, 9, 5, 8, 12, 13, 14, 7, 6, 4, 11)","(6, 7, 17, 14, 2, 14, 18, 8, 4, 19, 19, 11, 13)"
6,1,"(14,)","(10,)"
6,2,"(5, 8, 9, 4, 11, 12, 14, 3)","(20, 16, 3, 20, 7, 5, 15, 16)"
6,3,"(0, 13)","(19, 13)"
6,4,"(11, 10, 14, 2, 3, 4, 9, 5, 7)","(1, 18, 17, 2, 3, 7, 5, 16, 18)"
6,5,"(5, 7, 9, 4, 2, 14, 0, 11, 1, 3, 13, 12, 8, 6, 10)","(15, 1, 7, 11, 19, 11, 20, 14, 13, 12, 12, 14, 4, 16, 6)"
7,0,"(10, 5, 8, 11, 0, 9, 12, 3, 6)","(6, 13, 15, 9, 8, 5, 13, 4, 6)"
7,1,"(14, 8, 1, 5)","(16, 18, 1, 6)"
7,2,"(0, 4, 12, 5)","(5, 6, 18, 5)"
7,3,"(8, 4, 14, 13, 0, 1, 5, 2)","(8, 7, 5, 3, 7, 9, 12, 1)"
7,4,"(13, 0, 10, 12, 3, 7, 14, 11, 6, 1, 5, 2)","(18, 2, 14, 13, 20, 10, 10, 6, 18, 5, 2, 9)"
