kind,task,machine_selectable,process_time
0,0,"(6, 3, 2, 5, 0, 9)","(14, 3, 12, 19, 16, 14)"
0,1,"(6, 3)","(1, 15)"
0,2,"(9, 4, 5, 3, 7)","(5, 10, 16, 14, 12)"
0,3,"(9, 0)","(19, 7)"
0,4,"(9,)","(10,)"
1,0,"(9, 5, 2, 8, 0, 6, 1)","(13, 5, 1, 11, 7, 9, 11)"
1,1,"(2, 4, 3, 8, 0, 9, 7, 1, 5)","(14, 11, 13, 17, 8, 1, 13, 2, 1)"
1,2,"(0, 2, 7, 3, 1, 8, 4)","(6, 7, 12, 17, 15, 17, 18)"
1,3,"(3, 4, 9, 1, 0, 8)","(13, 15, 6, 14, 9, 15)"
1,4,"(5, 7, 4, 8, 6, 3)","(15, 16, 8, 18, 9, 13)"
2,0,"(0,)","(13,)"
2,1,"(8, 6, 3, 4, 9, 0, 7, 2)","(6, 5, 18, 20, 3, 10, 8, 14)"
2,2,"(0, 4, 3, 5, 6, 8, 9, 1, 2)","(16, 7, 18, 11, 12, 4, 14, 9, 9)"
2,3,"(0, 9, 3, 4, 2, 8, 1, 5)","(20, 19, 18, 18, 18, 4, 14, 16)"
2,4,"(3, 6, 8, 1, 4, 0, 7, 9)","(18, 16, 5, 9, 18, 20, 18, 5)"
3,0,"(9,)","(17,)"
3,1,"(3, 9, 0)","(2, 9, 16)"
3,2,"(9, 6, 8, 0, 2)","(8, 2, 19, 1, 18)"
3,3,"(0, 4)","(14, 7)"
3,4,"(9, 6, 0, 8, 3, 4, 2)","(13, 20, 10, 4, 6, 13, 13)"
3,5,"(4, 8, 1, 6, 7, 0, 9, 2)","(17, 8, 18, 10, 6, 1, 9, 3)"
3,6,"(7, 0)","(16, 12)"
3,7,"(9,)","(5,)"
4,0,"(8, 6, 5, 1)","(4, 3, 10, 4)"
4,1,"(2, 4, 8, 3)","(16, 6, 15, 20)"
4,2,"(9, 4, 8, 6, 1, 0, 2, 3, 7)","(11, 14, 2, 5, 14, 2, 16, 19, 6)"
4,3,"(6, 7)","(1, 10)"
4,4,"(1,)","(8,)"
5,0,"(6, 1, 7)","(15, 5, 9)"
5,1,"(0, 7, 6)","(2, 10, 7)"
5,2,"(4, 1, 7, 2, 8, 0)","(10, 17, 15, 10, 1, 20)"
5,3,"(3, 9, 2, 4, 8, 7, 0)","(20, 15, 1, 4, 16, 6, 1)"
5,4,"(1, 5, 3)","(1, 18, 17)"
5,5,"(0, 2, 1, 3, 8, 4)","(16, 13, 15, 3, 14, 20)"
5,6,"(7, 5, 3, 4, 2)","(3, 17, 8, 1, 17)"
6,0,"(5, 3, 8, 9, 2)","(7, 7, 19, 2, 6)"
6,1,"(7, 2, 0, 3, 5, 1, 4, 6, 9, 8)","(19, 6, 14, 18, 19, 4, 8, 9, 5, 15)"
6,2,"(0, 6, 1)","(10, 20, 13)"
6,3,"(1,)","(11,)"
6,4,"(1, 7, 0, 6, 3)","(2, 17, 17, 3, 5)"
6,5,"(0, 5, 6)","(8, 4, 5)"
6,6,"(3, 5, 4)","(6, 19, 5)"
7,0,"(3, 6)","(20, 14)"
7,1,"(5, 7, 0, 1, 6, 8, 2, 9)","(17, 7, 2, 11, 2, 20, 6, 4)"
7,2,"(1, 8, 3, 6, 0, 5, 7, 9, 4)","(19, 8, 17, 2, 2, 7, 8, 9, 2)"
7,3,"(8, 5, 6, 2, 3, 0, 9, 7, 4)","(8, 2, 9, 14, 3, 6, 18, 20, 17)"
7,4,"(5, 7)","(18, 2)"
7,5,"(3, 6, 1, 0, 9, 2, 7, 4)","(15, 7, 3, 6, 5, 10, 12, 10)"
7,6,"(4, 8, 2, 0, 3, 6, 1, 9, 7, 5)","(10, 11, 20, 18, 2, 1, 5, 5, 14, 18)"
7,7,"(6, 0, 8)","(15, 16, 3)"
7,8,"(8, 5, 9, 3, 4, 0, 2)","(18, 3, 13, 18, 18, 19, 3)"
8,0,"(4, 2, 1)","(19, 6, 19)"
8,1,"(1, 9)","(3, 18)"
8,2,"(7, 5, 9, 3, 1, 8, 0, 4, 6)","(13, 8, 9, 19, 18, 5, 19, 14, 2)"
8,3,"(9, 1, 8, 5)","(13, 18, 10, 9)"
8,4,"(9, 1, 5, 2, 3, 0, 6, 4)","(1, 2, 9, 12, 3, 16, 20, 19)"
8,5,"(6, 0, 3, 5, 7, 1, 4)","(2, 15, 20, 14, 16, 19, 17)"
8,6,"(5, 9, 0, 4, 3, 8, 6)","(15, 11, 2, 2, 9, 16, 20)"
9,0,"(3, 1, 7, 9, 2, 4, 6)","(15, 11, 3, 8, 2, 6, 17)"
9,1,"(5, 6, 9, 2, 0)","(20, 5, 4, 15, 8)"
9,2,"(9, 8, 1, 0, 4, 2, 5, 7, 6)","(1, 10, 11, 2, 3, 13, 19, 11, 9)"
9,3,"(2, 3, 7, 4, 6)","(17, 1, 19, 7, 16)"
9,4,"(9, 4, 3)","(20, 20, 7)"
9,5,"(5, 9, 3)","(14, 11, 9)"
10,0,"(3, 7, 4, 0, 8, 2, 1, 9)","(7, 13, 5, 5, 18, 20, 14, 9)"
10,1,"(5, 0, 7, 2, 3, 8, 6, 4, 1, 9)","(8, 17, 7, 12, 9, 7, 9, 9, 12, 12)"
10,2,"(5, 8, 4, 6, 0, 2, 1)","(11, 16, 9, 17, 3, 11, 9)"
10,3,"(8, 5, 3, 4)","(9, 8, 12, 3)"
10,4,"(2, 3)","(7, 9)"
10,5,"(2, 5, 0, 1, 9, 4, 6)","(17, 1, 1, 14, 8, 16, 12)"
10,6,"(4, 8, 7)","(4, 2, 13)"
10,7,"(2, 5, 8, 0, 3, 4)","(14, 19, 1, 10, 14, 4)"
