kind,task,machine_selectable,process_time
0,0,"(14, 9, 3, 0, 12, 8, 5, 7)","(16, 5, 12, 10, 5, 18, 6, 13)"
0,1,"(9, 8, 18, 16, 15, 11, 5, 3, 1, 7, 6, 10, 13)","(1, 1, 10, 6, 15, 20, 9, 10, 5, 13, 2, 9, 6)"
0,2,"(14, 15, 6, 2, 1)","(3, 1, 10, 2, 12)"
0,3,"(16, 9, 10)","(5, 17, 19)"
0,4,"(2, 1, 9, 7, 14, 5, 11, 16, 13, 4, 15, 12, 19)","(10, 12, 7, 7, 8, 14, 4, 20, 8, 18, 10, 7, 7)"
0,5,"(13, 7, 14, 0, 3, 16, 10, 9, 8, 15)","(6, 5, 18, 7, 20, 16, 7, 5, 1, 10)"
1,0,"(3, 0, 4, 18, 10, 16, 7, 14, 17, 5, 8, 1, 13, 6)","(11, 2, 11, 4, 14, 15, 3, 8, 15, 12, 19, 18, 11, 18)"
1,1,"(10, 11, 16, 2, 15, 7, 6, 1, 12)","(12, 11, 3, 19, 18, 14, 12, 19, 15)"
1,2,"(7, 17, 2, 16, 8)","(19, 1, 14, 20, 13)"
1,3,"(12, 19, 14)","(20, 18, 3)"
1,4,"(8, 14, 9, 11, 2, 16, 5, 3, 6, 4)","(9, 7, 14, 12, 11, 20, 6, 16, 17, 8)"
1,5,"(19,)","(3,)"
1,6,"(3, 8, 11, 5, 2, 1)","(12, 3, 10, 17, 17, 18)"
1,7,"(7, 1, 12, 10, 13, 9, 6, 11, 15, 8, 14, 0, 19, 4, 3, 5, 17, 2, 18)","(7, 8, 15, 13, 7, 2, 10, 14, 17, 19, 19, 13, 18, 12, 4, 20, 17, 15, 11)"
2,0,"(1, 4, 12, 6, 2, 18, 15, 19, 10, 9, 16, 13, 3, 0, 8, 14, 5, 17, 7, 11)","(7, 15, 1, 18, 18, 12, 1, 15, 11, 5, 20, 3, 3, 11, 18, 16, 10, 7, 1, 13)"
2,1,"(9, 11, 12, 1)","(20, 12, 9, 8)"
2,2,"(2, 14, 13, 8, 11, 10, 0, 6, 7, 12)","(18, 16, 9, 9, 3, 8, 10, 9, 12, 9)"
2,3,"(8, 16, 18, 14, 6, 0, 17, 15, 7, 3, 10, 2, 11, 4, 5, 13, 19)","(11, 12, 6, 11, 20, 8, 19, 14, 19, 3, 14, 12, 9, 11, 3, 11, 10)"
