kind,task,machine_selectable,process_time
0,0,"(8, 0, 14, 2, 9, 11, 1)","(12, 3, 16, 15, 5, 9, 10)"
0,1,"(14, 0, 10, 12, 1, 4, 7, 3, 13, 2, 6, 5, 9, 11, 8)","(6, 15, 9, 10, 11, 17, 7, 7, 6, 2, 14, 10, 8, 2, 4)"
0,2,"(12, 13, 10)","(16, 2, 17)"
0,3,"(5, 1, 7, 8, 0, 12, 6, 13, 2, 11, 10, 14, 3)","(14, 16, 8, 8, 13, 11, 13, 11, 4, 7, 11, 7, 14)"
0,4,"(5, 1, 2, 6, 4, 9, 10, 7, 3)","(5, 14, 8, 7, 17, 1, 6, 7, 16)"
0,5,"(7, 6, 5)","(9, 4, 19)"
1,0,"(1,)","(3,)"
1,1,"(3, 13, 12, 14, 5, 8)","(17, 1, 9, 17, 6, 4)"
1,2,"(7, 6, 4)","(9, 5, 15)"
1,3,"(9, 8)","(7, 6)"
1,4,"(2, 3, 9, 13, 5, 4, 14)","(1, 1, 7, 13, 5, 19, 7)"
2,0,"(6, 4, 9, 0, 14, 13, 8, 10, 3, 7, 12, 2, 11, 1)","(16, 4, 2, 1, 16, 2, 19, 14, 11, 8, 15, 7, 5, 3)"
2,1,"(9, 14, 10, 0, 8)","(8, 6, 5, 2, 12)"
2,2,"(5, 4, 8, 11, 10, 0, 2, 6, 9, 13, 14, 12, 7, 3)","(19, 12, 1, 8, 14, 9, 11, 11, 5, 11, 3, 2, 1, 9)"
2,3,"(14, 12, 9, 8, 0, 6, 11, 7, 13, 1, 4, 3)","(18, 16, 7, 7, 12, 18, 8, 17, 10, 19, 10, 3)"
2,4,"(4, 1, 2, 7, 10, 14, 9, 0, 3, 6)","(11, 10, 17, 8, 16, 18, 13, 5, 2, 3)"
3,0,"(11,)","(6,)"
3,1,"(7, 2)","(5, 19)"
3,2,"(13, 8, 11, 6, 5)","(10, 15, 13, 8, 4)"
3,3,"(8, 2, 1, 0, 9, 7, 4, 5, 13, 3, 11, 12)","(6, 12, 18, 13, 3, 15, 11, 17, 16, 12, 14, 14)"
3,4,"(4, 8, 6, 13, 7, 3, 5, 2, 10, 11, 14)","(13, 2, 5, 11, 17, 11, 18, 14, 3, 12, 12)"
3,5,"(11, 5, 2, 14, 10)","(2, 1, 19, 18, 17)"
