kind,task,machine_selectable,process_time
0,0,"(1, 5, 13, 12, 7, 10, 4, 11, 15, 2, 3)","(6, 19, 7, 3, 6, 12, 5, 9, 12, 16, 15)"
0,1,"(10, 7, 9, 15, 17, 12, 0, 1, 18, 5, 3)","(17, 3, 17, 2, 2, 13, 17, 3, 19, 16, 18)"
0,2,"(8, 4, 3, 13, 9, 2, 19, 17)","(16, 7, 13, 14, 13, 9, 2, 3)"
0,3,"(11, 7, 12, 16, 19, 1)","(5, 15, 15, 7, 11, 1)"
0,4,"(4, 0, 17, 6, 14, 1, 16, 5, 12, 2, 18, 13)","(2, 10, 12, 2, 5, 5, 17, 6, 10, 4, 20, 18)"
0,5,"(17, 18, 3, 10, 4, 16, 5, 12, 15, 6, 14)","(11, 2, 4, 13, 5, 13, 12, 13, 1, 12, 20)"
0,6,"(12,)","(15,)"
0,7,"(18, 16, 10, 3, 7, 8, 9, 13, 19)","(13, 8, 15, 8, 1, 15, 15, 15, 4)"
1,0,"(11, 4, 1, 3, 15, 14, 12, 7)","(17, 19, 19, 3, 4, 5, 13, 18)"
1,1,"(15, 13, 0)","(11, 20, 13)"
1,2,"(14, 1, 15, 17, 10, 16, 8, 19, 4, 12, 7, 13, 2, 9, 6, 18, 5, 0)","(20, 11, 6, 13, 2, 1, 9, 10, 16, 1, 8, 8, 14, 19, 5, 9, 1, 9)"
1,3,"(2, 6, 16, 8)","(7, 14, 20, 18)"
1,4,"(1, 12, 5, 13, 2, 3, 17)","(18, 3, 13, 20, 3, 15, 2)"
1,5,"(14, 10, 6, 18, 9, 13, 1, 5, 15, 19, 7, 8, 11, 3, 0)","(1, 4, 20, 16, 14, 15, 5, 5, 11, 7, 10, 16, 13, 11, 5)"
1,6,"(16, 12, 1, 0, 18, 13)","(20, 17, 16, 6, 1, 1)"
1,7,"(2, 3, 8, 17, 18, 9)","(20, 8, 13, 12, 13, 20)"
2,0,"(15, 0, 6, 14, 13, 3)","(7, 1, 6, 7, 17, 18)"
2,1,"(3, 17, 13, 11, 2, 0, 6, 7, 4, 1, 12, 8, 15, 19, 9, 14, 16, 18, 5, 10)","(15, 7, 1, 20, 13, 8, 15, 3, 6, 2, 19, 12, 18, 10, 12, 1, 7, 10, 18, 13)"
2,2,"(14, 6, 3, 18, 12, 1, 19, 11, 17, 8, 15, 13, 16, 5, 7, 0)","(3, 18, 8, 14, 15, 17, 1, 15, 7, 20, 4, 8, 3, 6, 15, 16)"
2,3,"(16, 2, 10, 4, 19, 8)","(13, 14, 9, 4, 19, 11)"
2,4,"(6, 5, 1, 2, 14, 16, 0)","(5, 8, 10, 13, 9, 8, 14)"
2,5,"(6, 13, 19, 10, 5, 8, 11, 14, 4, 17, 0, 3)","(17, 7, 20, 18, 1, 2, 3, 7, 7, 20, 18, 17)"
2,6,"(9, 2)","(16, 2)"
2,7,"(18, 1, 10, 3, 8, 17, 4, 5, 6, 19, 2)","(20, 14, 13, 1, 14, 13, 7, 2, 4, 17, 12)"
2,8,"(9, 18, 13, 5, 12, 19)","(16, 1, 9, 12, 4, 12)"
2,9,"(14, 9, 2, 13, 3, 7, 15, 10, 0, 17, 18, 16, 12, 4, 8, 1, 11, 6)","(2, 15, 16, 15, 18, 18, 10, 20, 14, 3, 6, 18, 4, 3, 18, 18, 19, 13)"
3,0,"(8, 6, 15, 16, 0, 2, 13, 10, 19, 18, 1, 3, 5, 11, 17)","(12, 1, 5, 20, 19, 18, 4, 20, 4, 2, 5, 7, 6, 19, 16)"
3,1,"(14, 17, 16, 4, 12, 3, 7, 15, 9, 11, 2, 10, 6, 13)","(11, 9, 1, 13, 19, 5, 17, 17, 19, 12, 20, 13, 10, 7)"
3,2,"(0, 1, 10, 4, 9, 14, 17, 8, 18, 2, 16, 13, 6, 15, 7, 19, 5, 3, 12, 11)","(10, 4, 3, 5, 12, 19, 2, 1, 9, 7, 7, 6, 10, 1, 19, 3, 10, 19, 19, 14)"
3,3,"(2, 10)","(7, 17)"
3,4,"(11, 9, 15, 10, 0, 5, 3, 12, 6, 17, 1)","(14, 9, 12, 8, 13, 2, 16, 6, 8, 10, 6)"
