kind,task,machine_selectable,process_time
0,0,"(2, 9, 18, 7, 11, 19, 4, 15, 3, 14, 5, 17, 13, 12, 1, 0, 6)","(20, 13, 12, 15, 17, 8, 8, 14, 10, 3, 18, 10, 11, 18, 5, 12, 10)"
0,1,"(6, 8, 3, 0, 2, 11, 4, 12, 17, 7)","(19, 13, 4, 19, 8, 17, 11, 11, 3, 2)"
0,2,"(15, 16, 8, 10, 14, 19, 6, 18, 1, 7, 9, 3, 11, 5, 0, 2, 13, 17, 12)","(11, 19, 8, 17, 20, 11, 8, 11, 3, 4, 8, 20, 3, 17, 6, 18, 18, 2, 2)"
0,3,"(8,)","(14,)"
0,4,"(19, 10, 15, 7, 16, 9, 1, 4, 18, 5)","(14, 19, 18, 10, 12, 3, 3, 6, 11, 17)"
0,5,"(8, 6, 10)","(11, 18, 18)"
0,6,"(8, 12, 5, 7, 0, 19, 1, 9, 6, 15, 17)","(8, 2, 16, 15, 19, 12, 9, 2, 13, 18, 4)"
0,7,"(5, 17, 15, 0, 11, 9, 10, 7, 14, 6, 2, 18)","(11, 13, 17, 1, 20, 7, 20, 12, 7, 7, 18, 7)"
1,0,"(17, 10, 9, 3, 12, 5, 7, 16, 14, 15, 1, 4, 13)","(3, 18, 7, 17, 17, 10, 1, 17, 13, 8, 4, 6, 16)"
1,1,"(0, 18)","(4, 13)"
1,2,"(4, 7)","(19, 16)"
1,3,"(10, 6, 16, 13, 5, 8, 0)","(1, 3, 8, 1, 17, 9, 11)"
1,4,"(14, 19, 0, 5, 17, 1, 10, 6, 16, 2, 11, 13, 8, 18, 3, 4)","(20, 15, 14, 14, 18, 10, 19, 20, 7, 10, 9, 11, 11, 15, 2, 19)"
1,5,"(13, 7, 3, 11, 18, 2, 19)","(5, 6, 5, 13, 20, 17, 4)"
1,6,"(14, 10, 1, 13, 18, 3, 16, 0, 7, 6, 5, 8, 11, 9)","(11, 8, 7, 20, 2, 1, 4, 18, 19, 13, 9, 17, 3, 19)"
1,7,"(16, 19, 15, 11, 0, 5, 3, 17, 13, 18, 2, 14, 4, 1, 10, 7)","(13, 4, 1, 16, 19, 2, 10, 3, 14, 2, 15, 15, 20, 20, 9, 15)"
1,8,"(8, 0, 1, 12, 17, 3, 19, 16, 2, 4, 9, 15, 18, 11, 6, 10, 5, 14, 7, 13)","(19, 7, 20, 19, 10, 2, 8, 9, 16, 1, 5, 15, 20, 11, 15, 10, 16, 14, 17, 12)"
1,9,"(6, 7, 1, 14)","(3, 7, 2, 5)"
2,0,"(2, 3)","(16, 19)"
2,1,"(4, 16)","(6, 14)"
