kind,task,machine_selectable,process_time
0,0,"(5, 6)","(2, 15)"
0,1,"(5, 2, 8, 1, 7, 9, 6, 4, 3)","(9, 8, 19, 7, 17, 19, 18, 18, 19)"
0,2,"(7, 5, 6, 2, 9, 8)","(11, 11, 3, 8, 6, 1)"
0,3,"(0,)","(7,)"
0,4,"(2, 6, 9, 7, 0, 4, 5, 8)","(19, 18, 1, 3, 20, 8, 13, 9)"
0,5,"(0, 8, 2, 3, 4)","(12, 14, 9, 2, 12)"
0,6,"(0, 4, 3, 1)","(3, 9, 5, 9)"
0,7,"(3, 8, 5, 1, 6, 0, 4, 2, 9, 7)","(2, 7, 6, 19, 5, 6, 4, 2, 8, 5)"
1,0,"(9, 4, 6, 5, 2)","(13, 18, 12, 9, 13)"
1,1,"(5, 9, 1, 0, 2)","(18, 18, 7, 13, 2)"
1,2,"(2, 8, 6, 0, 4, 5, 3)","(18, 14, 19, 20, 11, 18, 18)"
1,3,"(8, 3, 9, 5, 6, 1, 0)","(14, 2, 6, 16, 4, 20, 10)"
1,4,"(6, 7, 8, 5, 2, 1, 4)","(7, 11, 2, 8, 18, 9, 14)"
1,5,"(4, 7, 8, 1, 0, 9)","(13, 19, 6, 1, 14, 7)"
1,6,"(0, 4, 3, 1, 9, 8, 7)","(10, 7, 10, 3, 19, 19, 5)"
1,7,"(4,)","(19,)"
1,8,"(9, 3, 8, 0, 5, 1, 4, 2, 6)","(7, 16, 20, 1, 20, 10, 5, 20, 9)"
1,9,"(7, 4, 9, 3, 1, 0, 6, 2, 5)","(20, 15, 11, 11, 19, 8, 3, 13, 6)"
2,0,"(3, 4, 2, 5, 0, 9, 6, 1, 7)","(17, 9, 12, 8, 19, 5, 13, 4, 7)"
2,1,"(8, 0, 6, 5)","(14, 6, 17, 16)"
2,2,"(2, 1, 4, 9, 0, 5, 3, 8, 7)","(5, 13, 19, 2, 16, 18, 6, 10, 11)"
2,3,"(3, 2, 7)","(4, 17, 12)"
2,4,"(3, 2, 5, 0, 6, 9, 4, 7)","(9, 19, 3, 6, 13, 11, 16, 9)"
2,5,"(1, 4, 9, 2, 6, 8, 7, 0, 3, 5)","(2, 9, 1, 9, 5, 11, 1, 15, 15, 16)"
2,6,"(9, 4, 2)","(13, 12, 20)"
2,7,"(4, 6, 9)","(14, 4, 19)"
2,8,"(1, 6, 2, 3)","(10, 18, 3, 13)"
2,9,"(7, 0, 4)","(5, 3, 10)"
3,0,"(7, 5, 2, 3, 4, 1, 8, 9, 6)","(1, 3, 7, 2, 13, 3, 20, 15, 16)"
3,1,"(4, 1, 9, 5, 7, 6, 0, 2, 3)","(11, 7, 15, 1, 4, 16, 19, 3, 15)"
3,2,"(3,)","(10,)"
3,3,"(4, 3, 9, 2, 0, 7, 6, 5, 8)","(5, 4, 14, 20, 13, 7, 5, 4, 18)"
3,4,"(5, 6, 8, 0, 1, 7, 2, 3, 4, 9)","(7, 3, 5, 7, 20, 19, 3, 16, 19, 17)"
4,0,"(8, 5)","(16, 9)"
4,1,"(9, 2)","(2, 14)"
4,2,"(4, 1, 3, 6, 5, 8)","(1, 7, 11, 4, 15, 18)"
4,3,"(3, 9, 2, 5, 8, 1, 7, 4, 0, 6)","(9, 6, 7, 8, 14, 8, 16, 1, 2, 11)"
4,4,"(3, 1, 0, 5, 4, 7, 2, 8)","(19, 6, 12, 7, 20, 12, 15, 13)"
4,5,"(1, 6, 0, 5)","(9, 7, 15, 10)"
4,6,"(1, 2, 4)","(6, 16, 16)"
4,7,"(5, 2, 3, 7, 6, 4)","(12, 8, 14, 20, 4, 15)"
4,8,"(0, 9, 5, 7, 3, 6)","(2, 18, 12, 3, 3, 3)"
4,9,"(6, 2)","(16, 11)"
5,0,"(3, 7, 1, 6, 2)","(13, 15, 16, 13, 12)"
5,1,"(9, 0, 7, 1, 2, 3, 5, 4, 8)","(8, 10, 18, 16, 8, 17, 1, 14, 11)"
5,2,"(1, 4, 3)","(10, 13, 5)"
5,3,"(1, 2, 8, 4, 3, 5, 7, 6, 0)","(7, 2, 17, 3, 6, 13, 18, 3, 19)"
5,4,"(1, 8, 4)","(7, 10, 2)"
5,5,"(8, 5, 3, 6)","(18, 18, 20, 19)"
6,0,"(8, 0, 2, 7, 1, 5)","(12, 14, 4, 13, 14, 16)"
6,1,"(0, 9, 3, 7, 6)","(9, 17, 3, 11, 3)"
6,2,"(7, 0, 5, 3)","(18, 19, 20, 2)"
6,3,"(9, 1, 4, 6, 8, 2)","(11, 15, 14, 17, 8, 16)"
6,4,"(3, 7, 2, 9, 4, 6, 5, 8, 0, 1)","(8, 14, 2, 7, 6, 17, 10, 6, 20, 17)"
6,5,"(1, 8, 0, 6, 5, 4, 9, 2)","(10, 7, 17, 1, 16, 3, 11, 12)"
6,6,"(9,)","(8,)"
6,7,"(8, 6)","(6, 6)"
7,0,"(6, 0, 4, 2, 3, 1, 5, 7, 9, 8)","(7, 13, 13, 10, 7, 8, 8, 5, 16, 7)"
7,1,"(0,)","(5,)"
7,2,"(9, 4, 0, 3, 8, 6)","(6, 8, 1, 5, 15, 16)"
7,3,"(7, 0, 1, 4, 3, 2, 9, 5)","(12, 16, 6, 16, 17, 14, 1, 17)"
7,4,"(0, 9, 4, 2, 5, 7, 3, 6, 1)","(20, 20, 6, 16, 12, 3, 6, 9, 6)"
8,0,"(1, 7, 6, 9, 0, 8, 5, 4, 3)","(12, 17, 17, 5, 3, 15, 3, 12, 9)"
8,1,"(1, 7, 6, 5, 8, 2, 3, 4, 9)","(3, 11, 2, 6, 1, 18, 16, 20, 14)"
8,2,"(2, 8, 1, 4, 3, 7, 9, 0)","(8, 18, 4, 15, 14, 18, 17, 20)"
8,3,"(8, 5, 7)","(11, 8, 9)"
8,4,"(9, 1, 2, 0, 6, 3, 5, 4)","(17, 20, 17, 4, 2, 3, 10, 9)"
8,5,"(8, 4)","(13, 14)"
8,6,"(4, 3, 5, 6, 0)","(6, 17, 3, 19, 18)"
9,0,"(3, 7, 1, 8, 6, 9, 2, 0, 4)","(10, 15, 19, 2, 2, 18, 3, 3, 15)"
9,1,"(9, 1)","(13, 3)"
9,2,"(5, 0, 6, 9, 4)","(11, 20, 17, 6, 12)"
9,3,"(2, 4, 6, 9)","(14, 18, 17, 3)"
9,4,"(5, 6, 1, 8, 9, 4, 3, 0)","(6, 8, 16, 18, 1, 8, 13, 4)"
9,5,"(6, 1, 5)","(19, 3, 10)"
10,0,"(0, 9, 7)","(7, 11, 2)"
10,1,"(1, 0, 6, 5, 3, 8, 2, 4)","(13, 16, 20, 3, 11, 4, 12, 16)"
10,2,"(9, 0, 5, 2)","(8, 15, 1, 3)"
10,3,"(1,)","(17,)"
10,4,"(4, 7, 3)","(10, 16, 7)"
10,5,"(5, 6, 1, 4, 7, 0, 3)","(19, 2, 1, 18, 9, 9, 7)"
10,6,"(2, 0, 1, 6, 7, 9, 3, 4, 8, 5)","(12, 6, 8, 15, 19, 16, 14, 7, 18, 3)"
10,7,"(9, 0)","(20, 14)"
