kind,task,machine_selectable,process_time
0,0,"(9, 3, 2, 6)","(18, 6, 8, 14)"
0,1,"(11, 0, 10, 12, 3, 4, 5, 14, 9, 1, 8, 2, 7, 13, 6)","(19, 2, 1, 19, 2, 20, 13, 20, 18, 13, 11, 10, 12, 16, 20)"
0,2,"(10, 1, 9, 12, 7, 11, 4, 8, 6, 14, 13, 5, 2, 3)","(10, 16, 13, 20, 15, 1, 14, 6, 6, 4, 14, 13, 14, 18)"
0,3,"(5, 9, 6, 7, 10)","(10, 3, 10, 18, 10)"
0,4,"(0, 10, 8, 12, 9, 13, 1, 2, 5, 4)","(14, 16, 7, 15, 6, 5, 10, 4, 1, 11)"
0,5,"(6, 4, 11)","(4, 16, 8)"
0,6,"(5, 9, 11, 2, 8, 1, 0, 4, 13, 7, 10)","(11, 18, 18, 5, 2, 18, 5, 16, 12, 7, 17)"
1,0,"(13, 2, 6, 9)","(14, 7, 17, 4)"
1,1,"(11, 12, 0, 1, 3, 14, 13, 10, 9, 8)","(1, 16, 13, 16, 13, 20, 6, 7, 17, 14)"
1,2,"(13, 6, 12, 14)","(4, 14, 8, 17)"
1,3,"(6, 0, 3, 10, 13, 4, 11, 5, 8, 1, 7, 12, 14, 2)","(7, 12, 18, 18, 19, 15, 16, 6, 12, 7, 17, 6, 15, 15)"
1,4,"(9, 0, 3, 10, 8, 4, 5, 11, 14, 12, 6)","(7, 11, 1, 12, 16, 7, 5, 4, 7, 14, 16)"
1,5,"(11, 6, 4, 10, 9, 12, 1, 14, 5, 13, 0, 8, 7, 3)","(11, 17, 14, 16, 19, 16, 2, 2, 9, 9, 15, 5, 18, 4)"
2,0,"(10,)","(6,)"
2,1,"(6, 12, 14, 2, 1)","(17, 15, 19, 15, 6)"
2,2,"(12, 4, 2, 13, 3, 8, 9, 0, 14)","(16, 8, 9, 12, 10, 19, 4, 18, 20)"
2,3,"(7, 0)","(4, 20)"
2,4,"(5, 1, 11, 3, 10, 4, 9, 12, 2)","(11, 17, 2, 20, 15, 14, 19, 18, 15)"
2,5,"(13, 10, 11, 8, 2, 1, 3, 12, 14, 4, 5, 7, 6, 0)","(20, 16, 2, 17, 17, 1, 4, 3, 5, 17, 19, 19, 7, 11)"
2,6,"(9, 4, 2, 11, 1, 5, 12, 6, 14, 10, 7, 3, 0, 8)","(6, 18, 10, 4, 9, 12, 9, 1, 11, 14, 15, 14, 17, 8)"
2,7,"(3, 13)","(1, 18)"
2,8,"(7, 3, 4, 10, 5, 14, 0, 9, 8, 2, 13, 1, 12, 6)","(18, 9, 12, 4, 7, 8, 6, 2, 16, 14, 14, 6, 14, 5)"
3,0,"(8, 11, 3, 4, 9, 0, 13, 12, 2, 5, 7, 6, 1, 14)","(3, 6, 20, 9, 6, 8, 5, 3, 4, 8, 18, 13, 16, 8)"
3,1,"(9, 8, 14, 7)","(5, 18, 12, 17)"
3,2,"(14, 6, 9, 1, 7, 3, 8, 10)","(8, 16, 8, 20, 8, 13, 19, 19)"
3,3,"(12, 13, 14)","(19, 10, 9)"
3,4,"(9, 3, 5, 11, 7, 2, 13, 12)","(15, 10, 18, 17, 15, 4, 17, 7)"
4,0,"(6, 8, 3)","(10, 20, 1)"
4,1,"(14, 3, 8, 4, 12, 13, 7, 9, 0, 5, 10, 6, 1, 2, 11)","(18, 20, 11, 14, 2, 13, 15, 10, 10, 17, 4, 5, 1, 2, 5)"
4,2,"(7, 9, 4, 10, 13, 6, 3)","(10, 16, 20, 2, 11, 5, 10)"
4,3,"(2, 13, 12, 3, 1, 8, 9, 6)","(2, 14, 10, 15, 19, 1, 19, 10)"
4,4,"(5, 7, 8, 1)","(9, 3, 7, 19)"
4,5,"(11,)","(10,)"
4,6,"(11, 4, 5, 12, 0, 14, 10, 3, 9, 1, 8)","(1, 3, 4, 7, 1, 11, 17, 13, 7, 5, 20)"
4,7,"(8, 4, 13, 2, 6, 14, 7, 0, 1, 12)","(4, 14, 7, 10, 14, 19, 12, 17, 9, 17)"
4,8,"(8,)","(20,)"
5,0,"(1, 0, 13, 4, 9, 14, 10)","(19, 17, 17, 7, 12, 20, 19)"
5,1,"(13, 2, 3)","(6, 20, 7)"
5,2,"(1, 13, 9, 3, 0, 12, 4, 5, 2, 10, 11, 7, 6)","(12, 8, 14, 17, 5, 13, 14, 6, 16, 3, 9, 7, 8)"
5,3,"(13, 2, 9, 3, 8, 7, 12, 1, 6, 11, 4)","(11, 10, 3, 8, 8, 10, 14, 11, 4, 7, 2)"
5,4,"(14, 5, 0, 2, 11)","(11, 12, 16, 7, 13)"
5,5,"(7, 12, 8, 14)","(18, 9, 16, 10)"
5,6,"(10, 3, 1, 6, 12, 9, 4)","(2, 20, 3, 4, 1, 17, 13)"
5,7,"(6, 9, 0, 2, 12, 8, 11, 7, 3, 14, 10, 4, 13)","(18, 12, 18, 16, 13, 20, 4, 3, 18, 7, 20, 16, 10)"
5,8,"(13, 9, 7, 0, 4, 6, 14, 1, 12, 10, 5, 3, 2, 11, 8)","(7, 2, 15, 3, 14, 9, 20, 4, 18, 3, 1, 19, 4, 10, 18)"
5,9,"(0,)","(6,)"
6,0,"(9, 14, 1, 6, 12, 7, 2, 11, 4, 8, 10, 3, 0, 13, 5)","(9, 14, 4, 11, 8, 4, 12, 16, 18, 9, 10, 13, 17, 19, 9)"
6,1,"(0,)","(10,)"
6,2,"(2, 6, 9, 14, 10, 1, 5, 3)","(3, 15, 13, 2, 15, 8, 11, 20)"
6,3,"(14, 12, 10, 9, 7, 6)","(6, 20, 7, 8, 7, 1)"
6,4,"(2, 11, 1, 5, 8, 3, 13, 9, 0, 4, 10, 6)","(9, 4, 15, 8, 8, 9, 8, 13, 14, 4, 1, 7)"
6,5,"(3, 11, 1, 4)","(15, 11, 17, 2)"
6,6,"(12, 0, 8)","(19, 7, 4)"
6,7,"(10, 3, 2, 14, 7, 0, 13, 6, 9, 12, 8, 1, 11, 4, 5)","(5, 11, 15, 3, 11, 4, 17, 4, 19, 18, 17, 17, 3, 1, 14)"
7,0,"(4, 9, 6, 14, 2, 13)","(13, 4, 9, 6, 10, 13)"
7,1,"(13, 2, 1, 6, 14, 0)","(19, 10, 9, 2, 1, 9)"
7,2,"(2, 11, 12, 7, 0, 10, 5, 3)","(9, 15, 17, 11, 15, 14, 14, 12)"
7,3,"(11, 3, 4, 6, 9)","(17, 10, 6, 19, 19)"
7,4,"(12, 6, 1, 0, 9, 4, 3, 11, 13, 14, 8)","(20, 2, 16, 19, 20, 10, 20, 5, 7, 7, 9)"
7,5,"(1, 13, 12, 3, 4, 5, 9, 8, 14, 7, 6, 11, 10)","(5, 16, 18, 13, 3, 16, 9, 15, 8, 17, 20, 4, 9)"
7,6,"(9, 0, 4, 8, 12, 14, 1, 13, 3, 2, 5)","(6, 6, 19, 13, 13, 19, 5, 16, 14, 12, 5)"
8,0,"(10, 6, 2, 8, 3, 13, 4, 12, 5, 9, 1, 0, 11, 14)","(6, 4, 10, 10, 4, 8, 8, 4, 17, 19, 11, 14, 14, 19)"
8,1,"(14, 0, 8, 6, 4, 3, 5, 1, 9, 13, 7, 12, 11, 10, 2)","(8, 20, 4, 17, 3, 3, 8, 12, 11, 4, 17, 13, 4, 19, 12)"
8,2,"(9, 13, 0)","(18, 18, 3)"
8,3,"(7, 8, 10, 5)","(8, 3, 9, 15)"
8,4,"(12,)","(2,)"
8,5,"(0, 2, 13, 1, 10, 5, 12)","(8, 19, 4, 1, 6, 9, 11)"
8,6,"(7, 8, 9, 5, 11, 14)","(12, 20, 7, 11, 1, 15)"
8,7,"(7, 2, 10, 1, 11, 12, 5, 8, 6, 3, 4, 14, 13, 0)","(15, 17, 10, 18, 14, 11, 8, 3, 3, 18, 5, 13, 6, 3)"
8,8,"(7,)","(4,)"
8,9,"(2, 13, 11, 1, 7, 3, 0, 5, 4, 8, 6, 14, 12, 9)","(20, 5, 10, 11, 14, 19, 2, 1, 17, 17, 2, 14, 3, 17)"
9,0,"(8, 14)","(18, 7)"
9,1,"(13, 14, 10, 1, 11, 3, 2, 4, 7, 6, 9, 0)","(14, 13, 18, 7, 4, 4, 1, 13, 9, 13, 18, 2)"
9,2,"(11, 8, 6)","(13, 19, 14)"
9,3,"(5, 3, 0, 12, 4, 9, 7, 1, 11, 13)","(6, 3, 10, 18, 7, 2, 9, 12, 12, 15)"
9,4,"(14, 1, 12, 6, 5, 0, 4, 10)","(3, 4, 7, 9, 14, 10, 3, 8)"
9,5,"(1, 2, 4, 3, 11)","(11, 17, 6, 8, 14)"
9,6,"(9, 11, 6, 7, 2, 4, 3, 14, 0, 10, 12, 8, 13)","(10, 5, 4, 1, 15, 2, 1, 17, 5, 4, 2, 11, 5)"
9,7,"(3, 2, 0, 14, 10, 4, 7, 12, 6, 5, 13, 8)","(17, 17, 1, 3, 6, 20, 7, 13, 7, 8, 12, 8)"
9,8,"(2, 3, 1, 8, 10, 9, 7, 13, 4, 14, 6, 12)","(7, 4, 17, 18, 17, 2, 8, 9, 9, 2, 2, 19)"
9,9,"(12, 1, 9, 4, 2, 0, 11, 5, 6, 14, 7, 3, 8, 13)","(3, 5, 19, 10, 8, 1, 16, 19, 9, 6, 7, 12, 14, 12)"
10,0,"(1, 14, 5, 10, 2, 12, 8, 6, 9, 13, 0, 4, 11, 7, 3)","(17, 16, 8, 4, 8, 1, 6, 20, 6, 12, 14, 3, 4, 17, 17)"
10,1,"(8, 9, 13, 2, 4, 0, 5, 10, 12, 1, 3, 6, 14)","(17, 2, 5, 15, 16, 19, 14, 12, 6, 15, 2, 17, 16)"
10,2,"(10, 4, 1, 6, 7, 11, 3, 0)","(12, 12, 13, 15, 15, 18, 15, 17)"
10,3,"(14,)","(15,)"
10,4,"(0, 12, 4, 13, 7, 6)","(6, 19, 14, 4, 12, 4)"
