kind,task,machine_selectable,process_time
0,0,"(18, 2, 14, 13, 17)","(20, 5, 20, 13, 1)"
0,1,"(8, 13, 0, 15, 16, 7, 9, 18, 5, 12, 2, 4, 17)","(16, 9, 18, 10, 3, 7, 16, 14, 6, 13, 10, 12, 15)"
0,2,"(8, 16, 10)","(6, 16, 18)"
0,3,"(2, 7, 0, 17, 4, 12, 19, 5)","(12, 17, 2, 1, 12, 9, 14, 1)"
0,4,"(19, 18, 17, 3, 12, 6)","(18, 3, 6, 17, 7, 4)"
1,0,"(11, 5, 16, 18, 14, 13, 1, 9)","(19, 9, 8, 1, 18, 13, 9, 8)"
1,1,"(6, 1, 13, 9, 19, 2, 5, 16, 12, 7, 18, 8, 14, 17, 10, 15, 4)","(14, 7, 10, 11, 11, 10, 20, 10, 6, 5, 11, 17, 4, 3, 7, 6, 11)"
1,2,"(3, 14, 10, 1, 17, 11, 0)","(19, 1, 7, 11, 10, 20, 14)"
1,3,"(3, 4, 9, 16, 11, 6, 2, 19, 12, 0, 8, 10, 17, 1, 18)","(9, 20, 9, 3, 19, 2, 4, 11, 19, 12, 11, 3, 9, 14, 7)"
1,4,"(4, 0, 12, 2, 3, 11, 6, 10, 14, 5, 16, 15, 13, 18, 7)","(17, 15, 12, 11, 9, 2, 12, 1, 1, 1, 4, 14, 9, 13, 11)"
1,5,"(11, 15, 9, 6, 19, 7, 4, 8, 16)","(3, 14, 13, 6, 3, 20, 3, 5, 12)"
1,6,"(11, 10, 19, 0, 2, 3, 4, 15, 13, 18, 7, 16, 14, 1)","(15, 3, 2, 15, 20, 14, 12, 2, 17, 12, 6, 18, 6, 12)"
1,7,"(17, 2, 5, 9, 6, 8, 1, 3, 7, 4, 12, 14, 16, 13, 10)","(3, 4, 3, 19, 13, 11, 3, 13, 4, 5, 1, 9, 2, 7, 15)"
1,8,"(10, 6, 11)","(14, 9, 1)"
2,0,"(17, 5, 12, 1, 11, 13, 0, 9, 16, 7, 8, 10, 14, 2, 15, 4)","(5, 15, 4, 4, 4, 11, 9, 12, 19, 10, 2, 18, 6, 7, 13, 7)"
2,1,"(10, 17, 15, 3, 8)","(5, 19, 15, 14, 10)"
2,2,"(4, 16, 0, 18, 12, 5)","(16, 1, 19, 13, 18, 8)"
