kind,task,machine_selectable,process_time
0,0,"(4, 11, 1, 16, 10, 19, 18, 0, 14, 9)","(4, 17, 10, 4, 4, 13, 12, 6, 2, 8)"
0,1,"(6, 3, 8, 5, 18, 2, 10, 7)","(3, 14, 19, 19, 10, 13, 1, 15)"
0,2,"(3, 17, 1, 15)","(17, 15, 20, 8)"
0,3,"(15, 9, 16, 6, 13, 2, 5, 7, 12)","(1, 2, 6, 14, 17, 7, 7, 17, 16)"
0,4,"(17, 9, 8, 13, 5, 3, 19, 7, 14, 4, 16)","(2, 8, 8, 9, 12, 15, 14, 17, 8, 10, 10)"
0,5,"(8, 19, 16, 7, 5, 14, 4, 12, 15, 18, 10)","(9, 20, 6, 13, 5, 9, 18, 1, 17, 20, 12)"
0,6,"(4, 16, 14, 11, 5, 0, 1, 7, 6, 10, 12, 2, 9, 13, 18)","(5, 1, 10, 8, 16, 13, 10, 15, 12, 12, 5, 3, 1, 3, 18)"
1,0,"(2, 5, 0, 4, 16, 10, 6, 17, 18, 8, 3, 7, 19, 1, 11, 9, 13, 12, 15, 14)","(5, 13, 13, 2, 15, 2, 7, 5, 1, 9, 10, 3, 14, 6, 13, 15, 20, 18, 8, 11)"
1,1,"(10, 0, 4, 14, 6, 1, 2, 8, 3)","(5, 2, 5, 14, 1, 7, 10, 20, 11)"
1,2,"(1, 7, 9, 5, 8, 17, 18, 0, 6, 10, 16, 19, 11, 3, 14, 12, 4, 15)","(3, 10, 7, 8, 9, 20, 15, 15, 8, 15, 11, 1, 19, 14, 8, 10, 14, 9)"
1,3,"(9,)","(12,)"
1,4,"(19,)","(17,)"
1,5,"(18, 12, 19, 11, 5, 14, 2, 9, 0, 6, 16, 10, 7, 15, 17, 13, 3)","(18, 18, 3, 17, 7, 5, 16, 4, 18, 11, 13, 3, 14, 3, 18, 15, 3)"
1,6,"(10, 6, 13, 3, 16, 17, 18, 19, 8, 4, 5, 0, 11)","(15, 7, 1, 10, 20, 4, 1, 3, 19, 17, 3, 5, 18)"
1,7,"(8, 19, 1, 18, 15, 17, 3, 16, 11, 14)","(2, 12, 2, 14, 3, 20, 13, 12, 16, 8)"
1,8,"(4, 9, 0, 12, 16, 15, 11, 17, 6, 13, 5, 1, 19, 2, 14)","(6, 6, 20, 6, 13, 3, 19, 18, 17, 11, 20, 11, 8, 14, 14)"
2,0,"(5, 2, 11, 12, 16, 9, 6, 3, 13, 7, 14, 1, 10, 19, 18, 15, 4, 0)","(12, 15, 3, 3, 9, 6, 18, 9, 3, 17, 9, 14, 19, 3, 17, 13, 4, 3)"
2,1,"(7, 15, 19, 1, 8, 13, 12, 6, 14, 2, 0, 18, 3, 9, 11, 17)","(11, 10, 9, 19, 16, 15, 10, 18, 3, 5, 17, 13, 1, 15, 6, 8)"
2,2,"(9, 13, 12, 18, 15, 2)","(10, 5, 12, 10, 18, 2)"
2,3,"(14, 10, 7, 19, 8, 15, 17, 1, 3, 18)","(9, 17, 13, 7, 7, 18, 13, 3, 20, 14)"
2,4,"(15, 19, 0, 18, 7, 3, 17, 14, 13)","(10, 7, 18, 8, 3, 16, 16, 10, 8)"
2,5,"(8, 14, 7, 4, 5, 1, 13, 9, 6)","(16, 12, 18, 10, 11, 19, 7, 15, 16)"
2,6,"(19, 15, 14, 2, 9, 18, 10, 7, 4, 3, 11)","(11, 4, 7, 6, 2, 16, 3, 10, 6, 1, 3)"
2,7,"(12, 9, 16, 8, 6, 11, 4, 10, 14, 7, 2, 15, 18, 3, 5)","(10, 1, 19, 3, 1, 13, 15, 1, 13, 11, 4, 5, 4, 17, 5)"
3,0,"(14, 9, 16, 3, 4)","(10, 5, 9, 3, 11)"
3,1,"(2, 7, 5, 13, 0, 15, 19, 16, 1, 18, 12, 14, 8, 9, 6, 11, 10, 3, 4, 17)","(10, 6, 19, 5, 2, 3, 2, 6, 16, 13, 1, 10, 5, 13, 8, 14, 15, 8, 16, 12)"
3,2,"(5, 2, 7, 17, 1, 10)","(4, 7, 1, 2, 1, 6)"
3,3,"(1, 11, 14, 2, 0, 10, 8, 12)","(15, 7, 20, 16, 19, 18, 1, 14)"
3,4,"(12,)","(2,)"
3,5,"(13, 8, 12, 19, 3)","(15, 6, 3, 4, 4)"
3,6,"(7, 15, 16, 0, 9, 17, 18, 12)","(3, 8, 18, 10, 17, 2, 10, 18)"
4,0,"(15, 10, 9, 1, 11, 12, 0, 7, 14)","(10, 11, 17, 11, 20, 9, 8, 8, 14)"
4,1,"(17, 1, 8, 12, 10)","(2, 16, 15, 13, 1)"
4,2,"(2, 14, 1, 4, 8, 16, 18, 12, 3, 13, 9)","(6, 5, 10, 5, 1, 17, 16, 18, 14, 6, 6)"
4,3,"(11, 8, 13, 9, 4, 17, 2, 14)","(16, 10, 20, 9, 5, 9, 20, 13)"
4,4,"(2, 8)","(3, 3)"
4,5,"(5, 3, 7, 13, 6, 8)","(16, 19, 8, 11, 7, 6)"
4,6,"(8, 0, 7, 5, 16, 15, 4, 1, 18, 2)","(9, 18, 13, 7, 11, 6, 7, 1, 13, 5)"
4,7,"(14, 5, 0, 4, 11, 8, 7, 2, 3)","(20, 3, 16, 5, 8, 16, 15, 4, 11)"
4,8,"(6, 12, 16, 0, 14, 8, 19, 2, 17, 1, 7)","(16, 19, 13, 14, 19, 14, 4, 1, 7, 9, 7)"
4,9,"(9, 17, 10)","(18, 17, 6)"
