kind,task,machine_selectable,process_time
0,0,"(0, 6, 9, 10, 16, 7, 11, 19, 18, 4, 14, 1, 15, 13, 17, 3, 5, 12)","(16, 17, 11, 4, 4, 15, 11, 6, 1, 13, 13, 16, 11, 4, 18, 18, 7, 12)"
0,1,"(5, 19, 16, 17, 6, 18, 7, 13, 2, 0, 10, 12, 11)","(7, 3, 1, 9, 20, 2, 16, 12, 15, 8, 17, 7, 2)"
0,2,"(14, 9, 10, 0, 7, 8, 11, 13, 19, 12, 4, 16)","(18, 14, 14, 20, 5, 13, 16, 10, 20, 20, 20, 14)"
0,3,"(4, 2, 18, 19, 5, 7, 0, 12, 1, 11, 17, 13, 6, 10, 9, 16)","(4, 8, 3, 4, 19, 12, 11, 3, 7, 8, 4, 7, 14, 20, 17, 2)"
0,4,"(11, 8, 1, 14, 6, 5, 16, 17, 19, 18, 2, 3, 4, 7)","(16, 13, 4, 20, 2, 4, 18, 13, 20, 10, 13, 5, 5, 6)"
0,5,"(11, 2, 5, 10)","(7, 8, 11, 13)"
0,6,"(19, 1, 16, 6)","(13, 15, 18, 14)"
0,7,"(9, 13, 14, 6, 4)","(2, 13, 20, 6, 2)"
1,0,"(18, 8, 0, 1, 9, 19, 7, 12, 10, 13, 15, 14, 6, 16, 2, 5)","(6, 18, 3, 1, 12, 15, 2, 18, 15, 9, 17, 3, 9, 13, 7, 15)"
1,1,"(1, 4, 12)","(10, 12, 15)"
1,2,"(19, 5, 6, 18, 15, 4, 0, 9, 3, 8, 11, 14, 2, 13, 17, 12, 10, 7, 1)","(17, 12, 1, 3, 17, 18, 16, 10, 9, 16, 7, 16, 6, 19, 20, 9, 2, 6, 15)"
1,3,"(14, 10, 11, 2, 3, 0, 19, 13)","(12, 19, 20, 8, 4, 10, 15, 19)"
1,4,"(6, 11, 8, 4, 9, 7)","(12, 18, 14, 4, 18, 8)"
1,5,"(5, 18, 11, 14, 12, 13, 10, 2, 8, 19, 15, 3, 17, 6, 9, 1, 7, 16)","(7, 12, 8, 12, 8, 1, 7, 12, 17, 14, 10, 17, 1, 15, 14, 2, 5, 8)"
1,6,"(4, 9, 8, 3, 16, 6, 19, 5, 7, 10, 13, 2)","(16, 4, 9, 1, 20, 14, 12, 8, 20, 9, 17, 10)"
1,7,"(6, 7, 15, 9)","(10, 12, 11, 6)"
1,8,"(0, 14, 3, 5, 17)","(19, 14, 9, 15, 6)"
2,0,"(15, 1, 7, 10, 12, 11, 8, 18, 4, 14, 5, 13, 0, 17)","(13, 4, 13, 17, 7, 4, 18, 17, 1, 12, 8, 14, 5, 15)"
2,1,"(18, 17, 0, 13)","(4, 12, 13, 20)"
2,2,"(3, 1, 0, 15, 8, 4, 18, 13, 19, 5, 10, 2, 7, 6, 11, 17, 12, 14, 9)","(13, 15, 19, 4, 15, 3, 19, 9, 8, 7, 19, 20, 18, 8, 12, 8, 5, 15, 11)"
2,3,"(9, 16, 13, 15, 3, 4, 0, 17, 7)","(19, 8, 2, 1, 15, 2, 8, 13, 1)"
2,4,"(12, 16, 10, 7, 0, 6, 13, 4, 11, 2, 8, 3, 5, 19, 18, 17, 15, 9)","(20, 16, 1, 4, 16, 13, 7, 14, 5, 16, 12, 4, 14, 1, 10, 10, 3, 5)"
2,5,"(10, 1, 5, 7, 12, 16, 3, 2, 14)","(4, 9, 16, 20, 12, 1, 20, 6, 10)"
2,6,"(5, 9, 16, 10)","(3, 20, 16, 5)"
3,0,"(15, 13, 6, 0, 14, 17, 8, 4, 7, 1, 11, 2, 16)","(16, 10, 19, 15, 1, 9, 9, 7, 5, 3, 7, 7, 19)"
3,1,"(10, 16, 6, 12, 7)","(20, 15, 7, 3, 17)"
3,2,"(9, 13, 16, 7, 11)","(11, 5, 14, 10, 15)"
3,3,"(6, 2)","(12, 16)"
3,4,"(13, 11, 16, 2, 0, 4)","(4, 10, 9, 1, 16, 17)"
3,5,"(19, 17, 11, 9, 3, 1, 15)","(11, 10, 20, 7, 1, 9, 19)"
3,6,"(0, 15, 7, 16, 4, 8, 2, 5, 18, 1, 19, 12, 17, 13, 9, 14, 6, 3, 10, 11)","(3, 7, 1, 15, 10, 18, 16, 18, 13, 6, 11, 10, 4, 14, 4, 19, 11, 6, 15, 4)"
3,7,"(4, 16, 18, 10, 17, 6, 11, 13, 1, 5, 0, 14, 15, 2, 7, 3, 19, 9)","(18, 4, 2, 11, 13, 15, 3, 10, 20, 19, 19, 16, 16, 16, 1, 16, 3, 3)"
3,8,"(2, 8, 4, 14, 12, 15, 7, 18, 0, 9, 11, 3)","(2, 17, 15, 7, 20, 19, 4, 20, 2, 9, 9, 4)"
3,9,"(16, 11, 3, 0, 13, 19, 2, 12, 1, 8, 18, 5, 4, 17, 6, 15, 7, 10)","(17, 3, 2, 17, 3, 17, 6, 6, 13, 18, 6, 10, 1, 11, 19, 10, 3, 10)"
