kind,task,machine_selectable,process_time
0,0,"(12, 16, 18, 2)","(11, 8, 20, 14)"
0,1,"(13, 17, 2, 4, 12, 6, 7, 15, 16)","(7, 12, 13, 19, 16, 18, 15, 5, 14)"
0,2,"(6, 5, 10, 7, 3, 9, 4, 13, 14, 2, 19, 0, 8, 17, 1, 16, 11)","(4, 19, 6, 11, 18, 7, 14, 7, 12, 6, 2, 20, 13, 17, 6, 19, 17)"
0,3,"(10, 8, 6, 2, 18, 4, 12, 17, 5, 19, 13, 9, 11, 1)","(1, 12, 14, 6, 14, 8, 11, 17, 1, 14, 12, 16, 16, 12)"
0,4,"(18, 5, 15, 17, 0)","(5, 6, 2, 16, 16)"
0,5,"(6, 8, 16, 13, 17, 0, 7, 12, 15, 9, 1, 3, 11, 14, 18, 10)","(19, 6, 19, 4, 4, 20, 19, 13, 16, 7, 11, 18, 5, 18, 12, 11)"
0,6,"(11, 12, 3, 5, 2, 6, 7, 4, 9, 19, 18, 13, 16, 0, 1, 10, 17)","(1, 3, 1, 4, 11, 5, 19, 19, 3, 18, 11, 14, 9, 8, 9, 1, 20)"
1,0,"(13, 12, 17, 6, 18, 9, 10, 16, 4, 19, 15, 1, 3, 0, 2, 5)","(8, 6, 1, 4, 6, 8, 3, 4, 6, 19, 14, 11, 1, 6, 6, 18)"
1,1,"(7, 18, 3, 13, 6, 11, 8, 16, 9, 12, 0, 15, 19)","(4, 5, 19, 13, 1, 10, 17, 12, 10, 17, 4, 6, 20)"
1,2,"(13, 15, 2, 5, 12, 17)","(10, 17, 14, 1, 20, 6)"
1,3,"(14, 15, 7, 0, 17, 5, 8, 6, 18, 1, 16, 3, 10, 2, 11)","(12, 3, 12, 12, 20, 19, 8, 10, 9, 10, 18, 9, 16, 4, 2)"
1,4,"(5, 3, 4, 17, 1, 14, 19, 0, 12, 16, 15, 8, 7, 2, 11)","(12, 8, 17, 16, 18, 14, 15, 4, 20, 3, 15, 20, 20, 18, 18)"
2,0,"(2, 10, 15, 9, 6, 8, 11, 12, 4, 5, 18, 1, 17, 14, 7)","(14, 5, 15, 17, 4, 8, 3, 20, 13, 2, 1, 15, 8, 8, 2)"
2,1,"(19, 15, 9, 3, 18)","(12, 14, 6, 15, 14)"
2,2,"(4, 7, 14, 10, 2, 0, 3, 5, 8)","(5, 9, 5, 18, 8, 4, 2, 2, 16)"
2,3,"(4, 11, 12, 15, 16)","(4, 11, 12, 13, 4)"
2,4,"(5, 19, 8, 0, 16, 14)","(12, 20, 7, 8, 9, 19)"
2,5,"(10, 6, 1, 13, 2, 16, 5, 14, 8, 3, 11, 15, 18, 4, 7, 9, 19, 17)","(4, 6, 3, 2, 4, 4, 17, 9, 20, 8, 2, 19, 3, 20, 14, 5, 20, 1)"
2,6,"(16, 0, 5, 2, 8, 15, 10, 4, 9, 7, 18, 17, 6, 11, 12, 14, 1)","(14, 7, 16, 9, 10, 19, 1, 2, 19, 18, 6, 15, 10, 8, 7, 7, 5)"
2,7,"(10, 19, 5, 12, 15, 9, 11, 8, 16, 13, 18, 7, 4, 17, 1, 14, 2, 0)","(14, 1, 16, 10, 8, 9, 5, 4, 14, 13, 6, 17, 12, 11, 1, 18, 12, 3)"
2,8,"(13, 0, 15, 9, 19, 14, 5, 6, 4, 11, 10)","(10, 17, 1, 20, 15, 20, 18, 5, 8, 12, 13)"
3,0,"(9, 15, 13, 5, 18, 12, 7, 3, 2, 14, 16, 0, 17, 19, 4, 8, 1)","(6, 17, 3, 12, 6, 18, 5, 7, 11, 11, 14, 8, 6, 12, 4, 14, 2)"
3,1,"(15, 9, 6, 19, 14, 18, 1, 2, 4)","(5, 15, 10, 9, 18, 8, 9, 9, 1)"
3,2,"(11, 4, 0, 9)","(4, 15, 10, 6)"
3,3,"(2, 19, 7, 12, 4, 16, 15, 13, 8, 1, 11, 18, 6, 3)","(19, 20, 14, 3, 20, 17, 12, 16, 14, 10, 8, 6, 20, 13)"
3,4,"(19, 3, 16, 2, 1, 4, 6, 13)","(3, 19, 3, 14, 13, 14, 10, 10)"
3,5,"(17, 13, 6, 2, 5, 10, 9, 8, 16, 3, 1, 19, 15, 14, 18, 12, 11)","(3, 15, 18, 20, 12, 16, 10, 13, 14, 20, 18, 12, 8, 20, 1, 7, 15)"
3,6,"(14, 19, 5, 4, 6, 3, 9, 7, 0, 17, 16)","(20, 18, 17, 3, 19, 14, 7, 1, 13, 8, 10)"
4,0,"(4, 15, 9, 7, 16, 19, 1)","(18, 10, 15, 3, 7, 1, 7)"
4,1,"(16, 4, 9, 18, 13, 11, 6, 14, 8, 2, 15, 1, 7)","(18, 16, 8, 7, 13, 7, 7, 5, 1, 10, 2, 19, 20)"
4,2,"(12, 8, 19, 0, 11, 18, 16, 6, 13, 15, 17, 5, 4, 1, 7)","(12, 11, 8, 9, 17, 17, 11, 7, 20, 9, 19, 17, 8, 1, 2)"
4,3,"(4, 19, 10, 12, 15, 6, 11, 17, 13, 8, 3, 5, 7, 9, 1, 16, 0, 14, 2, 18)","(7, 16, 19, 2, 12, 19, 18, 11, 10, 7, 17, 3, 13, 18, 17, 5, 16, 9, 12, 7)"
4,4,"(5, 3, 0, 12, 2, 8, 7, 14, 4, 16, 10, 19, 11)","(7, 17, 14, 18, 17, 16, 2, 7, 6, 11, 5, 9, 8)"
