kind,task,machine_selectable,process_time
0,0,"(1, 3, 13, 7, 5, 0, 2)","(12, 2, 4, 3, 7, 9, 11)"
0,1,"(3, 5, 14, 9, 12, 2, 6, 13, 7)","(7, 19, 8, 5, 19, 14, 12, 20, 19)"
0,2,"(2, 14, 5, 1, 3, 8, 7, 6, 4, 12, 13, 0, 9, 11, 10)","(20, 10, 20, 3, 10, 14, 13, 17, 14, 10, 2, 18, 15, 4, 1)"
0,3,"(10, 9, 8, 7, 4, 11, 3, 5)","(2, 2, 11, 9, 18, 3, 20, 15)"
0,4,"(14, 3, 7, 0, 4, 13, 6)","(13, 10, 5, 17, 7, 5, 9)"
1,0,"(11, 12)","(12, 20)"
1,1,"(11, 3, 12, 14, 6, 7, 5, 10)","(18, 8, 10, 16, 1, 17, 18, 10)"
1,2,"(10, 4)","(19, 6)"
1,3,"(5,)","(5,)"
1,4,"(6, 1, 7)","(15, 7, 10)"
1,5,"(14, 1, 11, 4, 10)","(5, 13, 19, 9, 7)"
1,6,"(2, 1, 12, 4, 14, 7, 8, 11, 9, 0, 6, 3, 10, 5, 13)","(1, 14, 9, 14, 12, 13, 18, 1, 6, 5, 14, 3, 10, 11, 9)"
2,0,"(3, 9, 12, 13, 2)","(14, 8, 12, 5, 12)"
2,1,"(8, 2, 13, 12, 9, 5, 3, 7, 11)","(1, 4, 20, 13, 2, 11, 19, 15, 19)"
2,2,"(6, 3, 14)","(9, 9, 8)"
2,3,"(0, 11, 3, 12, 14, 8, 10, 7, 9, 4, 1)","(11, 12, 3, 13, 4, 19, 9, 1, 5, 9, 15)"
2,4,"(4, 14, 2)","(11, 3, 14)"
2,5,"(10, 0, 1, 4)","(11, 15, 4, 18)"
2,6,"(14, 3, 0, 5, 4, 7, 13, 12)","(7, 18, 18, 4, 9, 7, 13, 7)"
3,0,"(5, 7, 9, 12, 1, 8, 10, 13, 3, 4)","(16, 8, 4, 1, 15, 9, 10, 5, 1, 12)"
3,1,"(9, 8, 10)","(9, 7, 11)"
3,2,"(6, 12, 0, 1, 13, 4, 5, 2, 9, 8, 14, 10)","(14, 4, 14, 10, 20, 12, 4, 15, 14, 8, 19, 6)"
3,3,"(11, 4)","(5, 19)"
3,4,"(5, 7, 9, 3, 10, 11, 4, 0, 1, 14)","(2, 2, 9, 18, 20, 15, 7, 11, 4, 18)"
4,0,"(0, 10, 13, 6, 5, 4, 1, 12, 7, 11, 8, 2, 3, 9)","(17, 2, 19, 9, 19, 4, 16, 20, 8, 20, 17, 14, 7, 5)"
4,1,"(2, 12, 1, 14, 3, 8, 9, 0, 6, 11)","(20, 20, 6, 6, 18, 11, 4, 4, 13, 18)"
4,2,"(2, 5, 6, 10, 9, 7, 1)","(14, 15, 2, 7, 12, 18, 6)"
4,3,"(0, 13, 3)","(7, 19, 2)"
4,4,"(13, 6, 10, 8, 12, 2)","(20, 2, 12, 15, 7, 16)"
4,5,"(2, 13, 4, 3, 14, 7, 12, 10, 1, 0, 11, 9, 8, 5, 6)","(13, 18, 7, 17, 3, 9, 4, 11, 3, 6, 12, 7, 10, 4, 15)"
4,6,"(4, 9, 12, 7, 6, 13, 11)","(14, 17, 4, 8, 7, 5, 7)"
5,0,"(8, 12, 2, 6, 13)","(20, 5, 20, 16, 8)"
5,1,"(3, 11, 9, 0, 2, 10, 4, 7, 6, 1, 8, 5, 12)","(18, 2, 19, 3, 6, 7, 10, 14, 16, 5, 1, 2, 15)"
5,2,"(11, 5, 9, 1, 13, 12, 8, 7, 6, 4)","(12, 11, 13, 1, 1, 19, 1, 19, 18, 8)"
5,3,"(4, 13, 11, 14)","(6, 5, 17, 20)"
5,4,"(10,)","(20,)"
5,5,"(8, 0, 2)","(12, 16, 1)"
6,0,"(2, 0, 7, 9, 10, 4, 8, 1, 13, 5, 12, 14, 11, 3, 6)","(18, 1, 13, 11, 15, 14, 1, 10, 17, 16, 15, 12, 20, 10, 4)"
6,1,"(7, 2)","(8, 18)"
6,2,"(9, 0, 7, 4, 5, 2, 10, 3, 6, 8, 1)","(12, 18, 11, 7, 9, 4, 2, 5, 10, 13, 19)"
6,3,"(13, 0, 2, 8, 7, 11, 5, 3, 4, 14)","(11, 1, 15, 20, 8, 16, 1, 6, 4, 5)"
6,4,"(5, 6, 7, 11, 1, 9, 0, 4, 13, 2, 10, 12, 14)","(12, 20, 11, 15, 17, 8, 7, 16, 17, 5, 14, 16, 17)"
6,5,"(6, 4, 7, 0, 1, 11, 2, 5, 14, 13, 12, 10, 8, 9)","(10, 2, 14, 15, 14, 17, 5, 16, 14, 9, 16, 18, 2, 4)"
6,6,"(2, 14, 13, 4, 8)","(7, 13, 11, 14, 4)"
6,7,"(12, 4, 10, 11, 6, 2, 5, 9, 14, 0, 3, 7, 1)","(4, 2, 20, 5, 17, 11, 13, 13, 8, 8, 8, 20, 17)"
7,0,"(0, 6, 1, 8, 13, 5, 14, 3, 11)","(10, 8, 8, 17, 6, 13, 11, 6, 20)"
7,1,"(3,)","(4,)"
7,2,"(0, 6, 10, 1, 14)","(10, 9, 1, 3, 11)"
7,3,"(10, 13, 14, 11, 3, 9, 2, 4, 7, 1, 0, 8, 6, 12)","(12, 18, 15, 7, 11, 13, 1, 4, 15, 8, 2, 12, 12, 7)"
7,4,"(0, 1, 2, 7)","(8, 13, 20, 5)"
7,5,"(7, 11, 5, 0, 6, 2, 9, 10, 8, 1, 12, 4, 13)","(2, 9, 7, 7, 12, 16, 17, 8, 1, 11, 16, 6, 20)"
7,6,"(3, 6)","(6, 9)"
7,7,"(14, 4, 3, 1, 11, 0, 2, 6, 8, 13, 7, 10, 12, 9)","(13, 19, 10, 7, 9, 11, 7, 20, 3, 5, 3, 11, 4, 20)"
7,8,"(12, 10, 2, 6, 5, 14, 4)","(5, 1, 10, 13, 9, 6, 1)"
7,9,"(12, 2, 9, 10, 6, 7, 13, 0, 1, 8)","(3, 11, 11, 16, 16, 5, 8, 12, 6, 15)"
8,0,"(6, 10, 11, 2, 3)","(20, 1, 14, 10, 11)"
8,1,"(7, 13, 6)","(3, 15, 19)"
8,2,"(6, 10, 11, 4, 3, 2, 9, 0, 7)","(1, 11, 18, 15, 13, 4, 2, 18, 17)"
8,3,"(3, 14, 13, 10, 2, 4)","(16, 9, 12, 1, 13, 13)"
8,4,"(8, 10, 7, 12, 6, 9, 1)","(17, 18, 3, 18, 20, 12, 16)"
8,5,"(1, 10, 11, 5, 4, 3, 8, 12, 0, 9, 6, 7, 2)","(20, 3, 5, 12, 4, 16, 11, 7, 13, 4, 17, 14, 2)"
8,6,"(11, 1, 7, 6)","(20, 19, 6, 8)"
8,7,"(8, 3, 13, 4, 1, 7)","(17, 14, 20, 6, 11, 2)"
