kind,task,machine_selectable,process_time
0,0,"(3, 7, 2, 9)","(3, 13, 16, 14)"
0,1,"(3, 6, 5, 1, 0)","(14, 14, 20, 14, 10)"
0,2,"(9, 4, 8, 1, 7, 3, 0)","(11, 10, 20, 18, 16, 1, 5)"
0,3,"(3, 0)","(2, 13)"
0,4,"(3, 4, 9, 2, 7, 5, 8, 1, 6, 0)","(10, 19, 5, 13, 12, 7, 6, 14, 1, 11)"
0,5,"(4, 6, 5, 8)","(1, 6, 9, 15)"
1,0,"(5, 6, 3, 4, 0, 7, 2, 9, 1)","(17, 14, 16, 9, 14, 8, 8, 14, 14)"
1,1,"(0, 7, 5, 4, 8, 3)","(5, 2, 13, 5, 3, 3)"
1,2,"(9, 4, 3, 1, 0)","(8, 17, 16, 14, 5)"
1,3,"(4, 0, 1)","(6, 6, 7)"
1,4,"(9,)","(10,)"
1,5,"(0, 5, 6, 9, 3, 4, 1)","(13, 14, 19, 3, 3, 15, 13)"
1,6,"(0, 2, 6)","(2, 6, 4)"
1,7,"(5, 3, 1, 8, 7, 4, 6)","(17, 1, 20, 15, 16, 1, 8)"
2,0,"(2, 6, 9, 3, 0, 1, 5, 8)","(8, 10, 9, 20, 8, 15, 5, 2)"
2,1,"(6, 2, 4, 8)","(16, 17, 9, 6)"
2,2,"(0, 8, 5)","(15, 7, 5)"
2,3,"(7, 3, 5, 1, 4, 2, 9, 0)","(2, 7, 8, 1, 4, 13, 12, 6)"
2,4,"(7, 8, 1, 9, 0)","(4, 9, 15, 18, 13)"
2,5,"(3, 5, 7, 0, 6)","(1, 7, 1, 6, 2)"
2,6,"(3, 1, 9, 6, 5, 7, 2, 4, 0, 8)","(16, 6, 18, 9, 8, 19, 8, 9, 4, 15)"
2,7,"(8, 6, 0, 7, 2, 4)","(2, 18, 16, 3, 18, 15)"
2,8,"(1, 7, 3, 8, 4)","(8, 1, 6, 15, 16)"
2,9,"(4, 1, 2, 7)","(7, 4, 14, 13)"
3,0,"(0, 4, 7, 8)","(19, 3, 20, 6)"
3,1,"(3, 5, 0, 7, 1, 9, 2, 4, 6)","(7, 2, 7, 7, 20, 15, 13, 10, 17)"
3,2,"(7, 8, 9, 2, 1, 6, 4, 0, 5, 3)","(16, 9, 1, 10, 3, 15, 4, 3, 7, 8)"
3,3,"(0, 9, 4, 7, 1, 2, 8)","(17, 3, 14, 18, 4, 17, 6)"
3,4,"(9, 3, 4)","(14, 14, 9)"
3,5,"(0, 7, 1)","(16, 15, 15)"
3,6,"(4, 6, 0, 8, 1, 2, 3, 7, 9, 5)","(3, 10, 20, 2, 11, 11, 12, 10, 17, 16)"
3,7,"(9, 1, 5, 0, 6, 2, 3, 4, 8)","(16, 1, 11, 6, 3, 10, 2, 20, 15)"
3,8,"(9, 4, 5, 8, 3, 2)","(9, 7, 9, 14, 13, 2)"
4,0,"(6,)","(3,)"
4,1,"(3, 1, 8, 0, 7, 6)","(1, 10, 14, 14, 9, 11)"
4,2,"(2, 0, 3, 1, 9, 4)","(16, 8, 4, 3, 5, 17)"
4,3,"(0, 1, 4, 2, 8, 3, 7, 6, 9)","(2, 19, 9, 14, 14, 4, 13, 6, 11)"
4,4,"(8, 1, 0, 4, 7, 6, 5, 3)","(8, 14, 17, 2, 3, 9, 6, 20)"
4,5,"(1, 9)","(16, 2)"
4,6,"(9, 8, 7, 2, 1, 5, 0, 6)","(4, 18, 11, 8, 1, 8, 16, 11)"
4,7,"(3, 1, 0, 4, 6, 9, 5, 2)","(6, 20, 10, 14, 9, 13, 10, 15)"
4,8,"(7,)","(9,)"
4,9,"(0, 8, 7, 2, 3, 4, 6)","(13, 8, 4, 16, 4, 2, 6)"
5,0,"(6, 2, 7, 3, 0, 5, 4)","(9, 2, 3, 14, 5, 3, 8)"
5,1,"(7, 9, 6)","(8, 7, 12)"
5,2,"(7, 1, 4)","(20, 7, 17)"
5,3,"(6, 9, 4, 2, 1, 7)","(13, 5, 11, 4, 18, 12)"
5,4,"(5, 3)","(10, 19)"
5,5,"(7, 4, 3, 2, 8, 5, 9, 0)","(19, 7, 16, 5, 16, 14, 17, 20)"
6,0,"(2, 3, 6, 9)","(8, 18, 12, 8)"
6,1,"(3, 8, 5, 4, 2, 1, 6, 9, 0)","(5, 3, 19, 13, 16, 9, 19, 3, 7)"
6,2,"(8,)","(3,)"
6,3,"(7, 8, 0, 5, 4, 2, 9, 1)","(12, 13, 5, 7, 3, 19, 12, 1)"
6,4,"(7, 0, 1, 2, 8, 9, 4, 5)","(5, 3, 12, 6, 2, 16, 10, 20)"
6,5,"(6, 1, 4, 9, 3, 8, 0, 7, 2, 5)","(2, 6, 17, 8, 12, 17, 11, 6, 11, 16)"
6,6,"(0, 4, 2, 9, 5, 6, 7, 8)","(8, 18, 4, 19, 16, 18, 4, 10)"
6,7,"(6,)","(20,)"
6,8,"(2,)","(15,)"
7,0,"(9, 7, 1, 3)","(3, 17, 7, 18)"
7,1,"(4, 2, 1, 3, 6, 5, 8)","(12, 13, 3, 20, 3, 16, 4)"
7,2,"(3, 6, 0, 2, 7, 5, 1, 4, 8)","(11, 19, 2, 15, 19, 18, 11, 13, 13)"
7,3,"(8, 3, 5, 2, 9, 6, 7, 1, 4, 0)","(19, 4, 11, 8, 6, 9, 18, 8, 2, 11)"
7,4,"(7, 3)","(2, 8)"
7,5,"(2, 1, 9, 5, 0, 4, 3, 8, 6)","(10, 14, 5, 20, 4, 13, 1, 6, 7)"
