kind,task,machine_selectable,process_time
0,0,"(14, 6, 0, 19, 15, 17, 1, 4, 13, 18, 12, 9, 7, 3, 11, 8, 10, 5)","(10, 1, 3, 5, 4, 2, 12, 8, 4, 3, 19, 9, 5, 11, 8, 17, 17, 18)"
0,1,"(10, 0, 17, 12, 3, 6, 2, 5, 4, 14, 9, 1, 8)","(18, 11, 9, 9, 16, 9, 15, 1, 13, 1, 11, 2, 2)"
0,2,"(13, 8, 5, 16, 4, 9, 2, 1, 7, 11, 19, 6, 10, 18, 0, 3, 14)","(7, 19, 19, 8, 9, 5, 15, 20, 6, 16, 2, 9, 9, 12, 12, 6, 6)"
0,3,"(14, 12)","(19, 4)"
0,4,"(14, 18, 5, 8, 9, 3, 2, 16, 11, 6, 0, 12, 13, 15, 19)","(14, 3, 16, 8, 9, 6, 13, 4, 14, 11, 18, 19, 16, 12, 12)"
0,5,"(7, 2, 14, 10, 11, 3, 5, 4, 17, 0, 16, 9)","(14, 9, 9, 1, 15, 15, 6, 13, 18, 13, 4, 19)"
0,6,"(9, 16, 5, 11, 15, 3, 7, 17)","(1, 1, 16, 14, 12, 4, 17, 13)"
0,7,"(11, 10, 9, 18, 7, 14, 16, 17, 19, 12, 3, 13, 1, 6, 2)","(4, 18, 15, 18, 17, 20, 15, 14, 5, 9, 2, 3, 13, 14, 16)"
1,0,"(0, 5, 15, 17, 3, 12, 18)","(19, 5, 13, 6, 1, 13, 14)"
1,1,"(16, 0, 19, 10, 7, 15, 6, 5, 18, 17, 2, 8, 1, 12, 11, 9, 4, 3, 14)","(15, 8, 12, 19, 20, 11, 4, 18, 7, 15, 19, 17, 18, 20, 8, 11, 3, 4, 3)"
1,2,"(11, 16, 10, 12, 13, 3, 8, 6, 15, 2, 9)","(5, 3, 8, 7, 11, 15, 20, 17, 18, 10, 15)"
1,3,"(4, 10)","(20, 1)"
1,4,"(5, 6, 19)","(8, 15, 3)"
1,5,"(11,)","(13,)"
1,6,"(1, 9, 4, 2, 5)","(17, 2, 13, 17, 4)"
2,0,"(4, 15, 7, 12, 1, 13, 18, 3, 5, 11, 6, 16, 17, 19, 8, 10, 0, 9, 2)","(10, 12, 9, 1, 12, 14, 10, 7, 17, 6, 18, 3, 2, 16, 18, 7, 15, 13, 18)"
2,1,"(14, 11, 3, 5, 12, 13, 10, 6, 2, 7, 9, 8)","(14, 2, 20, 15, 11, 18, 8, 7, 8, 18, 2, 4)"
2,2,"(11, 16, 15, 19, 5, 18, 10, 3, 4, 1, 0, 7, 13, 2, 14, 12, 17, 8)","(2, 12, 9, 16, 16, 7, 17, 1, 6, 5, 19, 13, 1, 14, 12, 20, 8, 9)"
