kind,task,machine_selectable,process_time
0,0,"(3, 10, 11, 2, 9, 4, 13, 1, 8)","(1, 17, 20, 12, 18, 9, 16, 9, 9)"
0,1,"(10, 6, 8, 12)","(15, 18, 3, 4)"
0,2,"(8, 5, 9, 2, 13, 1, 11, 7, 12)","(9, 20, 20, 17, 3, 13, 3, 3, 20)"
0,3,"(2, 8, 0, 5, 1, 3)","(8, 16, 11, 11, 2, 8)"
0,4,"(11, 2, 13, 3, 14, 6, 5, 12, 7, 0, 10, 8, 1, 4, 9)","(8, 16, 7, 16, 5, 7, 4, 15, 17, 3, 10, 10, 12, 15, 5)"
1,0,"(6, 14)","(20, 17)"
1,1,"(9, 0, 11, 12, 5, 7, 3, 8, 4, 2, 1, 14)","(6, 18, 3, 15, 7, 17, 8, 8, 3, 16, 14, 8)"
1,2,"(12, 4, 14)","(8, 9, 19)"
1,3,"(3, 7, 8, 14, 4, 0, 10, 5, 9, 6, 13, 1)","(16, 16, 3, 7, 1, 15, 15, 6, 20, 13, 4, 19)"
1,4,"(10, 7, 11, 12, 0, 13)","(3, 15, 19, 9, 12, 2)"
1,5,"(14, 11, 4, 6)","(9, 12, 6, 2)"
1,6,"(4, 3, 1, 13)","(19, 2, 13, 7)"
1,7,"(2, 6, 11, 10, 12, 7, 9, 0, 14, 8, 1, 5, 4)","(11, 4, 10, 20, 13, 17, 3, 15, 15, 18, 6, 6, 15)"
1,8,"(10, 1, 11, 0, 14, 12, 4, 6, 7, 3, 2, 5, 9, 8, 13)","(6, 20, 8, 11, 11, 7, 14, 16, 18, 3, 12, 1, 7, 15, 4)"
1,9,"(14, 12, 0, 3, 11, 5, 1, 8, 6)","(6, 17, 18, 15, 15, 20, 12, 17, 17)"
2,0,"(0, 3, 12, 11, 4, 6, 2, 7, 13, 14, 1, 9, 5)","(2, 1, 12, 7, 20, 1, 4, 1, 16, 2, 17, 9, 12)"
2,1,"(7, 4, 10)","(17, 14, 16)"
2,2,"(2, 6, 1, 12, 11, 14, 10, 5, 3)","(8, 19, 1, 17, 17, 18, 1, 20, 5)"
2,3,"(8, 2, 13, 14, 4, 12)","(6, 6, 5, 19, 20, 20)"
2,4,"(4, 6, 14, 8, 10, 3, 5, 12, 11, 7, 9)","(11, 8, 11, 2, 6, 10, 6, 7, 20, 10, 6)"
2,5,"(8, 4, 13, 3, 0, 5, 2, 11, 14, 6, 1, 10)","(15, 7, 8, 1, 15, 7, 14, 10, 14, 18, 3, 1)"
3,0,"(3, 7, 14, 4, 11, 9, 10, 13, 0, 12, 2, 5)","(8, 11, 20, 3, 4, 5, 16, 1, 8, 2, 10, 11)"
3,1,"(10, 5, 2, 8)","(9, 19, 10, 7)"
3,2,"(13, 5, 9, 12, 3)","(8, 20, 18, 19, 9)"
3,3,"(1, 2, 3, 7, 11, 5, 8, 6, 9, 12, 14, 0, 10)","(10, 4, 4, 7, 14, 7, 3, 18, 19, 18, 3, 6, 19)"
3,4,"(10, 9, 8, 7)","(20, 20, 13, 20)"
3,5,"(10, 3, 4, 9, 8)","(14, 12, 7, 19, 4)"
4,0,"(14, 3, 0, 2, 7, 5, 9)","(17, 10, 6, 6, 17, 9, 13)"
4,1,"(4, 1, 6, 9, 3, 7, 11, 13, 10, 2, 8, 14)","(16, 1, 1, 16, 10, 13, 15, 16, 2, 7, 7, 2)"
4,2,"(1, 12, 9, 8, 5, 13)","(16, 3, 18, 13, 10, 3)"
4,3,"(4, 7, 1, 0)","(16, 16, 4, 6)"
4,4,"(12, 10, 11, 14, 1, 0, 6, 3)","(3, 14, 19, 16, 9, 19, 17, 10)"
4,5,"(8, 9, 6, 7, 10, 4, 14, 11, 0, 13, 2, 3, 1, 5)","(2, 18, 8, 10, 18, 18, 15, 5, 16, 11, 12, 7, 9, 15)"
4,6,"(1, 6, 11, 9, 12)","(6, 10, 1, 11, 15)"
5,0,"(1, 8)","(19, 8)"
5,1,"(5, 4, 11, 12, 14, 0, 7, 3, 1, 9)","(4, 17, 15, 3, 16, 16, 5, 5, 4, 3)"
5,2,"(6, 10, 4)","(4, 16, 8)"
5,3,"(11, 3, 10, 4, 5, 0)","(4, 8, 20, 2, 3, 8)"
5,4,"(6, 11, 10, 3, 5, 14, 0, 2, 12, 9, 8, 13, 1)","(2, 20, 6, 7, 1, 14, 20, 8, 14, 7, 7, 1, 8)"
5,5,"(12, 1, 2, 5, 8, 6, 4, 0, 11)","(3, 17, 10, 15, 12, 3, 19, 5, 11)"
5,6,"(1, 5, 13, 3, 11, 9, 8, 10, 12, 7, 14, 6)","(16, 13, 1, 20, 20, 14, 4, 13, 15, 12, 10, 7)"
5,7,"(6, 12, 5, 8)","(8, 2, 14, 19)"
