kind,task,machine_selectable,process_time
0,0,"(6, 2, 5, 9, 3, 8, 4, 7)","(9, 19, 11, 2, 18, 7, 15, 3)"
0,1,"(0,)","(15,)"
0,2,"(6, 7, 4, 2, 5)","(7, 19, 11, 20, 5)"
0,3,"(0, 7, 6, 4, 8, 9, 1, 2, 3)","(19, 15, 9, 14, 6, 10, 14, 17, 18)"
0,4,"(4, 6, 5, 8, 1)","(17, 5, 20, 19, 17)"
0,5,"(9, 8, 1)","(8, 4, 7)"
0,6,"(0, 8)","(18, 4)"
0,7,"(0, 2, 8, 7)","(13, 20, 12, 15)"
0,8,"(1,)","(7,)"
0,9,"(1, 0, 6, 9, 7, 5, 3)","(4, 12, 19, 5, 1, 15, 4)"
1,0,"(0, 1)","(9, 8)"
1,1,"(9, 0, 3)","(3, 14, 10)"
1,2,"(3, 8, 6, 5, 1, 2, 7, 4, 0)","(16, 13, 8, 20, 3, 16, 12, 10, 8)"
1,3,"(3, 0)","(5, 10)"
1,4,"(0, 1, 5, 9, 7)","(13, 17, 14, 20, 8)"
1,5,"(8, 1)","(3, 11)"
2,0,"(9, 3, 0, 6, 2, 1)","(16, 20, 5, 17, 14, 2)"
2,1,"(8, 1, 4, 2, 3, 9, 0, 5)","(4, 5, 8, 13, 19, 1, 5, 19)"
2,2,"(4,)","(19,)"
2,3,"(5, 3, 1)","(3, 3, 18)"
2,4,"(5, 3, 8, 2, 4, 7, 6, 0, 1, 9)","(20, 15, 20, 7, 18, 10, 8, 10, 11, 4)"
3,0,"(5, 8, 4, 6, 7, 9, 2, 1)","(8, 15, 3, 8, 4, 16, 8, 13)"
3,1,"(2, 7, 8, 0, 5, 3, 1, 4, 6, 9)","(8, 12, 13, 18, 14, 2, 2, 3, 15, 4)"
3,2,"(8, 0, 1, 5, 3, 6)","(9, 4, 2, 17, 2, 2)"
3,3,"(1, 0, 7, 6)","(10, 9, 3, 8)"
3,4,"(8, 1)","(19, 19)"
3,5,"(0,)","(13,)"
3,6,"(0, 1, 8, 2, 9, 4, 5, 6)","(18, 14, 1, 5, 9, 13, 5, 15)"
3,7,"(4, 2, 3, 1, 9, 7, 5, 0, 8, 6)","(16, 11, 13, 12, 12, 14, 11, 17, 6, 11)"
3,8,"(2, 1, 3, 6, 5)","(5, 4, 9, 12, 16)"
4,0,"(9, 7, 6, 5, 2, 4, 8, 1)","(12, 13, 14, 2, 9, 18, 10, 3)"
4,1,"(4, 6)","(10, 18)"
4,2,"(0, 9, 8, 7)","(14, 8, 14, 3)"
4,3,"(9,)","(8,)"
4,4,"(2, 3, 7, 8, 1, 4, 9, 0, 6, 5)","(8, 3, 18, 14, 16, 4, 20, 4, 6, 9)"
4,5,"(4, 1, 7, 3, 6, 9, 2, 5, 0, 8)","(18, 16, 6, 6, 13, 16, 7, 20, 12, 12)"
4,6,"(4, 6, 2, 1, 5, 0)","(14, 6, 9, 5, 10, 5)"
5,0,"(7, 8, 1, 5, 6, 4, 0, 2)","(4, 4, 18, 19, 14, 9, 3, 12)"
5,1,"(8, 9, 5, 0, 4, 7)","(4, 12, 20, 16, 8, 16)"
5,2,"(1,)","(13,)"
5,3,"(4, 3, 2, 0)","(19, 7, 11, 1)"
5,4,"(7, 4, 2, 1, 6, 5)","(4, 7, 11, 13, 17, 7)"
5,5,"(9, 3, 8, 6, 7, 1)","(9, 3, 19, 2, 14, 1)"
5,6,"(8, 5, 7, 0, 2, 1)","(5, 12, 10, 10, 4, 10)"
5,7,"(7, 5, 8, 3, 9, 4, 1, 6, 2, 0)","(6, 8, 11, 16, 3, 6, 20, 20, 6, 18)"
5,8,"(5, 4, 9, 1, 8, 6)","(7, 11, 8, 8, 7, 9)"
6,0,"(7,)","(8,)"
6,1,"(3,)","(8,)"
6,2,"(1, 4, 5, 7, 8, 0, 2, 3, 6)","(7, 4, 12, 18, 16, 15, 13, 16, 6)"
6,3,"(1, 0, 5, 7, 6, 8, 4, 3)","(3, 13, 8, 8, 15, 16, 18, 12)"
6,4,"(0, 3)","(7, 20)"
6,5,"(6, 2, 3, 7, 4, 5, 1)","(17, 13, 13, 11, 1, 4, 19)"
6,6,"(6, 0, 5, 3, 7, 1, 8)","(20, 7, 7, 13, 2, 5, 8)"
6,7,"(4, 5, 0, 7, 8, 9, 2, 3, 1)","(14, 1, 8, 18, 16, 1, 20, 17, 3)"
6,8,"(3, 7, 4, 5, 9, 8, 1, 0, 6)","(8, 18, 13, 3, 14, 16, 8, 2, 20)"
7,0,"(6, 2)","(15, 12)"
7,1,"(1,)","(14,)"
7,2,"(0, 1)","(16, 20)"
7,3,"(7, 6, 4, 3, 9, 1, 0)","(15, 10, 19, 7, 4, 19, 6)"
7,4,"(0, 2, 5, 9, 7)","(6, 1, 11, 9, 8)"
7,5,"(0, 5, 9)","(7, 7, 18)"
7,6,"(8, 3, 9, 0, 1, 7, 5, 2)","(5, 7, 8, 11, 2, 5, 3, 16)"
7,7,"(4, 7, 5, 1, 9, 8, 2, 6, 3, 0)","(18, 11, 19, 1, 12, 7, 13, 11, 16, 5)"
7,8,"(7, 0, 9, 1, 2, 6)","(13, 18, 11, 1, 16, 17)"
8,0,"(0, 1, 3, 8, 4, 7, 6, 9)","(8, 5, 12, 20, 9, 19, 17, 18)"
8,1,"(6, 7, 4, 5)","(17, 15, 8, 13)"
8,2,"(6, 1, 9, 5, 4)","(4, 4, 2, 18, 7)"
8,3,"(7, 5, 6, 4, 8, 1, 9)","(6, 4, 13, 17, 4, 14, 19)"
8,4,"(3,)","(1,)"
8,5,"(7,)","(4,)"
8,6,"(3, 0, 6, 7, 2)","(4, 17, 13, 9, 15)"
8,7,"(8, 3, 4, 0)","(17, 7, 6, 3)"
