kind,task,machine_selectable,process_time
0,0,"(13, 0, 3)","(19, 15, 2)"
0,1,"(1, 0, 2, 6, 8, 10, 14, 4, 7, 5, 11, 3, 13)","(19, 19, 2, 8, 20, 2, 6, 3, 5, 2, 10, 5, 7)"
0,2,"(8, 4, 2, 11, 9, 3)","(10, 7, 11, 12, 19, 7)"
0,3,"(11, 1)","(14, 18)"
0,4,"(9, 8, 1, 3, 7, 5, 13, 12, 14, 10, 4, 6, 0, 2, 11)","(19, 14, 2, 3, 10, 2, 9, 16, 2, 17, 1, 20, 11, 13, 2)"
0,5,"(1, 14, 7, 6, 5, 12)","(7, 18, 4, 19, 10, 13)"
0,6,"(10, 1, 11, 0, 9, 8, 5, 6, 13, 2, 7)","(20, 3, 15, 18, 13, 14, 20, 8, 17, 17, 16)"
0,7,"(0, 8, 4, 1, 10, 13)","(6, 20, 10, 20, 13, 1)"
1,0,"(6, 14, 3, 12)","(14, 20, 11, 17)"
1,1,"(0,)","(10,)"
1,2,"(5, 12, 6, 2, 11, 13, 4, 7, 0, 10, 14, 9)","(3, 17, 2, 5, 7, 9, 7, 8, 8, 8, 13, 1)"
1,3,"(7, 11, 8, 9, 4, 13, 6, 2, 3, 5, 14)","(20, 20, 16, 2, 15, 13, 20, 8, 2, 10, 3)"
1,4,"(8, 6, 3, 0, 13, 12, 4, 2, 1, 9, 11, 10, 7)","(1, 4, 4, 8, 8, 12, 15, 20, 9, 4, 2, 20, 2)"
2,0,"(6, 9, 13, 10, 1, 3, 0)","(3, 11, 7, 4, 9, 3, 17)"
2,1,"(4, 1, 7, 0, 3, 8, 11, 2, 14, 13)","(4, 17, 4, 3, 18, 11, 20, 6, 16, 3)"
2,2,"(14, 3, 11, 4, 13, 2, 8, 1, 7, 6)","(20, 7, 14, 9, 4, 1, 14, 8, 9, 5)"
2,3,"(4, 6, 10)","(18, 17, 3)"
2,4,"(14, 1, 12)","(5, 14, 15)"
2,5,"(9, 10)","(1, 3)"
2,6,"(11, 1, 9, 8, 0, 7, 10, 5)","(11, 7, 12, 4, 13, 7, 11, 13)"
3,0,"(9, 10, 8, 2, 7, 13, 4, 11, 0)","(3, 20, 15, 7, 5, 8, 2, 17, 13)"
3,1,"(13, 6, 3, 8, 10, 4, 0, 14)","(7, 16, 18, 7, 1, 8, 14, 1)"
3,2,"(10,)","(17,)"
3,3,"(9, 1, 14, 12, 8, 4, 6, 7, 13)","(13, 3, 7, 12, 1, 16, 5, 19, 1)"
3,4,"(3, 10, 8)","(7, 18, 19)"
3,5,"(5, 6, 7, 8, 4, 2, 3, 1, 9, 12)","(16, 5, 20, 9, 3, 12, 1, 19, 15, 15)"
4,0,"(5, 14, 8, 2, 0, 9, 7, 13, 11, 4, 6)","(10, 9, 4, 10, 7, 10, 2, 19, 5, 3, 9)"
4,1,"(10, 9, 8, 12, 13, 0, 3, 1, 4, 14, 6)","(10, 11, 5, 15, 2, 7, 8, 16, 1, 1, 3)"
4,2,"(7, 13, 6, 9, 8, 0, 12, 11, 5, 14, 1)","(16, 3, 15, 11, 10, 12, 20, 19, 11, 5, 8)"
4,3,"(12,)","(11,)"
4,4,"(4,)","(13,)"
4,5,"(1, 10, 8, 4, 13, 14, 3, 0, 2, 5)","(20, 11, 20, 1, 14, 3, 18, 1, 15, 18)"
4,6,"(6, 10, 7, 4, 2, 0, 12, 11, 8, 3, 9, 14)","(11, 4, 16, 19, 20, 8, 19, 8, 3, 8, 5, 11)"
4,7,"(7, 6, 11, 3, 10, 8, 5, 9, 13, 2, 1, 4, 12, 14)","(20, 20, 12, 19, 7, 2, 10, 10, 5, 17, 1, 6, 13, 15)"
4,8,"(6,)","(10,)"
5,0,"(10, 7, 14, 1, 2, 9, 8, 5, 11, 3)","(2, 7, 7, 3, 10, 10, 17, 2, 8, 17)"
5,1,"(7, 8)","(4, 14)"
5,2,"(7, 12, 3, 11, 0, 6, 2, 8, 5, 4, 9, 14, 13, 1)","(18, 19, 17, 15, 2, 12, 15, 6, 7, 18, 17, 9, 11, 2)"
5,3,"(4, 9, 2, 11, 6, 13, 0, 5, 12, 1, 10, 3, 14, 8)","(4, 7, 14, 20, 8, 17, 14, 6, 12, 4, 13, 16, 14, 3)"
5,4,"(6, 13, 9, 2, 10, 5, 11)","(11, 16, 14, 18, 20, 12, 6)"
6,0,"(6, 10, 8, 2, 9, 5, 12, 0, 7, 1, 14)","(14, 9, 17, 9, 3, 14, 18, 11, 20, 15, 20)"
6,1,"(9, 7, 2, 6, 8)","(6, 17, 1, 7, 6)"
6,2,"(10, 5, 6, 3, 4, 14, 11, 8, 2, 7, 12, 9, 0, 1, 13)","(18, 6, 18, 7, 12, 4, 4, 11, 9, 16, 14, 17, 13, 7, 12)"
6,3,"(5, 1, 2, 14, 9, 10, 4, 11, 13, 8, 0, 6, 12, 3, 7)","(16, 20, 16, 12, 13, 1, 16, 1, 2, 9, 2, 13, 6, 18, 5)"
6,4,"(1, 2, 8, 3, 14, 7, 11, 5)","(20, 19, 3, 17, 7, 13, 14, 9)"
6,5,"(10, 7, 11, 1, 2, 12, 0, 3, 6, 8, 14, 13)","(18, 17, 18, 3, 7, 2, 4, 10, 19, 10, 3, 9)"
6,6,"(0, 4, 12, 3, 6, 2, 13, 9, 14, 7, 5)","(12, 20, 17, 1, 1, 19, 18, 5, 8, 8, 11)"
6,7,"(11, 12, 8, 1)","(11, 1, 1, 9)"
6,8,"(0,)","(10,)"
6,9,"(13, 3, 12, 2, 7, 5, 4, 6)","(12, 3, 9, 10, 18, 16, 7, 6)"
7,0,"(6, 2, 13, 7, 9, 4, 14, 12, 8, 10, 5)","(17, 12, 8, 8, 16, 4, 9, 19, 7, 17, 11)"
7,1,"(0, 5, 7, 14, 9, 8, 4, 12, 13, 3, 11, 10, 1)","(10, 8, 16, 4, 12, 1, 13, 14, 2, 15, 3, 19, 20)"
7,2,"(8, 0, 4, 9, 3, 1, 6, 2, 5, 13, 14)","(8, 1, 20, 13, 10, 18, 4, 16, 6, 10, 5)"
7,3,"(10, 7, 2, 11, 8, 12, 13, 9, 14, 5, 0, 4, 6, 1, 3)","(12, 7, 14, 19, 10, 14, 3, 10, 17, 18, 3, 6, 11, 11, 6)"
7,4,"(7, 2, 4, 10, 12, 8, 3, 14, 5, 13, 9, 6, 11)","(2, 11, 9, 18, 10, 16, 1, 6, 1, 20, 13, 6, 18)"
7,5,"(4, 1, 10, 13)","(1, 3, 3, 2)"
7,6,"(10, 4, 1)","(6, 16, 6)"
