kind,task,machine_selectable,process_time
0,0,"(4, 2, 7, 1, 14)","(3, 9, 18, 9, 18)"
0,1,"(2, 5, 13, 6, 0, 14)","(14, 15, 16, 14, 1, 3)"
0,2,"(4,)","(6,)"
0,3,"(2, 4, 3, 1, 5, 9)","(7, 2, 18, 9, 12, 16)"
0,4,"(14, 4, 13, 1, 7, 5, 8, 10, 2, 11, 6, 12, 9, 0)","(20, 7, 7, 20, 4, 16, 8, 11, 3, 3, 9, 11, 14, 16)"
0,5,"(14, 3, 5, 13, 4, 12, 10, 1, 11, 0, 6)","(17, 8, 9, 18, 17, 10, 6, 1, 11, 13, 16)"
0,6,"(12, 3, 7, 13, 9, 4)","(14, 3, 10, 10, 5, 18)"
0,7,"(1, 7, 8, 11, 10, 5, 6, 13, 14, 9, 12, 3, 0, 2)","(2, 1, 20, 13, 1, 3, 4, 12, 14, 18, 4, 5, 1, 13)"
0,8,"(6, 1, 13, 12, 11, 3, 4, 0, 10, 14, 9)","(8, 10, 18, 2, 7, 20, 8, 11, 20, 16, 6)"
0,9,"(11, 5, 12)","(17, 1, 2)"
1,0,"(0, 9)","(4, 16)"
1,1,"(4, 14, 8, 9, 10, 13, 1, 2, 7, 0)","(3, 13, 10, 17, 8, 5, 9, 1, 13, 3)"
1,2,"(6, 0, 4)","(12, 1, 3)"
1,3,"(6, 13, 8, 5, 10, 3, 9, 14, 12, 2, 7, 4, 0)","(19, 1, 8, 10, 5, 18, 17, 17, 19, 19, 15, 17, 19)"
1,4,"(10, 5, 8, 12, 1, 2, 7, 13, 6, 0, 11, 3, 9, 4)","(9, 9, 13, 7, 10, 5, 2, 8, 16, 8, 14, 6, 7, 2)"
2,0,"(6, 5, 14, 11, 1, 3)","(7, 4, 16, 18, 2, 6)"
2,1,"(6, 5, 3, 10, 1)","(16, 13, 7, 18, 10)"
2,2,"(2, 3, 7, 9, 8, 12, 14, 6, 0, 10, 13, 1, 4)","(10, 11, 13, 5, 19, 16, 10, 10, 19, 7, 16, 4, 13)"
2,3,"(0, 9, 3, 1, 12, 7, 2, 11, 14, 13, 4, 6, 10)","(11, 1, 8, 11, 9, 16, 5, 5, 1, 20, 3, 12, 6)"
2,4,"(5, 14, 11, 0, 6, 10, 1, 8, 3, 12, 13, 4, 2, 9, 7)","(6, 20, 17, 19, 10, 8, 13, 1, 6, 8, 9, 9, 19, 17, 17)"
2,5,"(12, 5, 6, 13, 3, 11)","(8, 5, 19, 8, 2, 19)"
2,6,"(3, 10, 2, 14, 5, 11, 6)","(2, 13, 10, 2, 11, 4, 9)"
2,7,"(0, 14, 11, 13, 2, 6, 4, 1, 8)","(9, 12, 17, 1, 2, 1, 17, 19, 19)"
2,8,"(7, 5, 2, 14, 6, 8, 3, 1, 13, 10, 12, 4, 0, 11)","(18, 8, 18, 8, 5, 9, 16, 20, 9, 18, 20, 6, 17, 3)"
3,0,"(11, 10, 7, 13)","(12, 15, 16, 15)"
3,1,"(2, 8, 4, 12, 5)","(2, 17, 9, 10, 7)"
3,2,"(12,)","(15,)"
3,3,"(2, 7, 0, 4, 1, 14, 12)","(17, 17, 15, 3, 20, 6, 14)"
3,4,"(6, 4, 1)","(3, 2, 11)"
3,5,"(6, 9, 12, 2, 3, 14, 0, 1, 11, 13)","(4, 17, 1, 16, 14, 6, 14, 3, 13, 10)"
3,6,"(5, 3, 7, 12, 1, 9, 0, 4, 11, 13, 10, 2, 6, 8)","(5, 17, 8, 13, 17, 2, 2, 17, 3, 10, 2, 6, 18, 10)"
4,0,"(8, 10, 3, 6, 14, 1, 9)","(11, 5, 18, 20, 16, 19, 2)"
4,1,"(10, 6, 3, 5, 7, 2, 1, 8, 4)","(3, 9, 3, 5, 13, 7, 4, 15, 6)"
4,2,"(2, 11, 13, 10)","(9, 3, 2, 20)"
4,3,"(2,)","(10,)"
4,4,"(9, 10, 6, 0, 11, 4, 1, 13, 7, 12, 14, 5, 2, 8, 3)","(1, 13, 2, 14, 17, 9, 15, 15, 20, 9, 8, 16, 12, 5, 16)"
4,5,"(2, 9, 7, 4, 5, 0, 11, 8, 3, 10, 14, 12, 6)","(9, 8, 5, 11, 6, 12, 6, 13, 19, 14, 13, 14, 4)"
5,0,"(3, 7, 10, 11, 9, 5, 12, 0, 13)","(14, 8, 3, 20, 5, 14, 18, 3, 1)"
5,1,"(12, 7, 13, 8, 14, 0, 11, 2, 4, 5, 10)","(6, 13, 6, 15, 2, 18, 4, 12, 19, 7, 13)"
5,2,"(14, 1, 9, 3, 5, 2, 10, 7, 4, 11, 13, 0)","(14, 11, 12, 2, 10, 5, 7, 7, 4, 4, 7, 1)"
5,3,"(10, 11, 7, 3, 12, 2)","(7, 10, 15, 11, 18, 12)"
5,4,"(7, 2, 13, 6, 1, 5, 0, 14, 9, 11, 8, 12)","(16, 12, 8, 15, 20, 5, 7, 10, 20, 10, 11, 9)"
5,5,"(9, 6, 12, 14, 11, 7, 10, 13)","(12, 8, 3, 12, 10, 12, 11, 18)"
