kind,task,machine_selectable,process_time
0,0,"(0, 2, 9, 1, 3, 8, 5)","(19, 17, 1, 7, 9, 6, 15)"
0,1,"(9, 6, 5)","(2, 6, 12)"
0,2,"(8, 1, 9, 3, 0)","(17, 15, 3, 13, 1)"
0,3,"(9, 3, 1, 4, 7, 0)","(7, 11, 2, 15, 3, 13)"
0,4,"(4, 0)","(3, 15)"
0,5,"(7, 8, 5, 1, 4)","(4, 6, 3, 3, 1)"
0,6,"(2, 1, 6, 9, 7, 3, 0, 5, 4, 8)","(8, 15, 14, 17, 14, 4, 7, 18, 8, 6)"
1,0,"(8,)","(16,)"
1,1,"(4, 6)","(5, 13)"
1,2,"(4, 5, 3, 2, 9, 6, 7, 8, 0, 1)","(5, 4, 15, 15, 10, 17, 8, 9, 19, 15)"
1,3,"(1, 5, 3, 0, 4, 2, 6, 7)","(8, 11, 8, 20, 20, 15, 15, 4)"
1,4,"(3, 7, 5, 0, 9, 2, 6, 8)","(2, 4, 4, 14, 19, 12, 16, 10)"
1,5,"(7, 3, 2, 6, 9, 4, 0)","(5, 11, 5, 11, 19, 2, 20)"
2,0,"(3, 8, 5, 6, 9, 1, 0)","(8, 10, 10, 4, 13, 11, 13)"
2,1,"(5, 6, 1, 2, 8, 4, 3)","(6, 20, 2, 4, 19, 4, 2)"
2,2,"(1, 4, 2, 0, 6)","(9, 10, 18, 3, 14)"
2,3,"(1, 6, 8, 9, 7)","(1, 13, 5, 8, 9)"
2,4,"(5, 2, 3, 1, 8, 7, 9, 0, 4, 6)","(13, 13, 18, 1, 19, 9, 10, 2, 16, 2)"
2,5,"(8, 4, 5, 6, 1, 0, 9, 7, 2)","(15, 4, 4, 13, 11, 16, 5, 6, 15)"
2,6,"(2, 4, 7, 8, 6, 0, 5, 9, 1, 3)","(8, 8, 5, 1, 3, 16, 16, 17, 13, 14)"
2,7,"(9, 8, 2, 3)","(6, 6, 2, 1)"
3,0,"(5, 7, 0, 8, 1, 4, 2, 3)","(18, 7, 11, 14, 5, 4, 14, 10)"
3,1,"(3, 4, 2, 1, 7, 8)","(8, 13, 8, 5, 1, 2)"
3,2,"(2, 3, 8, 0, 9, 6, 1, 5, 7, 4)","(18, 17, 13, 14, 10, 18, 5, 2, 3, 5)"
