kind,task,machine_selectable,process_time
0,0,"(5, 3, 15, 10, 9, 2, 1, 6, 16, 8, 12, 19, 14, 11, 0, 18, 7)","(14, 8, 20, 3, 8, 3, 14, 6, 15, 6, 7, 4, 14, 14, 11, 5, 8)"
0,1,"(5, 6, 11, 1, 16, 18, 4, 12, 19, 3, 13, 9, 17, 15, 14, 0, 2, 8, 10)","(4, 4, 17, 11, 5, 14, 4, 12, 9, 11, 7, 14, 19, 3, 6, 6, 5, 12, 13)"
0,2,"(4, 16, 1, 12, 5, 9, 2, 6, 8, 0, 11, 7, 18, 17, 3, 14, 19)","(5, 16, 11, 13, 20, 8, 18, 12, 16, 15, 19, 19, 19, 19, 16, 15, 17)"
0,3,"(1, 16, 13, 3, 18, 5, 7, 9, 2, 15, 10, 12, 11, 19, 8, 4, 17, 6)","(5, 6, 18, 19, 15, 19, 16, 12, 4, 3, 8, 14, 2, 13, 15, 4, 13, 4)"
0,4,"(2, 3, 17, 13, 16, 1, 12, 9, 4, 6, 15, 19, 8, 7, 14, 11, 10, 5, 18, 0)","(12, 3, 13, 1, 7, 5, 1, 7, 19, 5, 16, 12, 6, 5, 2, 15, 5, 15, 17, 4)"
1,0,"(4, 13, 10, 7, 3, 8, 18, 16, 9, 17, 5)","(15, 13, 15, 10, 13, 2, 1, 4, 8, 4, 4)"
1,1,"(2, 9, 13, 19, 4, 14, 15, 17, 5, 7, 1, 3, 16)","(5, 14, 5, 5, 11, 16, 6, 16, 2, 4, 12, 1, 10)"
1,2,"(10, 11, 5, 1, 0, 4, 6, 2, 18, 8, 7)","(16, 15, 9, 12, 9, 4, 8, 10, 15, 2, 12)"
1,3,"(11, 17)","(11, 11)"
1,4,"(2, 18, 5, 1, 11, 4, 8, 0, 12, 17, 7, 6, 13, 19)","(16, 15, 9, 16, 16, 6, 16, 13, 2, 16, 3, 19, 16, 19)"
1,5,"(0, 10, 11, 4, 5, 16)","(9, 14, 7, 16, 12, 17)"
1,6,"(12, 15, 14, 8, 17, 13, 0, 18, 5, 6, 9, 3)","(17, 1, 6, 2, 12, 16, 8, 4, 1, 7, 15, 10)"
2,0,"(10, 7, 17, 9, 14, 8, 6, 5, 3, 18, 4, 0, 2, 15, 19, 11)","(2, 9, 14, 5, 3, 17, 20, 14, 11, 13, 12, 3, 8, 16, 2, 1)"
2,1,"(10, 9, 1, 7, 2, 0, 12, 4, 18, 15, 5, 14, 16, 6, 11, 19, 8, 13)","(18, 1, 19, 12, 9, 19, 17, 3, 19, 1, 6, 13, 11, 9, 14, 1, 19, 10)"
2,2,"(15, 17, 9)","(2, 5, 2)"
2,3,"(0, 3, 13, 18)","(9, 10, 9, 12)"
2,4,"(7, 3, 10, 2, 9, 18, 13, 14, 12, 5, 19, 4, 15, 11)","(14, 10, 3, 4, 18, 15, 1, 18, 4, 2, 19, 8, 17, 9)"
2,5,"(9, 8, 19, 18, 5, 12)","(9, 7, 8, 20, 7, 19)"
2,6,"(16, 10, 1, 2, 9, 14, 15, 0, 12, 13, 4)","(9, 2, 9, 17, 4, 16, 17, 19, 4, 8, 9)"
2,7,"(3, 12, 13, 2, 6, 11, 15, 5, 18, 19, 14, 17, 0, 1)","(2, 5, 10, 13, 5, 18, 1, 2, 10, 9, 16, 20, 12, 6)"
2,8,"(10, 2, 16, 13, 5, 0, 7, 11, 1)","(14, 2, 12, 2, 20, 3, 2, 11, 2)"
2,9,"(18, 15, 1)","(14, 1, 13)"
3,0,"(18, 7, 11, 6, 3, 12, 2, 10, 19, 1, 14, 4, 15, 8, 0)","(15, 4, 12, 15, 16, 4, 20, 5, 20, 1, 13, 1, 7, 20, 15)"
3,1,"(7, 3, 16, 18, 6, 12, 13, 1, 15, 19, 10, 14, 0, 8, 4, 9)","(16, 5, 8, 15, 6, 6, 10, 15, 12, 1, 8, 17, 18, 1, 14, 2)"
3,2,"(4, 17, 11, 1, 7, 3, 10, 18, 16, 15, 13)","(12, 16, 8, 7, 18, 12, 19, 6, 2, 11, 20)"
3,3,"(19, 5, 1, 4, 9, 8, 11, 6, 0, 16, 3, 12, 14)","(8, 11, 7, 16, 18, 16, 20, 16, 13, 9, 6, 14, 5)"
3,4,"(10, 9, 18, 14, 16, 19, 4, 15, 3)","(7, 13, 19, 3, 5, 13, 2, 2, 2)"
3,5,"(2, 1, 14, 10, 0, 13, 17, 7, 4, 12, 15, 9, 8, 19, 16, 6, 5, 11)","(5, 20, 10, 8, 19, 4, 16, 12, 18, 19, 18, 19, 3, 17, 5, 8, 11, 14)"
3,6,"(10, 3, 14, 11, 9, 13, 16, 19, 1, 6)","(20, 2, 12, 3, 3, 9, 5, 16, 4, 7)"
3,7,"(7, 11, 10, 0, 8, 4, 13)","(15, 3, 3, 17, 3, 20, 1)"
3,8,"(1, 3, 7, 13, 19, 18, 2, 10, 11, 15)","(20, 2, 15, 4, 14, 20, 13, 19, 20, 6)"
