kind,task,machine_selectable,process_time
0,0,"(13, 6, 5, 11, 2, 12, 7, 3, 8, 14, 0, 4, 10, 1)","(11, 6, 4, 11, 20, 2, 7, 15, 14, 20, 13, 10, 1, 9)"
0,1,"(6, 8, 3, 0, 12, 13, 9, 10, 1, 14, 2, 4, 11, 7, 5)","(5, 18, 9, 15, 9, 17, 5, 6, 4, 18, 12, 11, 10, 13, 1)"
0,2,"(13, 4, 1, 12, 9)","(10, 5, 7, 18, 16)"
0,3,"(10, 14, 3)","(16, 17, 13)"
0,4,"(7, 6, 0, 3, 4, 5, 13, 1, 14)","(8, 14, 16, 19, 19, 14, 13, 12, 8)"
0,5,"(1, 4, 10, 14, 6, 9, 5, 11, 7, 13)","(13, 7, 2, 13, 3, 17, 6, 20, 12, 5)"
0,6,"(0, 12)","(4, 1)"
0,7,"(0, 11, 14, 7, 8, 6, 3, 2, 5, 4, 13, 12, 9, 1)","(11, 5, 18, 1, 18, 13, 4, 10, 8, 19, 19, 15, 19, 16)"
0,8,"(1, 0, 6, 13, 8, 7, 2, 9, 14, 12)","(11, 7, 1, 1, 7, 10, 1, 2, 19, 11)"
0,9,"(2, 4, 6, 11, 12, 14, 5, 8, 10, 13, 1, 7, 9, 0, 3)","(8, 5, 20, 16, 3, 14, 1, 5, 1, 15, 8, 6, 1, 11, 19)"
1,0,"(13, 1, 12)","(11, 15, 19)"
1,1,"(4, 6, 7, 1, 3, 13, 0, 5, 11, 14)","(20, 10, 17, 1, 5, 19, 10, 4, 11, 11)"
1,2,"(0, 12, 7, 3, 10, 11, 2, 6, 5, 1)","(14, 9, 19, 8, 20, 14, 1, 15, 4, 13)"
1,3,"(13, 4, 7, 8, 11, 10, 14)","(14, 19, 16, 1, 19, 6, 13)"
1,4,"(14, 9, 3)","(3, 12, 8)"
1,5,"(12, 4, 7, 3, 2, 1, 5, 0, 9, 6, 11, 8, 14, 10, 13)","(7, 17, 11, 2, 16, 4, 7, 14, 20, 19, 6, 9, 2, 5, 3)"
2,0,"(0, 7, 2, 4, 6, 12, 8, 13, 5)","(6, 19, 19, 3, 3, 19, 1, 8, 2)"
2,1,"(12, 3, 2, 13)","(6, 17, 7, 3)"
2,2,"(0, 3, 10)","(18, 6, 11)"
2,3,"(6, 7, 10, 1, 13, 8)","(2, 8, 15, 17, 16, 1)"
2,4,"(6, 13, 12, 10)","(18, 20, 9, 17)"
2,5,"(8, 6, 5, 9, 12, 11, 3, 4, 1, 10, 13)","(15, 20, 7, 12, 13, 18, 18, 1, 20, 3, 14)"
2,6,"(7, 13, 12, 14, 1)","(15, 12, 19, 1, 8)"
2,7,"(0,)","(2,)"
3,0,"(11, 4, 14, 13)","(20, 4, 3, 2)"
3,1,"(11,)","(11,)"
3,2,"(8, 14, 13, 9, 1, 2, 4, 3, 11)","(8, 8, 2, 11, 11, 20, 1, 17, 19)"
3,3,"(5, 14, 0, 13, 10)","(13, 9, 15, 11, 10)"
3,4,"(10, 2, 14, 0, 11)","(4, 17, 8, 5, 9)"
3,5,"(4, 10, 14, 9, 0, 7, 1, 8, 6, 13, 2, 3)","(12, 17, 5, 1, 11, 16, 18, 12, 18, 5, 11, 4)"
