kind,task,machine_selectable,process_time
0,0,"(10, 1, 6, 0)","(14, 3, 6, 18)"
0,1,"(4,)","(6,)"
0,2,"(14, 1, 11, 9, 8, 6, 13, 4, 12, 7, 10, 3, 2)","(9, 9, 14, 3, 13, 10, 15, 18, 17, 6, 9, 15, 18)"
0,3,"(8, 7, 10, 13, 0, 12, 2, 4, 5, 14, 11, 1, 9, 6, 3)","(18, 8, 19, 2, 20, 15, 17, 9, 4, 19, 2, 12, 17, 18, 4)"
0,4,"(13, 2, 7, 14, 9, 0, 4, 3, 1, 5, 11, 12, 8, 10)","(11, 2, 10, 10, 11, 10, 14, 12, 9, 12, 8, 12, 14, 4)"
0,5,"(6, 5)","(12, 11)"
0,6,"(4, 6, 14, 7, 9, 12, 0, 2, 13, 5, 10, 3, 11, 8, 1)","(3, 20, 12, 2, 11, 17, 16, 10, 10, 18, 9, 3, 19, 7, 8)"
1,0,"(7, 2, 5, 14, 11, 6, 13, 8, 0, 3, 12, 9)","(17, 12, 14, 15, 15, 13, 14, 1, 3, 5, 9, 20)"
1,1,"(3, 10, 7)","(3, 17, 12)"
1,2,"(3, 4, 11, 0, 7, 9, 13, 12, 6, 5, 1, 14)","(19, 2, 16, 7, 6, 19, 5, 16, 11, 8, 13, 20)"
1,3,"(3, 9, 6, 1, 12, 5, 0, 8, 14, 4)","(15, 3, 2, 13, 13, 15, 9, 20, 5, 1)"
1,4,"(4, 12, 5, 7, 2)","(18, 4, 13, 14, 2)"
1,5,"(7, 5, 14, 1)","(5, 1, 11, 1)"
1,6,"(11, 1, 7, 12, 9, 8, 5, 6)","(17, 9, 4, 18, 10, 15, 5, 14)"
2,0,"(2, 7, 10)","(19, 15, 10)"
2,1,"(4, 1, 14, 2, 3, 13)","(16, 19, 7, 10, 7, 8)"
2,2,"(14, 12, 9, 5, 13, 8, 10, 11, 3, 6, 4, 0)","(13, 9, 15, 2, 18, 20, 1, 9, 1, 5, 13, 7)"
2,3,"(3, 10, 1, 2, 0, 14, 6, 5, 8, 9)","(7, 19, 12, 14, 18, 20, 17, 10, 18, 17)"
2,4,"(11, 0, 10, 5, 12, 1, 8, 6, 14)","(14, 8, 1, 7, 7, 12, 10, 4, 13)"
2,5,"(14, 3, 8, 6, 12, 2, 9, 10, 13, 11, 7, 0)","(16, 10, 20, 15, 12, 20, 6, 5, 15, 10, 6, 9)"
2,6,"(10, 8, 4, 3, 9, 12, 2)","(6, 20, 18, 14, 8, 3, 18)"
2,7,"(6, 7, 1, 11, 14)","(14, 12, 6, 15, 10)"
3,0,"(5, 14, 2, 3, 13, 6, 8, 12, 10)","(16, 17, 20, 1, 10, 10, 19, 5, 11)"
3,1,"(3, 1, 13, 2, 9, 0, 14, 6, 4, 10, 12)","(19, 13, 19, 4, 18, 16, 10, 8, 1, 12, 18)"
3,2,"(7, 13, 4, 2, 11, 0, 14)","(17, 7, 7, 8, 20, 19, 2)"
3,3,"(7, 2, 6, 13)","(2, 13, 14, 14)"
3,4,"(2, 11, 5, 1, 14, 0, 12, 7, 4, 13, 10, 6, 9)","(17, 11, 2, 20, 19, 11, 13, 19, 11, 3, 7, 9, 12)"
3,5,"(11, 7, 12)","(16, 3, 12)"
4,0,"(1, 6, 5)","(15, 16, 16)"
4,1,"(14, 13, 2, 11, 9, 0, 1, 10, 6, 8, 12, 3, 4, 7)","(9, 8, 10, 3, 6, 16, 20, 15, 8, 1, 17, 15, 6, 19)"
4,2,"(12, 11, 3, 1, 4, 10, 7, 5, 9, 8, 13, 14, 6, 2)","(2, 8, 12, 8, 11, 9, 3, 4, 2, 3, 16, 4, 15, 9)"
4,3,"(4, 1, 0, 2, 14, 9)","(6, 3, 4, 13, 4, 9)"
4,4,"(0, 14, 9, 11, 13, 12, 6, 7)","(5, 16, 2, 17, 14, 9, 16, 7)"
4,5,"(13, 12, 8, 4, 1, 11)","(9, 6, 18, 15, 8, 20)"
4,6,"(5, 9, 3, 12, 13, 7, 6, 1, 4, 10, 11, 2, 0, 8)","(2, 12, 19, 17, 6, 4, 14, 11, 14, 15, 4, 4, 14, 17)"
4,7,"(12, 13, 6, 11, 7, 4, 14)","(14, 1, 14, 19, 9, 1, 14)"
4,8,"(2, 0, 3, 4)","(13, 7, 14, 20)"
4,9,"(7, 13, 3, 4, 1, 8, 9, 14, 12, 5, 11, 0, 6, 10)","(3, 5, 7, 12, 6, 13, 17, 10, 12, 3, 15, 7, 8, 18)"
5,0,"(13, 5, 3, 1, 2, 14)","(16, 14, 19, 14, 16, 8)"
5,1,"(8, 4, 0, 11, 9, 5, 6, 14, 10, 3, 1, 12)","(19, 16, 18, 18, 12, 6, 16, 14, 8, 13, 9, 16)"
5,2,"(10, 1, 9, 0, 3)","(6, 13, 3, 11, 20)"
5,3,"(10,)","(14,)"
5,4,"(14, 9, 2, 6, 4, 3, 13, 11, 10)","(17, 1, 5, 20, 1, 5, 17, 10, 2)"
6,0,"(6,)","(1,)"
