kind,task,machine_selectable,process_time
0,0,"(8, 7)","(5, 1)"
0,1,"(0, 9, 5, 4, 2, 6, 1, 7, 3)","(12, 15, 2, 4, 17, 3, 10, 2, 6)"
0,2,"(9, 3, 4, 5)","(3, 19, 5, 7)"
0,3,"(7,)","(6,)"
0,4,"(6, 3, 9, 2, 1, 4, 5, 0)","(8, 16, 14, 14, 15, 3, 10, 8)"
0,5,"(0, 8, 7, 3, 6, 2, 4, 1)","(2, 9, 16, 4, 20, 20, 5, 13)"
0,6,"(4, 5, 2, 6)","(19, 6, 17, 17)"
1,0,"(6, 5, 9, 3, 0, 1, 8)","(10, 12, 20, 18, 1, 17, 8)"
1,1,"(7, 9, 8, 4, 5, 1, 6, 3, 2)","(16, 17, 14, 18, 3, 12, 8, 5, 12)"
1,2,"(1, 9, 8)","(2, 19, 6)"
1,3,"(9, 3, 8, 4, 7, 5, 6)","(6, 20, 10, 19, 9, 5, 7)"
1,4,"(0, 5, 7, 6)","(1, 15, 12, 2)"
1,5,"(0, 3, 4, 9, 2, 8, 5, 6, 7)","(14, 13, 16, 17, 18, 14, 7, 11, 12)"
2,0,"(4, 8, 1, 9)","(8, 18, 3, 16)"
2,1,"(9, 7, 6)","(14, 9, 3)"
2,2,"(9,)","(15,)"
2,3,"(0,)","(3,)"
2,4,"(0, 7, 2)","(2, 11, 7)"
3,0,"(8, 5, 3)","(11, 3, 20)"
3,1,"(7,)","(16,)"
3,2,"(3, 8, 7, 0)","(5, 5, 16, 15)"
3,3,"(4, 9, 5, 8, 6, 2, 3, 7)","(5, 4, 16, 13, 14, 2, 12, 19)"
3,4,"(3, 8, 7, 1)","(8, 13, 3, 4)"
3,5,"(8, 4, 7)","(18, 6, 18)"
3,6,"(7, 3, 9, 1, 5, 2, 0, 4, 8, 6)","(1, 9, 17, 19, 5, 3, 2, 15, 2, 16)"
3,7,"(9, 0, 7, 1)","(1, 11, 18, 9)"
3,8,"(6, 9, 4, 1, 5, 0, 7)","(11, 15, 7, 20, 20, 1, 9)"
3,9,"(3, 1, 9, 7, 8, 2, 5, 6, 4)","(4, 14, 13, 17, 4, 15, 4, 12, 14)"
4,0,"(0, 3)","(5, 2)"
4,1,"(0, 4, 2)","(15, 14, 5)"
4,2,"(5, 9, 3, 2)","(18, 16, 4, 1)"
4,3,"(6, 8)","(16, 18)"
4,4,"(8, 3, 5, 6, 9, 2, 4)","(11, 14, 4, 1, 9, 17, 19)"
5,0,"(2, 4, 9, 7, 6, 5, 0)","(2, 7, 1, 5, 19, 16, 5)"
5,1,"(6,)","(15,)"
5,2,"(5, 2, 6)","(13, 15, 10)"
5,3,"(2, 4, 1)","(1, 4, 2)"
5,4,"(9, 7, 8, 2, 5, 0, 3)","(6, 5, 6, 10, 20, 10, 4)"
5,5,"(4,)","(4,)"
6,0,"(8,)","(16,)"
6,1,"(5, 4, 0, 7, 3, 8)","(11, 16, 17, 3, 17, 8)"
6,2,"(2, 3, 9, 1)","(11, 6, 19, 11)"
6,3,"(9, 8, 2, 4, 6, 5, 7, 1)","(18, 7, 3, 11, 15, 20, 13, 5)"
6,4,"(1, 2, 3, 9, 4)","(17, 2, 9, 20, 5)"
6,5,"(9, 2, 3, 7, 4, 5, 0, 6, 1, 8)","(16, 16, 9, 6, 12, 18, 4, 4, 3, 14)"
6,6,"(7, 3, 5, 0, 6, 2, 9, 8, 4, 1)","(15, 3, 4, 7, 3, 1, 10, 7, 6, 9)"
