kind,task,machine_selectable,process_time
0,0,"(13, 10, 9)","(16, 3, 20)"
0,1,"(9, 2, 5, 13)","(18, 3, 15, 5)"
0,2,"(13,)","(4,)"
0,3,"(9, 10, 14, 12)","(20, 19, 14, 3)"
0,4,"(1, 8, 3, 14, 13, 4, 11, 7, 2, 5, 6)","(14, 2, 3, 11, 12, 4, 3, 13, 8, 3, 13)"
0,5,"(9,)","(19,)"
0,6,"(3, 11, 4, 7, 8, 10)","(10, 9, 7, 2, 17, 7)"
0,7,"(7, 13, 9)","(13, 3, 20)"
0,8,"(0, 10)","(13, 12)"
1,0,"(4,)","(16,)"
1,1,"(5, 13, 11)","(16, 13, 13)"
1,2,"(5, 2, 0, 14, 3, 12, 6, 13)","(6, 12, 15, 17, 7, 9, 11, 5)"
1,3,"(10, 12, 3, 0, 11)","(10, 13, 8, 2, 9)"
1,4,"(7, 14, 13, 2, 8, 4, 0)","(18, 12, 18, 6, 12, 5, 5)"
1,5,"(1, 2, 6, 8, 13, 0)","(6, 5, 1, 14, 4, 10)"
2,0,"(2, 1, 10, 7, 12, 14, 11, 5, 6, 4)","(13, 19, 4, 12, 17, 17, 7, 8, 8, 6)"
2,1,"(3,)","(11,)"
2,2,"(5, 1, 3, 8, 10, 11, 9)","(3, 12, 17, 12, 9, 15, 11)"
2,3,"(11, 7, 0, 4, 8, 3, 1, 2, 10, 12, 14, 6)","(18, 18, 16, 3, 6, 13, 5, 5, 18, 2, 12, 6)"
2,4,"(13, 11, 6, 7, 14, 9, 0, 2, 10, 8, 1, 12)","(16, 19, 20, 6, 18, 1, 14, 14, 17, 3, 14, 13)"
3,0,"(13, 7, 2, 4, 3, 8, 12, 11)","(2, 18, 1, 6, 14, 17, 15, 16)"
3,1,"(3, 7, 1, 4, 14, 10, 2, 11, 6, 8)","(20, 4, 9, 18, 19, 11, 17, 8, 4, 6)"
3,2,"(5, 0, 3)","(12, 12, 8)"
3,3,"(2, 5, 9, 6, 4, 1, 8)","(17, 19, 7, 12, 15, 16, 12)"
3,4,"(4, 7, 6, 2, 5)","(2, 11, 10, 7, 19)"
3,5,"(9, 11, 7)","(16, 6, 10)"
3,6,"(13, 8, 12, 9, 10, 14, 5)","(18, 8, 8, 10, 5, 9, 8)"
3,7,"(8, 4, 5, 3, 10, 12)","(20, 6, 17, 17, 2, 2)"
4,0,"(13, 4, 6, 8, 10, 12, 3, 1, 14, 5)","(15, 19, 13, 17, 20, 20, 6, 2, 13, 6)"
4,1,"(9, 10, 13, 12, 14, 11, 2, 8, 3, 0, 5)","(4, 10, 2, 9, 9, 19, 11, 3, 6, 6, 2)"
4,2,"(1, 7, 12, 10, 11, 8, 5, 14, 0, 3, 4)","(5, 20, 3, 12, 6, 18, 2, 9, 19, 5, 16)"
4,3,"(3, 12, 1, 11, 0, 6, 10)","(2, 12, 17, 10, 1, 20, 4)"
4,4,"(10, 2, 0, 1, 5, 14, 11, 8, 9, 12, 6, 4, 13, 3)","(7, 19, 4, 4, 4, 4, 8, 5, 13, 12, 11, 8, 3, 16)"
4,5,"(6, 9, 10, 1, 11, 0, 3, 12, 13, 14, 5, 2, 7, 4, 8)","(2, 6, 8, 13, 20, 1, 14, 9, 9, 2, 10, 10, 10, 6, 1)"
4,6,"(3, 8, 9, 1, 10, 2, 13, 0, 12, 4, 14, 5)","(16, 20, 14, 16, 6, 11, 5, 12, 20, 7, 1, 10)"
4,7,"(10, 12, 14, 7, 6, 11, 2, 13, 9, 5, 0, 1)","(20, 17, 20, 4, 10, 6, 4, 17, 14, 16, 20, 16)"
5,0,"(13, 6, 8, 12, 3)","(6, 7, 10, 17, 11)"
5,1,"(8, 14, 1, 10, 7, 6, 11, 12, 4, 13, 3, 2, 0, 5)","(4, 13, 20, 1, 8, 4, 12, 7, 1, 15, 10, 18, 9, 12)"
5,2,"(10, 1, 0, 4, 9, 12, 2, 13, 7, 8, 11, 6, 14)","(9, 18, 20, 19, 13, 19, 9, 10, 9, 10, 18, 1, 8)"
5,3,"(1, 5, 3, 14, 12, 13, 10, 11, 6, 7, 9, 2)","(11, 9, 3, 12, 11, 14, 10, 6, 11, 3, 9, 19)"
5,4,"(8, 13, 6, 11)","(14, 17, 13, 15)"
5,5,"(11, 12, 3, 9, 8, 5)","(13, 6, 3, 11, 8, 5)"
5,6,"(4, 5, 12, 8, 3)","(16, 18, 7, 14, 8)"
5,7,"(3, 13, 10, 11, 2, 5, 0, 12, 9, 8, 14, 6, 7, 4)","(14, 9, 15, 17, 18, 4, 9, 17, 9, 13, 11, 4, 2, 15)"
6,0,"(7,)","(3,)"
6,1,"(11, 2, 14, 4, 9, 5, 0, 7, 3, 1, 12)","(18, 1, 20, 12, 10, 11, 15, 14, 20, 14, 17)"
6,2,"(13, 0, 9, 7, 10, 8, 12)","(11, 5, 6, 14, 20, 1, 7)"
6,3,"(6, 0, 4, 1, 11, 7, 2, 9, 3, 10, 8, 5, 13)","(18, 16, 2, 12, 11, 2, 20, 13, 18, 16, 4, 9, 3)"
6,4,"(2, 0, 9, 10, 11, 14)","(13, 2, 10, 3, 14, 12)"
