kind,task,machine_selectable,process_time
0,0,"(5, 2, 4, 0, 3)","(8, 1, 13, 1, 4)"
0,1,"(8, 9, 0, 2)","(2, 4, 7, 1)"
0,2,"(4, 3, 5)","(12, 4, 9)"
0,3,"(4, 0, 8, 2, 3, 9)","(2, 19, 18, 6, 14, 3)"
0,4,"(5, 3, 0)","(12, 5, 15)"
0,5,"(7,)","(6,)"
0,6,"(0, 5, 6, 3, 7)","(12, 20, 6, 9, 12)"
0,7,"(8, 1, 9, 5)","(1, 18, 2, 18)"
0,8,"(1, 3, 6, 5, 9)","(7, 5, 2, 2, 12)"
0,9,"(8, 9, 2, 1, 3, 0, 7, 4)","(8, 12, 3, 10, 10, 14, 20, 13)"
1,0,"(1, 5, 3, 7)","(19, 19, 1, 15)"
1,1,"(9, 8, 0)","(13, 19, 14)"
1,2,"(1, 4, 5, 2, 0, 3, 9, 7, 8)","(7, 10, 2, 5, 9, 12, 15, 8, 12)"
1,3,"(0, 4)","(1, 1)"
1,4,"(1,)","(3,)"
1,5,"(6, 4, 3, 0, 5, 1, 7, 2, 8)","(14, 10, 4, 3, 11, 6, 14, 4, 14)"
1,6,"(7, 1, 8, 4)","(7, 10, 11, 20)"
1,7,"(0, 5, 4)","(14, 5, 7)"
2,0,"(7, 6, 8, 9, 1, 2, 3, 5)","(7, 16, 9, 10, 8, 7, 5, 11)"
2,1,"(0, 1, 2, 9, 3, 5, 4, 7, 6, 8)","(13, 3, 9, 14, 4, 18, 19, 15, 16, 20)"
2,2,"(9, 4, 6, 3, 7, 1, 8)","(9, 3, 20, 19, 15, 19, 18)"
2,3,"(1, 2, 9, 5, 7, 8, 6, 4)","(5, 3, 18, 4, 16, 19, 12, 8)"
2,4,"(8, 3, 0, 9, 2, 6, 1, 4, 7, 5)","(11, 14, 19, 5, 14, 2, 9, 8, 19, 5)"
2,5,"(7, 8, 0, 2, 9)","(1, 4, 14, 15, 3)"
2,6,"(0, 9, 6, 5, 8, 3, 1, 7, 4, 2)","(13, 14, 16, 16, 20, 17, 3, 2, 8, 15)"
2,7,"(0, 8, 5, 2, 4, 9)","(5, 18, 8, 16, 14, 12)"
