kind,task,machine_selectable,process_time
0,0,"(0, 4, 14, 17, 7, 2, 18)","(9, 16, 2, 4, 8, 12, 10)"
0,1,"(7, 0)","(12, 10)"
0,2,"(15, 16, 0, 19, 13, 3, 18, 12, 1)","(5, 8, 6, 1, 7, 14, 15, 2, 9)"
0,3,"(13, 6, 16)","(8, 11, 14)"
0,4,"(16, 5, 2, 17, 15, 13, 12, 3, 9, 1, 6)","(6, 16, 9, 5, 20, 4, 7, 6, 6, 13, 13)"
0,5,"(1, 4, 7, 14, 12, 15, 17, 9, 18, 6, 10, 8, 19, 13, 3, 16, 2)","(15, 5, 6, 1, 10, 11, 4, 7, 12, 6, 3, 10, 15, 5, 5, 14, 12)"
0,6,"(18, 19, 14, 15, 0, 7, 9, 4, 8, 11, 2)","(2, 17, 17, 5, 6, 19, 13, 20, 15, 14, 17)"
0,7,"(3, 13, 10, 15, 19, 17, 14)","(8, 16, 2, 12, 17, 16, 1)"
0,8,"(3, 15, 18, 7, 5, 8, 12, 1, 9, 17, 14, 10, 0, 6, 2)","(4, 11, 8, 14, 7, 20, 9, 7, 4, 15, 16, 1, 5, 7, 17)"
0,9,"(18, 0, 17, 16, 11, 12, 5, 19, 9)","(3, 12, 17, 14, 1, 15, 16, 7, 11)"
1,0,"(4, 12, 16, 15, 13, 14, 3, 10, 18, 11, 8, 2, 19, 9, 6, 1, 5, 17, 0, 7)","(16, 14, 17, 16, 13, 19, 9, 19, 8, 11, 17, 15, 20, 15, 1, 16, 2, 10, 1, 1)"
1,1,"(5, 16, 11, 2, 9, 14, 13, 7, 6, 0, 4, 8, 1)","(20, 13, 8, 13, 7, 12, 16, 11, 8, 20, 13, 13, 15)"
1,2,"(14, 19, 0, 4)","(8, 6, 14, 18)"
1,3,"(7,)","(2,)"
1,4,"(12, 14, 17, 5, 10, 0, 3)","(3, 13, 16, 14, 15, 14, 17)"
1,5,"(16, 7, 19, 1, 18, 10, 11, 0, 17, 13)","(12, 11, 11, 10, 4, 3, 1, 17, 16, 2)"
1,6,"(6, 14, 19, 8, 9, 11, 2, 5, 4)","(4, 13, 15, 20, 1, 3, 17, 19, 8)"
1,7,"(6, 2, 12, 1, 15, 7, 8, 18)","(16, 1, 3, 17, 12, 19, 2, 20)"
2,0,"(19, 4, 8, 14, 18, 15, 13, 16, 0, 2, 1, 17, 11, 5, 10)","(15, 12, 10, 7, 19, 15, 4, 15, 3, 14, 8, 17, 4, 12, 2)"
2,1,"(15, 1, 19, 6, 11)","(12, 13, 6, 15, 6)"
2,2,"(13, 4, 16, 11, 10, 5)","(20, 19, 20, 7, 4, 15)"
2,3,"(0, 18)","(14, 6)"
