kind,task,machine_selectable,process_time
0,0,"(15, 7, 0, 17)","(15, 8, 6, 5)"
0,1,"(0, 16, 6, 7, 5, 18, 12, 10, 3)","(8, 14, 3, 6, 18, 10, 10, 15, 14)"
0,2,"(9, 11, 2, 12, 4, 1, 5)","(10, 10, 19, 5, 15, 1, 18)"
0,3,"(18, 12, 0, 5, 1, 17, 2, 4)","(12, 9, 10, 2, 12, 11, 18, 20)"
0,4,"(13, 6, 1, 14, 11, 19, 16)","(11, 11, 7, 10, 12, 14, 8)"
0,5,"(15, 11, 19, 0)","(3, 12, 17, 15)"
0,6,"(9, 19, 6, 4, 1)","(11, 10, 20, 3, 1)"
0,7,"(14, 11, 5, 10, 2, 8, 9, 17, 19, 15, 0, 18, 13, 16, 4, 12, 6, 1, 7, 3)","(3, 20, 13, 15, 6, 11, 6, 18, 8, 1, 10, 4, 19, 9, 16, 2, 11, 7, 10, 9)"
1,0,"(19, 9, 11, 15, 13, 3, 4, 5, 0, 6, 2, 14)","(4, 12, 16, 16, 14, 2, 17, 9, 13, 7, 1, 5)"
1,1,"(1, 14, 12, 2, 7, 9, 6, 17, 4, 8, 15, 13, 10, 11)","(7, 14, 3, 19, 7, 4, 15, 8, 12, 20, 20, 10, 5, 7)"
1,2,"(2, 4, 16, 9, 10, 8)","(20, 16, 7, 1, 1, 5)"
1,3,"(1, 14, 0, 9, 19, 12, 11, 7, 18, 15)","(7, 15, 19, 16, 15, 6, 17, 15, 18, 9)"
1,4,"(12, 15, 17, 3, 10, 2, 14, 13, 8, 11, 7, 16, 5)","(18, 11, 20, 5, 9, 5, 15, 18, 13, 8, 8, 12, 14)"
1,5,"(2, 6, 18, 11, 1, 5, 9, 15, 7, 14, 10, 3, 17, 8, 12, 19, 0)","(3, 13, 3, 20, 16, 11, 18, 8, 4, 12, 17, 12, 7, 18, 9, 15, 1)"
1,6,"(1, 9, 14, 2, 15, 4, 16, 3, 8, 7, 18, 19, 17, 0, 13, 10, 11)","(2, 7, 10, 15, 15, 15, 20, 3, 3, 3, 6, 9, 19, 8, 11, 13, 7)"
2,0,"(10, 11, 4, 3, 12, 7, 6)","(18, 9, 8, 5, 15, 12, 1)"
2,1,"(7, 16, 6, 1, 15, 4, 5, 14, 9, 18, 8, 19)","(16, 14, 12, 16, 4, 15, 18, 17, 10, 12, 18, 18)"
2,2,"(6, 4, 13, 2, 16, 8, 14, 15, 3, 5, 0, 19)","(18, 18, 6, 11, 6, 7, 2, 9, 20, 6, 4, 10)"
2,3,"(17, 9, 12, 14, 4, 16)","(17, 15, 4, 1, 20, 8)"
2,4,"(3, 4, 12, 11, 9)","(1, 16, 20, 11, 1)"
3,0,"(4, 6, 7, 0, 5, 17, 1, 9, 19, 12, 11, 18, 16, 14, 3)","(17, 11, 9, 3, 19, 20, 17, 4, 20, 1, 11, 18, 20, 6, 2)"
3,1,"(2, 0)","(6, 15)"
3,2,"(11, 18, 5, 14, 1, 3, 9, 10)","(5, 8, 20, 12, 9, 9, 9, 1)"
3,3,"(4, 7, 9, 10, 13, 11, 0, 12, 2, 19, 15, 14, 17, 16, 1, 8)","(8, 14, 8, 7, 13, 20, 9, 9, 20, 12, 14, 4, 3, 1, 7, 13)"
3,4,"(10,)","(4,)"
3,5,"(16, 9, 7, 1, 19, 3, 8, 13, 4, 0, 17, 14, 11, 18, 10)","(17, 11, 6, 18, 9, 18, 15, 4, 9, 4, 8, 3, 12, 12, 11)"
3,6,"(17, 12, 19)","(18, 15, 18)"
4,0,"(0, 14, 11, 8, 1, 19, 17, 5, 10)","(17, 11, 14, 7, 2, 3, 16, 13, 9)"
4,1,"(19, 10, 11, 6, 15, 16, 3, 12, 8, 1, 0, 2, 17, 14, 13, 9)","(20, 3, 14, 17, 16, 13, 2, 6, 18, 10, 18, 15, 12, 16, 20, 18)"
4,2,"(2, 3, 16, 12, 8, 13, 18, 10, 1, 5, 4, 9, 11, 6, 17, 15, 14, 0, 7)","(4, 15, 5, 20, 9, 12, 1, 12, 13, 13, 15, 13, 17, 3, 2, 6, 7, 20, 2)"
4,3,"(16, 14, 19, 13)","(6, 18, 5, 14)"
4,4,"(19, 4, 10, 0, 11, 1, 16, 9, 3, 18, 12, 14, 8)","(15, 3, 3, 20, 5, 7, 12, 17, 6, 4, 19, 19, 5)"
4,5,"(9, 3, 16, 7, 19, 1, 4, 11, 0, 14, 13, 18, 8, 5, 2, 15, 12, 6, 10, 17)","(10, 20, 2, 3, 19, 17, 16, 3, 4, 2, 5, 15, 9, 17, 19, 2, 7, 16, 11, 8)"
