kind,task,machine_selectable,process_time
0,0,"(17, 9, 14, 13, 2, 8, 1, 4, 0, 15, 11, 16, 19, 6, 7, 5, 18, 3, 10)","(19, 19, 10, 14, 15, 8, 13, 3, 13, 8, 3, 18, 7, 3, 6, 8, 7, 1, 14)"
0,1,"(12, 19, 14, 8, 4, 3, 11, 18, 6, 16, 10, 15, 1)","(13, 20, 11, 1, 14, 19, 1, 7, 6, 14, 8, 10, 20)"
0,2,"(0, 3, 13, 17, 15, 14, 2, 18, 12, 1, 19, 16, 10, 11, 8, 4, 9, 7)","(19, 14, 2, 9, 13, 18, 19, 3, 8, 17, 5, 20, 13, 2, 1, 12, 9, 5)"
0,3,"(16, 15, 14, 8, 6, 13, 7, 18, 17, 4, 5, 3, 1, 10, 12, 0, 2, 9, 11)","(20, 1, 4, 3, 19, 1, 10, 11, 4, 1, 2, 17, 3, 6, 8, 7, 6, 7, 19)"
0,4,"(2, 9, 14, 1, 13, 0)","(2, 1, 5, 4, 19, 9)"
0,5,"(3, 8, 16, 12, 18, 10, 14, 19, 13, 11, 17, 9, 1, 5, 6, 15)","(8, 4, 16, 3, 10, 13, 4, 10, 11, 10, 10, 2, 17, 7, 13, 8)"
1,0,"(6, 11, 0, 18, 10, 8, 7, 5, 1, 3, 13, 19)","(18, 1, 11, 20, 4, 17, 13, 8, 1, 18, 8, 7)"
1,1,"(3, 12, 1, 2, 14, 13, 17, 18, 10, 5, 8, 11, 4, 6, 15, 9, 0, 19, 16)","(3, 13, 6, 1, 17, 10, 18, 12, 2, 4, 1, 14, 3, 15, 3, 11, 3, 3, 11)"
1,2,"(1, 6, 16, 18, 12, 11, 15)","(17, 17, 8, 9, 14, 10, 3)"
1,3,"(5, 8, 11, 9, 12, 17, 13, 4, 15, 18, 10, 0)","(1, 13, 12, 20, 14, 9, 18, 18, 17, 15, 6, 12)"
1,4,"(19, 11, 14, 6, 17, 1, 5)","(16, 18, 14, 20, 18, 19, 12)"
1,5,"(8, 15, 3, 19, 2, 18, 12, 9, 10, 16, 0, 4, 7, 14, 13, 17, 6, 5, 11)","(20, 6, 9, 12, 15, 16, 6, 16, 20, 5, 15, 13, 20, 1, 5, 20, 11, 5, 10)"
1,6,"(11, 0, 3, 15, 13, 18, 9)","(15, 11, 10, 20, 20, 13, 6)"
1,7,"(10,)","(10,)"
1,8,"(18, 3, 16, 17, 7, 2, 11, 10, 5, 4, 0, 1)","(14, 13, 16, 3, 20, 18, 3, 14, 2, 5, 8, 20)"
1,9,"(14, 7, 15, 9, 18, 13, 6, 17, 5, 11, 4, 16)","(20, 1, 13, 15, 15, 8, 12, 18, 3, 3, 9, 15)"
2,0,"(17,)","(18,)"
2,1,"(11, 0, 6, 16, 5, 13, 9, 2, 7, 15, 4, 3, 17, 12, 18, 14, 10)","(2, 19, 5, 8, 14, 1, 18, 11, 16, 16, 14, 6, 15, 1, 15, 6, 1)"
2,2,"(2, 7, 16, 15, 13, 5, 12, 8, 10, 14, 0, 9, 3, 19)","(8, 16, 12, 14, 10, 2, 3, 12, 5, 4, 17, 8, 3, 1)"
2,3,"(6, 11, 8, 18, 14)","(4, 6, 12, 9, 11)"
2,4,"(4, 11, 19, 7, 9, 0, 13, 1, 15)","(14, 19, 8, 7, 4, 14, 1, 7, 7)"
2,5,"(7, 4, 16, 13, 3, 6, 8, 10, 14, 19, 2, 5, 18, 0, 9, 12, 17)","(7, 5, 11, 9, 20, 10, 13, 4, 9, 2, 9, 3, 5, 16, 15, 17, 5)"
2,6,"(6, 17, 8, 7, 3, 5, 4)","(20, 5, 12, 16, 19, 3, 20)"
3,0,"(19, 10, 12, 17, 16, 2, 5, 1, 6)","(4, 4, 4, 20, 5, 4, 18, 15, 18)"
3,1,"(5, 8, 10, 9, 11)","(4, 19, 3, 18, 2)"
3,2,"(4, 5, 9, 0, 15, 13, 1, 16, 8, 19, 6, 17, 10, 7, 11, 3, 12, 14)","(4, 16, 13, 4, 2, 13, 13, 2, 14, 5, 2, 20, 14, 1, 4, 16, 5, 1)"
3,3,"(14, 4, 16, 8, 9, 15, 10, 2, 13, 11, 17, 18, 3, 6, 7)","(20, 2, 12, 13, 10, 17, 15, 18, 10, 2, 18, 15, 8, 11, 6)"
3,4,"(1, 2, 17, 12, 5, 4, 0, 9, 16, 14, 19, 6)","(2, 10, 10, 15, 2, 16, 16, 8, 13, 6, 14, 2)"
4,0,"(12, 13, 7, 4, 10, 18, 0, 2, 9, 19)","(17, 19, 18, 16, 18, 19, 17, 18, 9, 14)"
4,1,"(15, 6, 10, 16, 2, 1, 14, 4, 3, 12, 5, 7, 18, 19, 11, 13, 8)","(16, 14, 9, 6, 18, 11, 11, 15, 20, 11, 10, 18, 8, 16, 7, 4, 17)"
4,2,"(17, 0, 18, 6, 16, 19, 14, 11, 3, 4, 2, 7)","(1, 5, 18, 2, 5, 17, 4, 15, 15, 3, 7, 16)"
4,3,"(4, 11, 13, 18, 6, 15, 17, 0, 3)","(6, 8, 5, 14, 13, 3, 18, 1, 14)"
4,4,"(12, 10, 19, 8, 1)","(9, 5, 20, 6, 17)"
4,5,"(13, 15, 8, 5, 3, 6, 14, 0)","(9, 16, 3, 17, 7, 12, 11, 4)"
4,6,"(2, 7, 14, 15, 1, 8, 11, 6, 10, 17, 12, 3)","(17, 4, 8, 10, 9, 4, 15, 16, 17, 17, 15, 8)"
5,0,"(8, 16, 13, 0, 4, 1, 9, 12, 14, 5, 19, 7, 3, 18, 17, 10, 6, 15, 11, 2)","(16, 18, 5, 13, 20, 11, 18, 7, 17, 14, 4, 7, 6, 17, 20, 9, 2, 12, 9, 7)"
5,1,"(13, 16, 7, 8, 1, 11, 18, 9, 2, 3, 4, 10, 19, 12, 17, 5)","(19, 5, 12, 7, 7, 8, 18, 11, 16, 12, 14, 20, 4, 13, 4, 5)"
5,2,"(9, 19, 15, 6, 3, 11, 17, 4, 10, 14, 2)","(10, 4, 13, 6, 7, 3, 18, 3, 14, 5, 16)"
5,3,"(12, 19, 13, 6, 1, 14, 0, 7, 3, 5)","(2, 2, 6, 18, 3, 18, 1, 10, 12, 3)"
5,4,"(19, 14, 10, 0, 17, 6, 13, 12, 16, 3, 4, 18, 2, 9, 8, 11, 7, 1, 15, 5)","(15, 19, 15, 5, 19, 10, 2, 6, 12, 14, 16, 10, 10, 4, 17, 19, 5, 17, 11, 5)"
5,5,"(18, 8, 7, 1, 0, 6)","(11, 2, 6, 12, 3, 3)"
5,6,"(6, 12, 9, 10, 3, 17, 19, 14, 0)","(8, 3, 10, 12, 9, 14, 16, 10, 9)"
5,7,"(7, 1, 2, 0, 17, 8, 10, 18, 3, 12, 5, 13, 14, 6)","(14, 18, 18, 4, 13, 11, 11, 1, 17, 9, 3, 3, 15, 5)"
5,8,"(19, 1, 18, 9, 7, 17, 15, 14, 11, 0, 5, 13)","(6, 7, 12, 14, 19, 3, 10, 6, 3, 17, 5, 2)"
6,0,"(13, 2, 1, 3, 10, 0, 12, 5, 11, 4, 7, 14, 8)","(6, 19, 17, 6, 17, 4, 4, 2, 3, 13, 18, 2, 1)"
6,1,"(12, 15, 7, 10, 1, 11, 9, 16, 5, 4, 13, 17, 19, 18, 6, 2, 3)","(17, 18, 19, 4, 2, 1, 19, 1, 8, 16, 4, 19, 13, 7, 17, 6, 17)"
6,2,"(17, 10, 1, 18, 5, 13, 8, 14, 0, 6, 15, 11, 7, 12, 19, 9, 3)","(10, 16, 15, 4, 6, 5, 6, 14, 18, 8, 11, 13, 16, 6, 20, 4, 17)"
6,3,"(4, 8, 14, 7, 2)","(15, 17, 15, 8, 20)"
6,4,"(9, 17, 10, 16)","(11, 20, 13, 15)"
6,5,"(11,)","(9,)"
6,6,"(0, 7, 4, 1, 10, 19, 15, 6, 13, 14, 17, 18, 3, 9, 16, 12, 5, 2)","(15, 16, 4, 13, 1, 13, 4, 6, 16, 16, 9, 6, 5, 6, 20, 2, 12, 17)"
6,7,"(0, 2, 13, 17, 12, 11, 19, 9, 1, 10, 7, 3, 15, 4, 14, 16, 6)","(17, 18, 13, 19, 4, 9, 1, 4, 8, 14, 4, 19, 20, 17, 17, 14, 14)"
6,8,"(14, 8, 13)","(11, 6, 11)"
7,0,"(14, 13, 9, 1, 2, 18)","(6, 17, 1, 6, 18, 13)"
7,1,"(2, 1, 6, 18, 0, 8, 19, 15, 17, 13, 9, 12, 7, 16, 4, 5, 11, 14)","(10, 18, 10, 3, 17, 3, 15, 20, 1, 1, 8, 15, 12, 6, 5, 4, 1, 12)"
7,2,"(3, 15, 17, 18, 9, 12, 11, 0, 8, 14, 16, 2, 4, 1, 10, 19)","(8, 11, 9, 5, 2, 12, 12, 15, 3, 3, 4, 14, 19, 6, 20, 6)"
7,3,"(9, 19, 15, 4, 6, 5, 18, 17, 13, 1, 11, 3, 16, 0, 8)","(18, 18, 13, 4, 9, 7, 6, 17, 14, 4, 13, 7, 6, 10, 13)"
7,4,"(16, 15, 10, 19, 11)","(3, 3, 2, 19, 5)"
7,5,"(11, 9, 0, 13, 6, 8, 2, 12)","(13, 4, 3, 17, 18, 4, 11, 10)"
7,6,"(7, 17, 11, 0, 9, 18, 2, 10, 12, 3, 5, 8, 1, 19, 14, 4, 16)","(20, 15, 3, 3, 5, 19, 12, 19, 16, 20, 11, 6, 18, 5, 17, 14, 20)"
7,7,"(17, 8, 1)","(16, 20, 8)"
7,8,"(15, 19, 17)","(16, 2, 5)"
