kind,task,machine_selectable,process_time
0,0,"(14, 0, 13, 9, 12, 11, 8, 3)","(7, 3, 13, 9, 6, 16, 6, 12)"
0,1,"(8, 1, 11, 14, 0, 5, 13, 3, 12, 10, 7, 4)","(11, 16, 6, 17, 3, 8, 17, 8, 2, 1, 18, 15)"
0,2,"(10, 13, 2, 7, 3, 6, 8)","(6, 17, 12, 18, 17, 16, 4)"
0,3,"(13, 0, 3, 2, 4, 5)","(16, 15, 11, 19, 11, 6)"
0,4,"(6, 8, 2, 12, 1)","(19, 10, 5, 2, 10)"
0,5,"(6, 5, 12, 4, 3, 2)","(7, 7, 12, 18, 12, 7)"
0,6,"(2, 5, 13, 0, 1, 6, 12, 10, 9, 3, 7, 11)","(9, 11, 5, 14, 14, 5, 13, 1, 3, 13, 18, 9)"
0,7,"(2, 1, 10, 8, 12, 13, 3, 11, 9, 6, 7, 0, 4, 5)","(11, 9, 7, 5, 4, 8, 20, 4, 15, 14, 2, 6, 6, 4)"
1,0,"(4, 5, 0, 8, 11, 13, 7, 12, 3, 9, 10)","(7, 18, 14, 16, 7, 8, 8, 8, 3, 19, 18)"
1,1,"(7, 8, 1, 9, 0, 2, 13)","(14, 5, 16, 2, 8, 7, 12)"
1,2,"(9,)","(10,)"
1,3,"(2, 1, 8, 9, 6)","(11, 1, 8, 5, 13)"
1,4,"(12, 3, 0, 6, 10, 2, 1, 14, 13, 5, 9, 11, 8)","(10, 18, 20, 19, 14, 14, 17, 5, 8, 7, 11, 20, 14)"
2,0,"(2, 11, 12, 1, 0, 14, 7, 10, 9, 3, 5, 4)","(14, 14, 12, 11, 9, 11, 18, 2, 3, 10, 19, 3)"
2,1,"(7, 5, 14, 10, 6)","(7, 2, 2, 1, 2)"
2,2,"(2, 6, 8, 9, 13, 5, 11)","(17, 7, 18, 13, 1, 6, 17)"
2,3,"(7, 9, 10, 14, 8)","(11, 11, 3, 19, 5)"
2,4,"(13, 0, 14, 7, 12, 6, 5, 1, 8, 10, 11, 3, 2)","(7, 13, 14, 10, 17, 11, 18, 13, 9, 9, 19, 5, 20)"
2,5,"(9, 5, 2)","(7, 9, 4)"
