kind,task,machine_selectable,process_time
0,0,"(8,)","(20,)"
0,1,"(12, 5, 7)","(20, 4, 2)"
0,2,"(3, 13, 4, 0, 8, 9, 14, 11, 10, 12, 2, 5, 6, 1, 7)","(11, 4, 14, 11, 16, 3, 12, 20, 18, 19, 4, 11, 13, 18, 20)"
0,3,"(0, 3, 9, 13)","(13, 6, 15, 11)"
0,4,"(6, 10, 9, 13, 8, 7, 11)","(20, 6, 17, 14, 11, 19, 6)"
0,5,"(11, 1, 3, 8, 7, 0, 6, 4, 13, 5, 10, 14, 9)","(17, 15, 2, 2, 6, 7, 6, 12, 11, 1, 14, 4, 3)"
0,6,"(7, 1, 12, 4, 6, 5, 10, 14, 13, 9, 11)","(19, 8, 18, 6, 19, 20, 19, 6, 18, 7, 5)"
0,7,"(11, 6, 5, 10, 13, 12, 14, 3, 8, 2, 1, 4, 9, 7)","(5, 12, 12, 17, 20, 6, 13, 18, 1, 5, 16, 19, 16, 14)"
0,8,"(4, 10)","(20, 6)"
0,9,"(8, 14, 5, 0, 10, 7, 9, 12, 11, 13, 4)","(16, 19, 7, 3, 13, 13, 12, 5, 3, 9, 3)"
1,0,"(5, 14, 11)","(1, 4, 2)"
1,1,"(4, 8, 5, 0, 2, 1, 6, 9, 14, 10, 12)","(8, 14, 16, 13, 12, 3, 13, 15, 7, 7, 12)"
1,2,"(7, 3, 4, 12, 2, 10, 6, 14, 1, 11, 9, 0)","(2, 12, 8, 7, 16, 15, 3, 20, 1, 19, 15, 6)"
1,3,"(0, 6)","(14, 9)"
1,4,"(7, 10, 9, 13, 4, 12, 0, 6)","(6, 9, 8, 19, 7, 20, 18, 16)"
1,5,"(7, 3, 0, 4, 11, 2, 14, 9, 13, 10, 5, 8)","(19, 5, 4, 7, 18, 20, 16, 2, 16, 17, 6, 12)"
1,6,"(14,)","(8,)"
1,7,"(9,)","(19,)"
1,8,"(8,)","(6,)"
2,0,"(7, 4, 11, 6, 10)","(1, 11, 3, 15, 8)"
2,1,"(7, 3)","(1, 13)"
2,2,"(1,)","(6,)"
2,3,"(10, 4)","(15, 14)"
2,4,"(13, 14, 5)","(15, 14, 14)"
2,5,"(6, 9, 10, 7, 11, 4, 13, 8, 2, 3, 14, 12, 0, 5)","(17, 17, 6, 7, 2, 19, 8, 19, 4, 18, 15, 12, 6, 16)"
2,6,"(12, 6, 5)","(11, 4, 3)"
3,0,"(2, 13, 14, 4, 8, 5, 3, 6, 10)","(12, 8, 19, 20, 13, 20, 14, 18, 11)"
3,1,"(13, 1)","(3, 13)"
