kind,task,machine_selectable,process_time
0,0,"(0, 8, 12, 3, 9, 7, 15, 1, 16)","(6, 3, 12, 6, 16, 20, 16, 15, 3)"
0,1,"(0, 12, 4, 13, 7, 9, 15, 16, 11, 18, 2)","(12, 11, 3, 2, 7, 12, 4, 12, 14, 9, 16)"
0,2,"(6, 0, 3, 13, 15, 11, 14, 17, 19, 2, 8, 16, 1, 9, 4, 5, 10, 12)","(16, 13, 6, 20, 1, 9, 3, 19, 9, 6, 11, 11, 6, 15, 12, 10, 20, 5)"
0,3,"(16, 5, 7, 14, 12, 18, 15, 2, 11)","(5, 6, 20, 4, 18, 15, 12, 13, 19)"
0,4,"(1, 7, 4, 5, 12, 3, 16, 14)","(14, 11, 4, 20, 7, 6, 1, 6)"
0,5,"(1, 9, 12)","(4, 17, 18)"
1,0,"(6, 2, 11, 12, 0, 16, 10, 18)","(3, 19, 6, 16, 12, 7, 14, 9)"
1,1,"(2, 4, 6, 11, 16, 14, 8, 12)","(15, 17, 20, 15, 13, 13, 13, 18)"
1,2,"(5, 14, 16, 15, 1, 10, 18, 7, 4, 17, 11, 3, 12, 0)","(9, 3, 2, 18, 3, 20, 20, 3, 15, 7, 5, 20, 12, 20)"
1,3,"(16, 7, 0)","(10, 11, 20)"
1,4,"(5, 16, 7, 4, 3, 13, 6, 14, 15, 18, 10, 1, 9, 11, 19, 0, 12, 17, 8, 2)","(3, 13, 8, 9, 6, 15, 8, 18, 4, 9, 2, 9, 6, 8, 5, 3, 11, 17, 11, 11)"
1,5,"(18, 0, 6, 15, 8, 3, 19, 12, 13, 10, 4, 2, 17, 14, 5, 9, 1)","(5, 11, 20, 3, 4, 10, 4, 6, 2, 9, 14, 6, 14, 18, 2, 19, 10)"
1,6,"(9, 17, 11)","(6, 10, 6)"
1,7,"(4, 15, 14, 5, 19, 1, 2, 12, 16, 0, 7, 11, 10, 17)","(2, 8, 20, 2, 18, 17, 15, 9, 3, 16, 7, 12, 8, 8)"
1,8,"(17,)","(4,)"
1,9,"(17, 15, 12, 8, 13, 0, 6)","(4, 3, 20, 16, 9, 8, 9)"
2,0,"(11, 9, 1)","(12, 13, 17)"
2,1,"(8,)","(7,)"
2,2,"(11, 15, 7, 13, 19, 1, 16, 14, 0, 5, 10, 17, 12, 3, 18, 4, 8, 9, 6, 2)","(13, 6, 7, 6, 11, 1, 12, 12, 12, 13, 19, 1, 8, 9, 10, 4, 17, 10, 20, 7)"
2,3,"(10, 8, 11, 12, 3, 16, 19)","(7, 13, 18, 1, 15, 16, 9)"
2,4,"(0, 3, 19, 6, 1, 2, 12, 10, 11, 4, 17, 14, 18, 13, 16, 5, 8, 7)","(20, 20, 11, 12, 16, 10, 1, 13, 8, 8, 19, 4, 15, 18, 16, 12, 18, 16)"
2,5,"(12, 8, 16, 14, 1, 0, 5, 10, 4, 18, 7, 15, 2, 9, 13, 19, 11, 6, 3)","(11, 7, 19, 18, 3, 2, 3, 5, 11, 8, 17, 10, 1, 9, 7, 7, 7, 5, 8)"
2,6,"(6, 9, 19, 1, 14, 4, 0, 7, 2, 11, 3, 10, 8)","(10, 18, 9, 18, 8, 15, 6, 17, 9, 9, 20, 20, 11)"
2,7,"(19, 7, 12, 16, 10, 0, 6, 11, 9, 18, 4, 2, 1, 14, 13)","(2, 18, 1, 13, 3, 12, 11, 14, 16, 20, 14, 15, 18, 20, 4)"
3,0,"(3, 10, 1, 5, 0, 16, 19, 13, 8, 9, 11, 4, 18, 15, 17, 2, 7, 12)","(4, 7, 7, 2, 14, 13, 20, 20, 7, 11, 4, 9, 8, 10, 17, 19, 19, 2)"
3,1,"(11, 16, 17, 9, 0, 4, 7, 3, 1, 8)","(5, 3, 19, 9, 17, 3, 11, 2, 6, 20)"
3,2,"(8, 14, 12, 19, 3, 0, 18, 16, 15, 4, 2, 7)","(18, 16, 11, 14, 5, 8, 11, 8, 6, 4, 17, 16)"
