kind,task,machine_selectable,process_time
0,0,"(5, 4, 9, 0)","(4, 8, 17, 19)"
0,1,"(7, 9, 6, 3, 1, 8, 4, 5)","(12, 19, 16, 10, 19, 12, 9, 18)"
0,2,"(6, 3, 0)","(8, 7, 1)"
0,3,"(8, 2, 4, 6, 7)","(6, 10, 13, 7, 6)"
0,4,"(9, 2, 4, 7, 6, 8)","(5, 2, 17, 6, 3, 14)"
0,5,"(7, 2, 6, 4, 8, 1, 9)","(4, 10, 15, 17, 11, 13, 13)"
0,6,"(9, 0, 4, 8)","(14, 18, 6, 13)"
0,7,"(1, 5)","(11, 15)"
0,8,"(8,)","(7,)"
0,9,"(4, 8, 1, 3)","(16, 5, 1, 13)"
1,0,"(0, 3, 4, 6, 1, 2, 9, 7)","(7, 20, 7, 1, 4, 8, 8, 5)"
1,1,"(8, 5, 9, 3, 0, 2, 4, 1)","(9, 17, 18, 6, 2, 5, 2, 15)"
1,2,"(3, 6, 9, 5, 4, 0, 1, 7)","(4, 17, 19, 11, 12, 8, 18, 5)"
1,3,"(0, 4, 1, 7, 2, 6, 9)","(12, 10, 18, 2, 16, 19, 7)"
1,4,"(5, 9, 4, 1, 3, 6, 8, 0, 2, 7)","(19, 4, 1, 18, 9, 3, 5, 10, 17, 12)"
1,5,"(0, 6)","(11, 6)"
2,0,"(2, 3, 4)","(13, 15, 16)"
2,1,"(9, 2, 5, 1, 8, 3, 6, 4)","(5, 14, 13, 10, 14, 13, 8, 5)"
2,2,"(0, 8, 2, 9)","(6, 9, 19, 5)"
2,3,"(8, 0, 7, 2, 9)","(12, 3, 4, 10, 3)"
2,4,"(0, 3, 2, 7, 4, 9)","(2, 8, 3, 15, 19, 4)"
2,5,"(0, 3, 6, 1, 8, 5, 9, 7)","(16, 1, 13, 4, 13, 15, 17, 17)"
2,6,"(2,)","(12,)"
2,7,"(3, 9, 4, 0)","(10, 20, 17, 13)"
2,8,"(3, 0, 7, 5, 6, 8, 2, 9)","(11, 20, 9, 2, 14, 19, 20, 14)"
2,9,"(5, 6, 0, 1, 4, 3, 7)","(8, 12, 8, 2, 6, 13, 10)"
3,0,"(1, 2, 7, 3, 5, 8)","(19, 16, 1, 14, 2, 20)"
3,1,"(0, 3, 5, 6, 4, 1, 9)","(16, 19, 15, 5, 15, 2, 20)"
3,2,"(7, 9, 2, 8, 3)","(19, 1, 6, 9, 16)"
3,3,"(0, 7)","(2, 6)"
3,4,"(9, 4, 8, 0, 7, 3, 5)","(14, 3, 5, 3, 17, 3, 6)"
3,5,"(7, 9, 5)","(10, 7, 7)"
3,6,"(9, 1, 5, 0, 6, 7, 8, 2)","(1, 3, 2, 6, 20, 11, 18, 9)"
4,0,"(5, 2, 8, 9, 3, 6, 4, 1, 0)","(12, 11, 11, 15, 16, 1, 5, 3, 7)"
4,1,"(4, 3, 6, 9, 1, 7, 5, 8)","(18, 5, 2, 17, 7, 7, 4, 14)"
4,2,"(6, 3, 8, 1, 9, 7)","(7, 5, 8, 18, 16, 19)"
4,3,"(2, 9)","(7, 5)"
4,4,"(3, 9, 4, 7, 8, 0, 6, 5, 1)","(14, 6, 4, 17, 4, 1, 11, 16, 19)"
4,5,"(4, 2, 9, 3, 5)","(18, 15, 14, 18, 6)"
4,6,"(5, 1, 3, 0)","(14, 1, 1, 1)"
5,0,"(4, 8, 9, 3, 6, 5, 7)","(2, 9, 19, 14, 10, 17, 20)"
5,1,"(5, 8)","(14, 4)"
5,2,"(9, 6, 0, 3, 7)","(20, 8, 8, 19, 6)"
5,3,"(6, 9)","(5, 3)"
5,4,"(8, 3)","(3, 16)"
5,5,"(5,)","(17,)"
5,6,"(6, 9, 5, 8)","(4, 20, 6, 17)"
5,7,"(7, 5, 0, 1, 9, 8, 4, 3, 6, 2)","(16, 15, 1, 15, 11, 3, 11, 14, 17, 16)"
5,8,"(6, 8, 7, 4, 0, 2, 3, 5, 9, 1)","(1, 7, 9, 8, 5, 16, 19, 3, 17, 5)"
6,0,"(4,)","(2,)"
6,1,"(9, 1, 0, 2, 6, 5)","(13, 11, 10, 11, 4, 6)"
6,2,"(4, 7, 2, 1, 9, 3)","(4, 4, 7, 13, 11, 19)"
6,3,"(6, 3, 8, 0, 7, 4)","(18, 19, 3, 16, 18, 8)"
6,4,"(5, 8, 3, 6, 0, 9, 4, 2)","(19, 17, 1, 2, 13, 14, 12, 17)"
6,5,"(9, 6, 0, 3, 4, 1, 2, 8)","(1, 1, 17, 7, 19, 7, 10, 1)"
6,6,"(8, 3)","(18, 5)"
6,7,"(2,)","(16,)"
6,8,"(4, 3, 0, 1, 9, 8, 2, 7, 6, 5)","(5, 17, 5, 9, 9, 14, 18, 15, 1, 11)"
6,9,"(8, 9, 0, 5, 4, 2, 3)","(18, 13, 17, 18, 2, 10, 20)"
7,0,"(1, 8)","(18, 10)"
7,1,"(8,)","(5,)"
7,2,"(9, 5, 4, 2, 7, 1, 3, 0)","(19, 9, 3, 14, 3, 17, 10, 15)"
7,3,"(5,)","(15,)"
7,4,"(8, 1, 9, 0, 4, 2)","(2, 20, 17, 7, 20, 7)"
8,0,"(3, 2, 7, 9, 6)","(10, 3, 8, 20, 8)"
8,1,"(1, 0)","(12, 1)"
8,2,"(8, 7, 2, 0, 6, 9, 1)","(20, 15, 7, 4, 16, 19, 2)"
8,3,"(1, 3, 7, 6, 9)","(9, 7, 6, 19, 19)"
8,4,"(0,)","(16,)"
8,5,"(0, 8, 5, 1, 3, 4)","(13, 2, 3, 17, 5, 8)"
9,0,"(4,)","(6,)"
9,1,"(6,)","(14,)"
9,2,"(0,)","(9,)"
9,3,"(6, 5, 8, 1, 4, 2)","(11, 16, 14, 6, 6, 5)"
9,4,"(0, 5, 4, 1, 7, 3, 6, 9)","(1, 18, 11, 14, 3, 1, 12, 5)"
9,5,"(4, 9, 3, 2, 0, 8, 7, 5, 6, 1)","(4, 18, 5, 20, 18, 5, 6, 3, 18, 6)"
9,6,"(5, 0, 1, 6, 3, 2, 7, 9, 4)","(3, 1, 17, 20, 14, 12, 15, 2, 15)"
9,7,"(0, 9, 2, 8)","(17, 5, 5, 6)"
