kind,task,machine_selectable,process_time
0,0,"(8, 2, 14, 3, 12, 6, 4, 18, 16, 5, 13)","(7, 14, 7, 8, 3, 13, 9, 11, 13, 17, 16)"
0,1,"(5,)","(17,)"
0,2,"(13, 6, 0, 10, 12, 2, 14, 11, 3, 5, 16, 15)","(18, 15, 6, 3, 15, 11, 18, 11, 12, 5, 12, 20)"
0,3,"(6, 3, 10, 1, 9, 18, 5, 2, 0, 15)","(1, 3, 5, 17, 14, 13, 3, 17, 2, 1)"
0,4,"(9, 4)","(8, 8)"
0,5,"(16, 8, 1, 12, 5, 18)","(10, 13, 8, 11, 1, 2)"
0,6,"(8, 1, 11, 18, 14, 5, 16, 19, 15, 4, 6, 0, 7, 10, 12, 2, 13, 3, 9, 17)","(2, 10, 2, 8, 18, 18, 3, 5, 16, 13, 8, 9, 3, 10, 7, 3, 18, 19, 6, 6)"
0,7,"(0,)","(14,)"
1,0,"(17, 18, 0, 7, 11, 4, 14, 19, 10, 3, 12, 8, 6, 13, 16, 2, 5, 9, 1, 15)","(7, 5, 18, 1, 10, 9, 16, 5, 9, 9, 2, 19, 18, 18, 8, 10, 10, 18, 20, 2)"
1,1,"(9, 6, 15, 14, 5)","(3, 2, 9, 8, 13)"
1,2,"(11, 16, 9, 8, 5, 19, 7, 13, 15, 4, 2)","(15, 20, 20, 2, 2, 3, 5, 17, 5, 11, 7)"
1,3,"(13, 12, 5, 11, 9, 16, 0, 6, 8)","(10, 19, 7, 6, 15, 1, 8, 5, 1)"
1,4,"(0, 19, 16, 2, 14, 1, 7, 4, 5, 18)","(8, 20, 17, 16, 18, 1, 15, 17, 11, 2)"
1,5,"(16, 6, 7, 14, 15, 0, 17, 2, 9, 1, 4, 5, 10, 3, 8, 13, 18)","(18, 10, 17, 18, 4, 2, 20, 17, 1, 7, 7, 13, 10, 19, 9, 14, 20)"
1,6,"(0, 15, 16, 14, 5, 1, 18, 7)","(2, 16, 16, 14, 13, 20, 16, 16)"
1,7,"(14, 10, 6, 5, 19, 1, 18, 13, 17, 15, 3, 4, 7, 11, 12, 0, 8, 9, 2, 16)","(9, 17, 16, 11, 2, 13, 12, 16, 18, 1, 5, 6, 13, 2, 14, 6, 7, 13, 20, 15)"
1,8,"(16, 12, 2, 6, 9, 19, 5, 4, 18, 17, 8, 15, 14, 3, 13, 1, 7, 0, 10)","(16, 16, 6, 13, 10, 20, 8, 19, 2, 15, 16, 11, 19, 12, 17, 19, 5, 15, 7)"
1,9,"(18, 5, 2, 9, 19, 6, 4, 0, 12, 11)","(13, 3, 2, 8, 19, 6, 6, 3, 11, 19)"
2,0,"(14, 1, 18, 4, 11, 2, 12, 10, 15, 3, 13, 19, 16)","(20, 9, 19, 1, 14, 9, 16, 13, 7, 2, 19, 4, 15)"
2,1,"(14, 12, 10, 1, 0, 19, 18, 4)","(17, 16, 11, 14, 18, 7, 17, 3)"
2,2,"(16, 9)","(3, 18)"
2,3,"(19, 13, 9, 14, 11, 1, 5, 15, 7, 16, 8, 4, 18)","(9, 5, 10, 16, 20, 19, 12, 17, 18, 7, 16, 14, 20)"
2,4,"(16, 7)","(3, 8)"
2,5,"(6, 9, 19, 8, 13, 4)","(14, 1, 8, 8, 7, 6)"
2,6,"(6, 7, 2, 0)","(8, 13, 14, 8)"
3,0,"(4, 10, 19, 14, 3, 11, 2, 15, 5, 16, 8)","(9, 8, 2, 12, 16, 14, 19, 13, 8, 13, 8)"
3,1,"(18, 11, 13, 15, 4, 2, 1, 6, 3, 7, 16, 5, 0, 14, 19)","(15, 20, 13, 3, 5, 13, 3, 5, 3, 3, 15, 5, 16, 11, 13)"
3,2,"(10, 8, 19, 17, 15, 11, 3, 6, 2, 5, 0, 7, 18, 16)","(15, 10, 19, 15, 20, 16, 8, 5, 10, 8, 15, 19, 19, 1)"
3,3,"(12, 17, 6, 16, 11, 1, 4, 0, 18, 14, 15, 13, 10, 9, 5, 7, 2, 8, 19, 3)","(19, 19, 8, 8, 13, 9, 18, 15, 3, 2, 8, 8, 11, 14, 16, 11, 12, 19, 19, 10)"
3,4,"(11, 5, 14, 1, 7, 8, 10, 16, 19)","(4, 10, 9, 16, 13, 15, 12, 11, 2)"
3,5,"(15, 19, 1, 2, 7, 14, 12, 6, 16)","(14, 17, 7, 3, 19, 20, 6, 6, 15)"
3,6,"(4, 19, 18, 12, 7, 15, 5, 16, 8, 17, 3, 14, 10, 0, 11, 1, 2)","(13, 2, 3, 9, 8, 8, 8, 20, 18, 1, 13, 4, 17, 12, 10, 1, 16)"
3,7,"(16, 5, 0, 13, 15, 11, 1, 17, 8, 9, 10, 18, 12, 19, 14, 3, 4, 2, 7)","(19, 13, 1, 11, 12, 6, 1, 10, 19, 8, 18, 11, 16, 13, 14, 19, 13, 8, 8)"
4,0,"(2, 8, 3, 10, 17)","(3, 13, 6, 9, 20)"
4,1,"(17, 5, 3, 18, 6, 19, 8, 10)","(11, 13, 16, 7, 14, 2, 4, 14)"
4,2,"(4, 13, 7, 18, 16, 2, 3, 8, 14)","(5, 5, 5, 2, 7, 10, 12, 19, 4)"
4,3,"(4, 18, 14, 2, 10)","(6, 6, 3, 11, 6)"
4,4,"(14, 5, 15, 9, 8, 6, 13)","(16, 11, 16, 17, 6, 12, 3)"
4,5,"(12, 15, 4, 9, 6, 8, 17, 19, 0, 2, 3, 13, 5, 1, 18, 7, 16, 14, 11, 10)","(17, 3, 14, 4, 19, 2, 4, 9, 20, 5, 16, 12, 10, 15, 2, 15, 7, 13, 10, 13)"
4,6,"(6, 1, 14, 13, 16, 2, 4, 0, 19, 5, 11, 7, 15)","(14, 5, 7, 6, 12, 7, 13, 4, 8, 20, 6, 12, 2)"
4,7,"(18, 16, 17, 12, 8, 13, 0, 4, 3, 6, 1, 14, 7, 9, 10, 15, 2, 5, 19)","(1, 7, 12, 13, 18, 2, 13, 10, 1, 15, 2, 12, 1, 5, 10, 18, 12, 12, 16)"
4,8,"(13, 6, 3, 4, 12, 17)","(15, 16, 14, 15, 12, 18)"
5,0,"(1, 18, 4, 16, 17, 19, 11, 14, 15, 12)","(19, 2, 18, 11, 5, 8, 6, 12, 3, 13)"
