kind,task,machine_selectable,process_time
0,0,"(2, 0, 3, 9)","(11, 5, 9, 17)"
0,1,"(7, 1, 2, 0, 8, 5, 6, 9)","(4, 7, 9, 18, 1, 6, 18, 20)"
0,2,"(0,)","(7,)"
0,3,"(8, 9, 2, 3, 7, 0, 6, 4, 5)","(20, 3, 14, 12, 3, 12, 12, 3, 11)"
0,4,"(6, 3, 9, 5)","(1, 10, 8, 16)"
0,5,"(2, 8, 1, 0, 9)","(5, 16, 20, 10, 8)"
0,6,"(0,)","(20,)"
1,0,"(2, 7, 6, 1, 0)","(6, 14, 11, 13, 11)"
1,1,"(6, 5, 0, 8)","(11, 3, 5, 14)"
1,2,"(2, 1, 7, 9, 8, 5, 3)","(2, 7, 5, 11, 1, 8, 14)"
1,3,"(0, 7, 9, 8)","(19, 16, 16, 14)"
1,4,"(7, 3, 6, 4, 8, 5, 9)","(8, 4, 3, 15, 12, 1, 13)"
1,5,"(8, 2, 3)","(2, 2, 16)"
1,6,"(3, 0, 2, 4, 6)","(18, 1, 10, 8, 13)"
1,7,"(3, 7, 2, 0, 6, 4, 5)","(5, 4, 14, 7, 16, 18, 13)"
1,8,"(6, 9, 0, 2)","(10, 6, 12, 10)"
1,9,"(7, 3, 8, 5, 2, 6, 1, 4, 9, 0)","(6, 13, 3, 12, 14, 6, 9, 15, 10, 5)"
2,0,"(0, 2, 3, 5, 1, 9, 8)","(1, 15, 7, 8, 6, 8, 18)"
2,1,"(1, 7, 6, 8, 4, 3, 0)","(9, 5, 4, 10, 11, 3, 4)"
2,2,"(8, 9, 7, 5, 6, 0, 4, 3, 2)","(4, 8, 16, 5, 8, 3, 4, 19, 3)"
2,3,"(6, 1, 0, 9, 2, 5)","(17, 6, 16, 4, 9, 12)"
2,4,"(7, 0, 9)","(16, 9, 10)"
2,5,"(9, 0, 3, 2, 5, 1, 4, 7, 8)","(14, 18, 13, 14, 6, 5, 11, 4, 10)"
2,6,"(3,)","(8,)"
3,0,"(5, 0)","(17, 13)"
3,1,"(4, 5, 8)","(8, 17, 15)"
3,2,"(0, 7)","(5, 2)"
3,3,"(5, 7, 8, 0, 9)","(4, 13, 20, 15, 11)"
3,4,"(2,)","(13,)"
3,5,"(1,)","(8,)"
3,6,"(3, 7, 9, 1, 8, 5, 0)","(6, 17, 6, 5, 4, 4, 7)"
3,7,"(7, 8, 6, 5, 2, 4, 3, 1, 0)","(2, 5, 16, 12, 20, 9, 10, 4, 17)"
3,8,"(5, 0, 4, 7, 1, 2, 9, 8, 3, 6)","(13, 16, 12, 5, 9, 5, 4, 15, 10, 7)"
3,9,"(9,)","(16,)"
4,0,"(0, 9, 2, 7, 8)","(16, 14, 12, 15, 2)"
4,1,"(4, 8)","(20, 1)"
4,2,"(6, 5, 8, 0, 4, 3, 7, 2)","(6, 19, 12, 16, 12, 15, 7, 11)"
4,3,"(3, 8)","(19, 7)"
4,4,"(9, 6, 4, 2)","(1, 3, 18, 8)"
