kind,task,machine_selectable,process_time
0,0,"(13,)","(18,)"
0,1,"(13, 2, 17, 6, 14, 0, 16, 15, 8, 10, 1, 19, 9, 4, 11, 5, 12, 18, 3)","(13, 8, 16, 9, 13, 19, 17, 13, 7, 13, 7, 19, 20, 12, 7, 3, 18, 3, 18)"
0,2,"(13, 17, 8, 7, 12, 11, 18, 0, 15, 16, 9, 5, 4, 10, 3, 6, 19)","(15, 18, 3, 17, 10, 9, 10, 3, 7, 16, 14, 9, 15, 15, 18, 15, 20)"
0,3,"(0, 5, 14, 7, 16, 3, 12, 6, 15, 11, 17, 1, 13, 4, 2, 9, 10, 18, 8, 19)","(18, 9, 17, 7, 2, 8, 15, 19, 10, 8, 17, 20, 10, 20, 6, 2, 19, 2, 8, 17)"
0,4,"(7, 15, 16, 3, 9, 12, 2, 14, 0, 11, 17, 6, 13)","(5, 13, 4, 8, 7, 5, 14, 3, 11, 16, 2, 1, 1)"
1,0,"(8, 0, 2, 19, 3, 16, 12, 1, 9, 13, 4, 17, 5, 15, 7, 6, 18, 10)","(3, 15, 12, 11, 10, 9, 8, 12, 6, 9, 18, 1, 20, 4, 6, 9, 3, 11)"
1,1,"(4, 1, 10, 11, 15, 5, 14, 13, 17, 8, 7, 3, 6, 12)","(9, 20, 8, 18, 5, 15, 2, 19, 10, 1, 1, 9, 14, 2)"
1,2,"(10, 5, 4, 3)","(3, 10, 20, 4)"
1,3,"(5, 8, 19, 2, 9, 6, 12)","(10, 6, 6, 9, 17, 9, 4)"
1,4,"(15, 18, 2, 16, 6, 13, 0, 5, 8, 19, 14, 10, 9, 12, 11, 7, 3, 1)","(2, 20, 16, 8, 5, 7, 8, 1, 15, 11, 6, 20, 19, 20, 6, 18, 10, 7)"
1,5,"(4, 1, 11, 15)","(4, 12, 8, 14)"
1,6,"(0, 12, 2, 16)","(15, 8, 4, 6)"
1,7,"(8, 14, 17, 6)","(2, 11, 9, 1)"
1,8,"(4, 15, 14, 9, 5, 17, 7, 3, 8, 6, 1, 12, 11, 2, 10, 16, 0, 13, 18)","(6, 2, 2, 14, 14, 12, 3, 12, 5, 13, 14, 7, 19, 10, 4, 13, 19, 10, 10)"
1,9,"(2, 10, 5, 11, 19, 9, 18, 12)","(8, 10, 4, 1, 13, 19, 2, 2)"
2,0,"(0, 14, 4, 2, 11, 8, 17, 12, 10)","(4, 2, 14, 5, 8, 1, 14, 16, 15)"
2,1,"(10, 5, 14, 13, 6, 12, 1, 2, 19, 16, 15, 11, 8, 7, 4, 0, 3, 9)","(17, 9, 18, 7, 14, 12, 6, 2, 12, 19, 11, 14, 8, 15, 9, 8, 19, 5)"
2,2,"(3, 10, 8, 2, 19, 1, 11, 18, 15, 16, 9, 12, 7, 4, 13, 5, 0, 14, 17, 6)","(10, 4, 3, 8, 7, 3, 15, 3, 13, 17, 17, 18, 13, 1, 19, 1, 16, 14, 8, 2)"
2,3,"(19, 9, 14, 6, 12, 7, 11, 13, 3, 2, 4, 5, 17, 1, 0, 16, 8, 18)","(1, 17, 19, 19, 9, 20, 12, 18, 1, 2, 8, 2, 9, 4, 6, 8, 11, 7)"
2,4,"(16, 18, 10, 6, 15, 8, 3, 9, 0, 12, 14)","(10, 5, 14, 13, 10, 8, 6, 20, 18, 18, 12)"
2,5,"(2, 16, 17, 11, 4, 10, 6, 14, 3, 9, 1, 8, 15, 12, 7, 18, 5, 19, 13, 0)","(5, 16, 15, 1, 6, 3, 7, 18, 14, 20, 14, 18, 5, 18, 6, 4, 2, 1, 20, 18)"
3,0,"(16, 7)","(20, 19)"
3,1,"(7, 17, 0)","(1, 19, 2)"
3,2,"(19, 18, 4, 15, 10, 8, 3, 6, 13, 9, 12, 7, 17, 5, 16)","(12, 2, 7, 14, 18, 16, 18, 19, 20, 5, 18, 16, 3, 12, 16)"
3,3,"(17,)","(6,)"
3,4,"(13, 14, 18, 11, 12, 2, 4, 10, 1, 15, 3)","(12, 16, 19, 17, 6, 18, 4, 20, 8, 19, 17)"
4,0,"(16, 13, 4)","(6, 6, 19)"
4,1,"(6, 14, 16, 17, 9, 0, 18, 5, 3, 19, 7, 10, 8, 13, 2, 11, 12, 1)","(4, 12, 20, 1, 3, 4, 12, 7, 2, 10, 3, 12, 6, 5, 4, 13, 10, 13)"
4,2,"(5, 18, 7, 11, 0, 14, 13, 16, 10)","(14, 9, 6, 10, 15, 3, 3, 1, 16)"
4,3,"(15, 4, 9, 13, 0, 6, 3, 12, 17, 7, 1, 14, 18, 11, 10, 19, 2, 5)","(14, 12, 3, 4, 10, 8, 12, 19, 17, 6, 9, 1, 2, 10, 15, 5, 18, 17)"
4,4,"(13, 1, 12)","(3, 15, 14)"
4,5,"(3, 12, 17)","(4, 13, 15)"
5,0,"(12, 13, 1, 8, 11)","(2, 12, 20, 1, 1)"
5,1,"(3, 12, 16, 0, 18, 1, 17, 9, 15, 10, 6, 2, 8, 11, 7, 19, 13)","(16, 19, 15, 16, 19, 4, 19, 18, 10, 16, 3, 6, 18, 20, 18, 5, 3)"
5,2,"(3, 0, 11, 14, 10, 17, 1, 15, 8, 18, 13, 2, 19, 16, 7, 5, 4, 6, 9)","(7, 2, 11, 12, 9, 5, 11, 12, 14, 15, 4, 9, 15, 14, 19, 3, 16, 19, 14)"
5,3,"(4, 5)","(19, 20)"
5,4,"(0, 18, 1, 13, 15, 7, 16, 8, 19, 17, 2, 4, 14, 10, 12, 9, 6, 3)","(9, 1, 1, 7, 17, 1, 14, 15, 17, 13, 1, 7, 16, 6, 15, 10, 10, 1)"
5,5,"(2, 1, 15, 11, 0, 12, 7, 6, 19, 9, 18, 10, 4)","(20, 14, 11, 16, 3, 18, 18, 16, 7, 14, 2, 10, 11)"
5,6,"(19, 15, 13, 2, 7, 17)","(8, 18, 20, 10, 1, 4)"
6,0,"(5, 10)","(3, 8)"
6,1,"(9, 8, 7, 11, 17, 18, 14, 16, 10, 5, 19, 1, 4, 6, 3, 15, 13, 0)","(16, 17, 6, 16, 8, 16, 14, 5, 14, 12, 10, 18, 17, 4, 5, 12, 1, 10)"
6,2,"(4, 11, 10, 13, 5, 17, 15, 8, 2, 12)","(8, 9, 12, 2, 19, 7, 14, 8, 8, 19)"
