kind,task,machine_selectable,process_time
0,0,"(7, 9, 2, 6, 8)","(4, 6, 10, 19, 7)"
0,1,"(7, 5)","(14, 16)"
0,2,"(0, 9, 2)","(12, 19, 4)"
0,3,"(9,)","(18,)"
0,4,"(7, 2, 6, 8, 3, 0, 5, 9)","(4, 8, 15, 15, 9, 14, 2, 15)"
0,5,"(3, 7, 5, 0, 9, 8, 6, 2, 1)","(14, 13, 8, 17, 17, 11, 6, 12, 12)"
0,6,"(3, 1, 8, 6)","(17, 13, 17, 14)"
0,7,"(4, 7, 8, 9, 0, 1, 2, 6, 5)","(9, 20, 2, 5, 13, 16, 6, 14, 11)"
0,8,"(7, 9, 3, 4, 6, 2)","(18, 6, 20, 4, 20, 9)"
0,9,"(6,)","(20,)"
1,0,"(1, 8)","(3, 9)"
1,1,"(9, 3, 6, 5, 0, 1, 4, 8)","(2, 18, 12, 16, 10, 7, 11, 8)"
1,2,"(3, 2, 0, 6, 7, 1, 5, 9, 8)","(6, 2, 17, 16, 3, 6, 6, 16, 13)"
1,3,"(8, 7, 0, 6, 5, 1, 9, 3, 4)","(15, 17, 10, 20, 3, 8, 14, 7, 18)"
1,4,"(2, 4, 0)","(17, 9, 15)"
1,5,"(3, 6, 7, 9, 0, 1, 8, 5, 2)","(7, 14, 1, 11, 9, 18, 11, 1, 13)"
1,6,"(9, 4, 8, 1, 7)","(16, 6, 5, 10, 11)"
1,7,"(0, 5, 7, 8)","(6, 9, 13, 8)"
2,0,"(9, 2)","(4, 7)"
2,1,"(3, 8, 9, 1, 4, 7, 0, 6, 5)","(14, 17, 8, 3, 1, 1, 14, 13, 7)"
2,2,"(0, 9, 2, 5, 4, 6, 7)","(8, 20, 15, 18, 10, 11, 6)"
2,3,"(4, 6, 7, 1, 0, 8, 9, 5, 3)","(1, 14, 12, 3, 14, 18, 17, 9, 2)"
2,4,"(5, 7, 0, 6, 9)","(3, 4, 17, 18, 2)"
3,0,"(5, 3, 4, 8)","(2, 5, 15, 3)"
3,1,"(1, 4, 7, 6)","(12, 17, 12, 20)"
3,2,"(0, 9, 3, 8)","(14, 3, 6, 15)"
3,3,"(8, 9, 4, 5, 1, 7)","(13, 18, 5, 8, 7, 11)"
3,4,"(1, 9, 3, 5)","(18, 5, 17, 19)"
3,5,"(6, 3, 0, 5)","(10, 11, 2, 9)"
3,6,"(5, 1, 8, 0, 4)","(2, 1, 1, 1, 17)"
4,0,"(9, 5, 7, 8, 4, 6, 2, 3)","(15, 6, 16, 20, 13, 6, 9, 3)"
4,1,"(5, 7, 9, 6, 1, 0, 3)","(15, 16, 9, 6, 11, 11, 12)"
4,2,"(8, 3, 5)","(4, 17, 5)"
4,3,"(5, 2, 4, 0, 3, 9, 6, 1, 8, 7)","(11, 11, 9, 9, 11, 8, 20, 10, 10, 14)"
4,4,"(3, 9, 1)","(7, 17, 13)"
4,5,"(6, 7, 4, 0, 3, 2, 5)","(13, 17, 18, 11, 6, 18, 8)"
4,6,"(8,)","(7,)"
5,0,"(0, 4, 3, 6, 9, 7, 1, 8)","(19, 2, 2, 17, 1, 12, 12, 14)"
5,1,"(6, 0, 9, 8, 3, 5, 7, 1)","(4, 14, 17, 16, 6, 15, 10, 1)"
5,2,"(3, 8, 6)","(11, 13, 13)"
5,3,"(2,)","(2,)"
5,4,"(7,)","(4,)"
5,5,"(5, 7, 6, 3, 0, 4, 2)","(4, 13, 17, 12, 19, 11, 12)"
5,6,"(9, 3, 2, 5, 1, 4)","(19, 2, 13, 7, 18, 15)"
5,7,"(0, 1, 2, 5, 7, 4, 3)","(12, 11, 19, 20, 20, 14, 17)"
6,0,"(7, 1, 2, 8, 9, 0, 3, 6)","(17, 20, 20, 11, 4, 3, 2, 4)"
6,1,"(9, 2, 8, 7, 1, 4, 6, 3, 0, 5)","(12, 14, 17, 11, 5, 2, 8, 16, 17, 8)"
6,2,"(2, 9, 0, 4, 8, 7, 3)","(6, 19, 19, 11, 20, 5, 3)"
6,3,"(1,)","(18,)"
6,4,"(4, 9, 1, 7)","(17, 3, 5, 15)"
6,5,"(9,)","(10,)"
7,0,"(6, 0)","(17, 9)"
7,1,"(3, 4, 9)","(7, 9, 14)"
7,2,"(8,)","(12,)"
7,3,"(2, 5, 3, 1, 8, 0, 6)","(7, 15, 13, 8, 8, 2, 10)"
7,4,"(4, 8, 2, 9, 1, 3, 0, 5)","(13, 19, 2, 14, 2, 7, 7, 10)"
7,5,"(1, 5, 7)","(8, 8, 12)"
7,6,"(9,)","(12,)"
8,0,"(9, 3, 4, 6, 7, 1, 0, 2)","(6, 20, 9, 19, 9, 15, 7, 5)"
8,1,"(6, 0, 7, 8, 1, 5, 3, 2, 4, 9)","(13, 16, 17, 11, 20, 3, 5, 16, 13, 14)"
8,2,"(3,)","(10,)"
8,3,"(2, 6)","(9, 14)"
8,4,"(6, 1)","(14, 17)"
8,5,"(5, 9, 6, 2, 0, 4, 8)","(1, 8, 20, 8, 10, 14, 2)"
8,6,"(5, 9, 1, 3, 4, 7)","(2, 4, 14, 5, 7, 3)"
8,7,"(4,)","(9,)"
8,8,"(6, 3, 7)","(12, 10, 18)"
9,0,"(7, 5, 0, 9)","(16, 5, 7, 16)"
9,1,"(8,)","(19,)"
9,2,"(3,)","(2,)"
9,3,"(2, 9)","(10, 14)"
9,4,"(9, 5, 6, 4)","(10, 9, 12, 5)"
9,5,"(3, 4, 5, 6, 2, 0, 1, 7)","(3, 4, 2, 2, 19, 6, 1, 14)"
10,0,"(4, 8)","(1, 16)"
10,1,"(3, 8)","(11, 7)"
10,2,"(2,)","(17,)"
10,3,"(9, 1, 3, 4, 6, 0, 5, 2, 7, 8)","(20, 1, 18, 2, 3, 11, 18, 13, 15, 17)"
10,4,"(8, 4, 2, 1, 0, 9, 6, 3)","(19, 12, 5, 9, 14, 13, 12, 5)"
11,0,"(3, 2, 0, 7, 5)","(8, 9, 5, 19, 19)"
11,1,"(8, 3, 9, 7, 4, 1)","(4, 10, 15, 10, 18, 4)"
11,2,"(2, 0, 8, 4, 9, 3, 7)","(7, 4, 13, 10, 12, 2, 15)"
11,3,"(0, 8, 7, 4, 5, 3, 6)","(12, 1, 6, 14, 6, 9, 19)"
11,4,"(6, 7, 4, 3, 2)","(11, 2, 14, 13, 10)"
11,5,"(2, 4, 3, 7, 9, 5, 1, 6, 8)","(18, 2, 15, 10, 3, 2, 8, 5, 8)"
11,6,"(5,)","(1,)"
11,7,"(6,)","(11,)"
11,8,"(3, 9, 1, 4, 6, 0, 5, 2, 7)","(19, 20, 1, 18, 2, 20, 2, 20, 5)"
