kind,task,machine_selectable,process_time
0,0,"(10, 11, 3, 4, 17, 1, 15, 5, 8, 12, 19, 7, 18, 14, 0, 2, 6)","(19, 15, 14, 11, 16, 14, 11, 9, 15, 6, 7, 14, 13, 19, 9, 2, 3)"
0,1,"(13, 5, 6, 2, 0, 4, 8, 18, 3, 9, 14, 15, 1)","(12, 3, 16, 14, 5, 4, 10, 19, 18, 9, 6, 9, 18)"
0,2,"(1, 15, 8, 5, 10, 14, 4, 16, 12, 17, 0, 6, 3, 2)","(14, 14, 5, 3, 9, 2, 6, 18, 19, 11, 10, 13, 6, 4)"
0,3,"(0, 17, 18, 14, 8, 16, 3, 2, 1, 10, 4, 13, 12, 19)","(12, 16, 10, 19, 12, 19, 15, 16, 2, 8, 13, 3, 15, 8)"
0,4,"(15,)","(11,)"
0,5,"(3, 18, 10, 0, 8, 12, 14, 19, 17)","(11, 12, 20, 1, 18, 6, 5, 2, 2)"
0,6,"(6, 0, 1, 3, 10, 11, 9, 13, 17, 18, 4, 2, 5, 16, 15, 7, 14, 12, 19, 8)","(8, 7, 13, 10, 3, 12, 15, 17, 19, 14, 20, 8, 8, 6, 11, 2, 9, 18, 9, 20)"
1,0,"(17, 11, 13, 4, 14, 0, 18, 2)","(18, 9, 3, 4, 2, 6, 2, 9)"
1,1,"(9, 4, 2, 13, 5, 10)","(14, 13, 13, 1, 18, 18)"
1,2,"(10, 16, 7, 9, 11, 12, 13, 4, 18, 6, 19, 5, 1)","(3, 4, 16, 19, 19, 10, 8, 11, 1, 12, 17, 4, 16)"
1,3,"(19,)","(4,)"
1,4,"(0, 3, 11, 12, 7, 8, 16, 13, 19, 2, 4, 9, 6, 15, 1, 10, 5, 14, 17, 18)","(10, 8, 8, 12, 7, 1, 11, 8, 18, 9, 10, 5, 18, 10, 3, 6, 6, 13, 18, 8)"
1,5,"(19, 17, 18, 14, 4, 11, 6, 0, 8)","(13, 9, 3, 5, 6, 16, 10, 11, 12)"
1,6,"(4, 11, 15, 9, 17, 19, 16, 7, 6, 13)","(20, 6, 6, 8, 14, 10, 5, 20, 11, 9)"
1,7,"(0,)","(12,)"
2,0,"(19, 17, 2, 12, 18, 14)","(13, 20, 14, 4, 5, 15)"
2,1,"(18,)","(15,)"
2,2,"(8, 19)","(15, 5)"
2,3,"(14, 0, 19, 15, 6, 4, 8, 7, 17)","(15, 18, 14, 9, 4, 4, 10, 5, 9)"
2,4,"(3, 0, 14)","(1, 10, 13)"
2,5,"(14, 6, 19, 18, 11, 17)","(5, 13, 12, 19, 10, 14)"
2,6,"(2, 9, 7, 11, 4, 1, 3, 14, 16, 13, 19, 5, 15)","(1, 17, 1, 13, 1, 11, 13, 19, 14, 10, 13, 14, 11)"
2,7,"(7, 6, 2, 3, 4, 9, 8, 18, 13, 0, 15, 17, 10)","(18, 4, 10, 3, 10, 14, 11, 20, 18, 10, 5, 7, 20)"
2,8,"(13,)","(2,)"
2,9,"(19, 10, 11, 1, 15, 6, 5, 14, 12, 8)","(14, 16, 4, 6, 5, 12, 3, 12, 6, 20)"
3,0,"(17, 14, 13, 3, 11, 2, 10, 19)","(14, 2, 4, 11, 12, 17, 1, 17)"
3,1,"(12, 9, 15, 6, 16, 18, 5, 11, 13, 8, 7, 17, 2, 4)","(7, 18, 1, 14, 16, 16, 10, 13, 19, 2, 2, 18, 7, 1)"
3,2,"(19, 9, 11, 10, 6, 14, 5, 4, 1, 8, 15, 13, 12, 16)","(5, 10, 14, 18, 7, 15, 12, 7, 12, 13, 15, 7, 6, 12)"
